Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year
5,2006.05-547-t01,petitioner,"Samuel A. Alito, Jr.","But are there any trafficking offenses that would not fall within 924(c) if you define a ""trafficking offense"" that way?","<speaker>Robert A. Long, Jr.</speaker><text>Mr. Chief Justice, and may it please the Court: A drug-trafficking crime is defined in 18 U.S. Code Section 924(c) as any felony punishable under the Controlled Substances Act or two other Federal statutes. ""Punishable"" is a key term. If that word is omitted, the remaining phrase, ""any felony under the Controlled Substances Act. "" clearly refers to felony violations of the Controlled Substances Act. The parties agree that ""punishable"" means ""subject to criminal sanctions"". So, a 924(c), is conduct that is subject to being punished under the Controlled Substances Act. State felonies are not, themselves, punishable under the Controlled Substances Act. It is not a Federal crime to violate State law. The defendant's conduct may be punishable under both Federal and State law, but a State felony is not a felony punishable under the Controlled Substances Act.</text>",2006
6,2006.05-547-t01,petitioner,"Samuel A. Alito, Jr.","--are possessory... there are 924(c), but is it not the case that any... if you interpret ""trafficking"" to mean trafficking in the way the word would be used in ordinary speech... that any State trafficking offense you can think of would have a corresponding felony violation under the Controlled Substances Act, so that if you read the statute that way, the initial phrase is superfluous?","<speaker>Robert A. Long, Jr.</speaker><text>Mr. Chief Justice, and may it please the Court: A drug-trafficking crime is defined in 18 U.S. Code Section 924(c) as any felony punishable under the Controlled Substances Act or two other Federal statutes. ""Punishable"" is a key term. If that word is omitted, the remaining phrase, ""any felony under the Controlled Substances Act. "" clearly refers to felony violations of the Controlled Substances Act. The parties agree that ""punishable"" means ""subject to criminal sanctions"". So, a 924(c), is conduct that is subject to being punished under the Controlled Substances Act. State felonies are not, themselves, punishable under the Controlled Substances Act. It is not a Federal crime to violate State law. The defendant's conduct may be punishable under both Federal and State law, but a State felony is not a felony punishable under the Controlled Substances Act.</text>",2006
7,2006.05-547-t01,petitioner,"Samuel A. Alito, Jr.","Let me ask the same question a different way. If... since 924(c) includes some 924(c), doesn't that show that the way Congress used ""illicit trafficking in a controlled substance. "" is not in the sense in which the term is used in ordinary speech, but's much broader, so that it can include ""mere possession"" offenses?","<speaker>Robert A. Long, Jr.</speaker><text>Mr. Chief Justice, and may it please the Court: A drug-trafficking crime is defined in 18 U.S. Code Section 924(c) as any felony punishable under the Controlled Substances Act or two other Federal statutes. ""Punishable"" is a key term. If that word is omitted, the remaining phrase, ""any felony under the Controlled Substances Act. "" clearly refers to felony violations of the Controlled Substances Act. The parties agree that ""punishable"" means ""subject to criminal sanctions"". So, a 924(c), is conduct that is subject to being punished under the Controlled Substances Act. State felonies are not, themselves, punishable under the Controlled Substances Act. It is not a Federal crime to violate State law. The defendant's conduct may be punishable under both Federal and State law, but a State felony is not a felony punishable under the Controlled Substances Act.</text>",2006
8,2006.05-547-t01,petitioner,"John G. Roberts, Jr.","But has it ever been applied in a... to a statute that specifically says that the term ""aggravated felony"" applies to an offense described in this paragraph, whether in violation of Federal or State law?","<speaker>Robert A. Long, Jr.</speaker><text>Mr. Chief Justice, and may it please the Court: A drug-trafficking crime is defined in 18 U.S. Code Section 924(c) as any felony punishable under the Controlled Substances Act or two other Federal statutes. ""Punishable"" is a key term. If that word is omitted, the remaining phrase, ""any felony under the Controlled Substances Act. "" clearly refers to felony violations of the Controlled Substances Act. The parties agree that ""punishable"" means ""subject to criminal sanctions"". So, a 924(c), is conduct that is subject to being punished under the Controlled Substances Act. State felonies are not, themselves, punishable under the Controlled Substances Act. It is not a Federal crime to violate State law. The defendant's conduct may be punishable under both Federal and State law, but a State felony is not a felony punishable under the Controlled Substances Act.</text>",2006
9,2006.05-547-t01,respondent,"John G. Roberts, Jr.","Has anything like that ever happened before with people subject to supervised release who are then deported? It would be the first time, if the District Court did that, right?","<speaker>Timothy Crooks</speaker><text>Mr. Chief Justice, and may it please the Court: I would first like to address the Government's contention that Mr. Toledo-Flores's appeal is moot. His appeal of his sentence is not moot, primarily because he is still subject to the sentence that is the subject of that appeal. Even though Mr. Toledo-Flores was released from prison on April 21st of this year, and deported to Mexico, he's still subject to the supervised-release portion of his sentence, because supervised release is not automatically extinguished by deportation.</text>",2006
10,2006.05-547-t01,respondent,"Samuel A. Alito, Jr.",You think there's a uniform Federal definition of a theft offense?,"<speaker>Timothy Crooks</speaker><text>Mr. Chief Justice, and may it please the Court: I would first like to address the Government's contention that Mr. Toledo-Flores's appeal is moot. His appeal of his sentence is not moot, primarily because he is still subject to the sentence that is the subject of that appeal. Even though Mr. Toledo-Flores was released from prison on April 21st of this year, and deported to Mexico, he's still subject to the supervised-release portion of his sentence, because supervised release is not automatically extinguished by deportation.</text>",2006
11,2006.05-547-t01,respondent,"Samuel A. Alito, Jr.","There's... they'll... there's no variation in State offenses that would fall within that, a theft offense?","<speaker>Timothy Crooks</speaker><text>Mr. Chief Justice, and may it please the Court: I would first like to address the Government's contention that Mr. Toledo-Flores's appeal is moot. His appeal of his sentence is not moot, primarily because he is still subject to the sentence that is the subject of that appeal. Even though Mr. Toledo-Flores was released from prison on April 21st of this year, and deported to Mexico, he's still subject to the supervised-release portion of his sentence, because supervised release is not automatically extinguished by deportation.</text>",2006
458,2006.06-618-t01,petitioner,"Samuel A. Alito, Jr.","Well, why wasn't the ruling of the district court a ruling upon the constitutionality of the statute as applied? As I understand it, you moved to dismiss the case on the ground that an individual performing the duties that Mr. Dayton performed cannot sue a member of Congress for employment discrimination and the district court denied that. Why isn't that a ruling on the constitutionality of the, of the statute as applied?","<speaker>Jean M. Manning</speaker><text>Justice Stevens and may it please the Court: If I may, I would like to quickly frame the merits of the case and then turn to the jurisdictional issue. In United States vs. Gravel this Court recognized that members of Congress have to delegate some of their legislative authority to employees and these employees are a second self to the member. They are performing some of the legislative duties the member himself would otherwise perform. Therefore, they are an integral part of the legislative process of the member's office. For that reason, the member must have absolute trust and confidence that these employees are in fact performing as his second self, and to do that the member has to have complete discretion in selecting who these employees are and in managing them. If a court oversees a member's selection of these employees and his management of these employees, then the court and not the member is managing part of his legislative process and that is a violation of the Speech or Debate Clause because the purpose of the clause is to ensure that the legislative process will be performed independently. Now--</text>",2006
459,2006.06-618-t01,petitioner,"Samuel A. Alito, Jr.",Was there a dispute about the nature of his duties?,"<speaker>Jean M. Manning</speaker><text>Justice Stevens and may it please the Court: If I may, I would like to quickly frame the merits of the case and then turn to the jurisdictional issue. In United States vs. Gravel this Court recognized that members of Congress have to delegate some of their legislative authority to employees and these employees are a second self to the member. They are performing some of the legislative duties the member himself would otherwise perform. Therefore, they are an integral part of the legislative process of the member's office. For that reason, the member must have absolute trust and confidence that these employees are in fact performing as his second self, and to do that the member has to have complete discretion in selecting who these employees are and in managing them. If a court oversees a member's selection of these employees and his management of these employees, then the court and not the member is managing part of his legislative process and that is a violation of the Speech or Debate Clause because the purpose of the clause is to ensure that the legislative process will be performed independently. Now--</text>",2006
460,2006.06-618-t01,petitioner,"Samuel A. Alito, Jr.","Not how you characterize his duties, but what his duties actually were. Was there a dispute about that?","<speaker>Jean M. Manning</speaker><text>Justice Stevens and may it please the Court: If I may, I would like to quickly frame the merits of the case and then turn to the jurisdictional issue. In United States vs. Gravel this Court recognized that members of Congress have to delegate some of their legislative authority to employees and these employees are a second self to the member. They are performing some of the legislative duties the member himself would otherwise perform. Therefore, they are an integral part of the legislative process of the member's office. For that reason, the member must have absolute trust and confidence that these employees are in fact performing as his second self, and to do that the member has to have complete discretion in selecting who these employees are and in managing them. If a court oversees a member's selection of these employees and his management of these employees, then the court and not the member is managing part of his legislative process and that is a violation of the Speech or Debate Clause because the purpose of the clause is to ensure that the legislative process will be performed independently. Now--</text>",2006
