Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year
1959,2018.18-431-t01,petitioner,Sonia Sotomayor,"Mr. Feigin, what do you think Congress intended in 1986?","<speaker>Eric J. Feigin</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: In order to render Section 940 -- 924(c)(3)(B) unconstitutional, Respondents need to show that the only plausible construction is one in which a defendant's guilt or innocence hinges on a judge's imagination about how an ordinary defendant might act rather than a jury's finding about how a particular defendant acted. That's a very unusual way to draw a line between criminal and non-criminal conduct in the context of a jury trial, and I don't think lower courts would readily have accepted it if Section 924(c) were the only or the first context to present a choice between a categorical approach and a circumstance-specific one. The operative language of the statute --</text>",2018
1960,2018.18-431-t01,petitioner,Sonia Sotomayor,"I didn't ask ""had,"" because that's rewriting their intent. Given the circumstances in 1986, that 16(b) had been read in the categorical approach, that they adopted it for the Bail Reform Act, and you're not challenging that that's a categorical approach, that for decades you have been saying that 16(b) is better read as the categorical approach, what do you think Congress intended in 1986?","<speaker>Eric J. Feigin</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: In order to render Section 940 -- 924(c)(3)(B) unconstitutional, Respondents need to show that the only plausible construction is one in which a defendant's guilt or innocence hinges on a judge's imagination about how an ordinary defendant might act rather than a jury's finding about how a particular defendant acted. That's a very unusual way to draw a line between criminal and non-criminal conduct in the context of a jury trial, and I don't think lower courts would readily have accepted it if Section 924(c) were the only or the first context to present a choice between a categorical approach and a circumstance-specific one. The operative language of the statute --</text>",2018
1961,2018.18-431-t01,petitioner,Sonia Sotomayor,-- over -- you thought for a very long time that the language was best read as applying the categorical approach?,"<speaker>Eric J. Feigin</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: In order to render Section 940 -- 924(c)(3)(B) unconstitutional, Respondents need to show that the only plausible construction is one in which a defendant's guilt or innocence hinges on a judge's imagination about how an ordinary defendant might act rather than a jury's finding about how a particular defendant acted. That's a very unusual way to draw a line between criminal and non-criminal conduct in the context of a jury trial, and I don't think lower courts would readily have accepted it if Section 924(c) were the only or the first context to present a choice between a categorical approach and a circumstance-specific one. The operative language of the statute --</text>",2018
1962,2018.18-431-t01,petitioner,Neil Gorsuch,"Mr. Feigin, looking at the language of (c)(3), the word ""offense"" is in a prefatory clause before (A) and (B). And as I understand the government's position, (A), we will continue to read ""offense"" to mean the offense charged on the books and look at the elements. But, with respect to (B), you'd like us to look at the facts and treat the word ""offense"" there to mean what did the defendant actually do. We don't normally read prefatory language to mean two different things in two clauses that follow. And, in fact, the government earlier this year in -- I -- I don't know how to pronounce it, Cochise, I think it is, argued precisely this point, that normally a single word is given a single construction, at least throughout the same paragraph. So what do we do about that problem?","<speaker>Eric J. Feigin</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: In order to render Section 940 -- 924(c)(3)(B) unconstitutional, Respondents need to show that the only plausible construction is one in which a defendant's guilt or innocence hinges on a judge's imagination about how an ordinary defendant might act rather than a jury's finding about how a particular defendant acted. That's a very unusual way to draw a line between criminal and non-criminal conduct in the context of a jury trial, and I don't think lower courts would readily have accepted it if Section 924(c) were the only or the first context to present a choice between a categorical approach and a circumstance-specific one. The operative language of the statute --</text>",2018
1963,2018.18-431-t01,petitioner,Neil Gorsuch,"As I understand it, in (A), you would have us read ""offense"" to mean the offense of -- that's charged on the books. But, when we get to (B), you'd have us look at the facts actually committed. Is that -- is that right? Can we agree on that much?","<speaker>Eric J. Feigin</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: In order to render Section 940 -- 924(c)(3)(B) unconstitutional, Respondents need to show that the only plausible construction is one in which a defendant's guilt or innocence hinges on a judge's imagination about how an ordinary defendant might act rather than a jury's finding about how a particular defendant acted. That's a very unusual way to draw a line between criminal and non-criminal conduct in the context of a jury trial, and I don't think lower courts would readily have accepted it if Section 924(c) were the only or the first context to present a choice between a categorical approach and a circumstance-specific one. The operative language of the statute --</text>",2018
1964,2018.18-431-t01,petitioner,Neil Gorsuch,"I guess I'm not tracking you at all. As I understand in (A), we would look at the offense on the books. Does the offense have an element of force? And all that requires a judge to do is to look at a law on the books, classic categorical approach analysis. And in (B), you're asking us to eschew that same analysis and look at what actually happened. And, again, I'd just like you to address that and not run too far afield to other -- other cases or other statutes, but maybe just focus on this one and explain to me how we might give that same word two different constructions.","<speaker>Eric J. Feigin</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: In order to render Section 940 -- 924(c)(3)(B) unconstitutional, Respondents need to show that the only plausible construction is one in which a defendant's guilt or innocence hinges on a judge's imagination about how an ordinary defendant might act rather than a jury's finding about how a particular defendant acted. That's a very unusual way to draw a line between criminal and non-criminal conduct in the context of a jury trial, and I don't think lower courts would readily have accepted it if Section 924(c) were the only or the first context to present a choice between a categorical approach and a circumstance-specific one. The operative language of the statute --</text>",2018
1965,2018.18-431-t01,petitioner,Neil Gorsuch,"But we're not talking about that here. They're not two different crimes being charged, right?","<speaker>Eric J. Feigin</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: In order to render Section 940 -- 924(c)(3)(B) unconstitutional, Respondents need to show that the only plausible construction is one in which a defendant's guilt or innocence hinges on a judge's imagination about how an ordinary defendant might act rather than a jury's finding about how a particular defendant acted. That's a very unusual way to draw a line between criminal and non-criminal conduct in the context of a jury trial, and I don't think lower courts would readily have accepted it if Section 924(c) were the only or the first context to present a choice between a categorical approach and a circumstance-specific one. The operative language of the statute --</text>",2018
1966,2018.18-431-t01,petitioner,Elena Kagan,"-- can I -- can I ask you some further questions about the language of the statute? And I guess I want to do it by comparing it to this bill that's currently pending in Congress which is meant to change this provision in order to make it fact-specific. And so this bill, rather than says -- rather than saying an -- an -- an offense that by its nature involves a substantial risk that physical force may be used, instead says an offense that by -- excuse me, an offense that based on the facts underlying the offense -- so they substitute ""by its nature"" for ""based on the facts underlying the offense"" -- and then they change the tense and they say involved a substantial risk that force may have been used, right? So ""by its nature"" versus ""based on the facts"" and changing the tense to make it clear that what we're looking at is something that has occurred and that we're able, actually, to make a fact-specific determination about it. Now that's the way you would write a provision of the kind that you want. This is not the way you would write a provision of the kind that you want. ""By its nature"" clearly is like, what is this offense ordinarily about? And then the use of the present tense is -- is inconsistent with this notion that the jury in this case is having to look back to determine the particular facts of a particular crime.","<speaker>Eric J. Feigin</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: In order to render Section 940 -- 924(c)(3)(B) unconstitutional, Respondents need to show that the only plausible construction is one in which a defendant's guilt or innocence hinges on a judge's imagination about how an ordinary defendant might act rather than a jury's finding about how a particular defendant acted. That's a very unusual way to draw a line between criminal and non-criminal conduct in the context of a jury trial, and I don't think lower courts would readily have accepted it if Section 924(c) were the only or the first context to present a choice between a categorical approach and a circumstance-specific one. The operative language of the statute --</text>",2018
1967,2018.18-431-t01,petitioner,Elena Kagan,"Yeah. Mr. Feigin, what does ""murder by its nature"" mean? How would you say to somebody -- what -- what does that phrase mean, ""murder by its nature""?","<speaker>Eric J. Feigin</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: In order to render Section 940 -- 924(c)(3)(B) unconstitutional, Respondents need to show that the only plausible construction is one in which a defendant's guilt or innocence hinges on a judge's imagination about how an ordinary defendant might act rather than a jury's finding about how a particular defendant acted. That's a very unusual way to draw a line between criminal and non-criminal conduct in the context of a jury trial, and I don't think lower courts would readily have accepted it if Section 924(c) were the only or the first context to present a choice between a categorical approach and a circumstance-specific one. The operative language of the statute --</text>",2018
1968,2018.18-431-t01,petitioner,"Samuel A. Alito, Jr.","No, no, no. So I'm interested in the practical implications of our decision in this case. How many contemporaneous crime statutes would be put in jeopardy if we rule in -- if we affirm here?","<speaker>Eric J. Feigin</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: In order to render Section 940 -- 924(c)(3)(B) unconstitutional, Respondents need to show that the only plausible construction is one in which a defendant's guilt or innocence hinges on a judge's imagination about how an ordinary defendant might act rather than a jury's finding about how a particular defendant acted. That's a very unusual way to draw a line between criminal and non-criminal conduct in the context of a jury trial, and I don't think lower courts would readily have accepted it if Section 924(c) were the only or the first context to present a choice between a categorical approach and a circumstance-specific one. The operative language of the statute --</text>",2018
