Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year
487,2019.18-1109-t01,petitioner,Brett M. Kavanaugh,"Well, what -- what about Clemons? Because Clemons is a precedent of this Court that says that the appellate court can do reweighing. Is that still good law?","<speaker>Neal Kumar Katyal</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The State seeks to put James McKinney to death even though he's never once had a sentencing proceeding that complies with current law. There are two separate paths for McKinney to win. The path in question 1 argues that the Arizona Supreme Court reopened McKinney's sentencing proceeding. The Ninth Circuit had earlier granted a conditional writ of habeas corpus and gave the State the option of either imposing a life sentence or seeking the death penalty again. The State chose the latter, which required brand new state action in the form of new sentencing. The Arizona Supreme Court then did everything itself just as it had in 1996. That was wrong. This Court's decisions in Ring and Hurst require a jury sentencing. If McKinney were sentenced today, no one doubts he'd be entitled to a jury trial. The State claims this would open the floodgates. But McKinney is not seeking to use Ring retroactively as a sword to challenge his earlier proceedings. Rather, he's saying that when the State conducts a new proceeding, that sentencing must comply with current law. Otherwise, the implications would be frightening. For example, a state could run a re-sentencing today in 2019 with a pre-Batson jury, with race-based jury strikes. That can't be right. And the second path, set out in question 2, is for this Court to simply say that the Eddings violation in this case requires a remand to the trial court for sentencing and that the appellate court was wrong to perform that delicate task itself. This breaks no new ground. Indeed, this Court has, on five separate occasions since the 1982 Eddings decision, ordered resentencing for Eddings violations. Both paths get McKinney to the same destination, but they are separate. Question 2 is limited to the small universe of Eddings violations and how to fix them. And question 1, by contrast, is about when sentencing proceedings lose their finality and are reopened. I'm fine waiving the rest of my time if there are questions.</text>",2019
488,2019.18-1109-t01,petitioner,Brett M. Kavanaugh,"Right. You say in your brief, erroneously including an invalid aggravating circumstance is fundamentally different from erroneously excluding a relevant mitigating circumstance. Why? I don't understand that.","<speaker>Neal Kumar Katyal</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The State seeks to put James McKinney to death even though he's never once had a sentencing proceeding that complies with current law. There are two separate paths for McKinney to win. The path in question 1 argues that the Arizona Supreme Court reopened McKinney's sentencing proceeding. The Ninth Circuit had earlier granted a conditional writ of habeas corpus and gave the State the option of either imposing a life sentence or seeking the death penalty again. The State chose the latter, which required brand new state action in the form of new sentencing. The Arizona Supreme Court then did everything itself just as it had in 1996. That was wrong. This Court's decisions in Ring and Hurst require a jury sentencing. If McKinney were sentenced today, no one doubts he'd be entitled to a jury trial. The State claims this would open the floodgates. But McKinney is not seeking to use Ring retroactively as a sword to challenge his earlier proceedings. Rather, he's saying that when the State conducts a new proceeding, that sentencing must comply with current law. Otherwise, the implications would be frightening. For example, a state could run a re-sentencing today in 2019 with a pre-Batson jury, with race-based jury strikes. That can't be right. And the second path, set out in question 2, is for this Court to simply say that the Eddings violation in this case requires a remand to the trial court for sentencing and that the appellate court was wrong to perform that delicate task itself. This breaks no new ground. Indeed, this Court has, on five separate occasions since the 1982 Eddings decision, ordered resentencing for Eddings violations. Both paths get McKinney to the same destination, but they are separate. Question 2 is limited to the small universe of Eddings violations and how to fix them. And question 1, by contrast, is about when sentencing proceedings lose their finality and are reopened. I'm fine waiving the rest of my time if there are questions.</text>",2019
489,2019.18-1109-t01,petitioner,Sonia Sotomayor,"-- the -- the court below only reached your first issue, whether this was a new proceeding or not. It didn't reach the second. If it had, what does it have to do? Shouldn't we be remanding for that second question?","<speaker>Neal Kumar Katyal</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The State seeks to put James McKinney to death even though he's never once had a sentencing proceeding that complies with current law. There are two separate paths for McKinney to win. The path in question 1 argues that the Arizona Supreme Court reopened McKinney's sentencing proceeding. The Ninth Circuit had earlier granted a conditional writ of habeas corpus and gave the State the option of either imposing a life sentence or seeking the death penalty again. The State chose the latter, which required brand new state action in the form of new sentencing. The Arizona Supreme Court then did everything itself just as it had in 1996. That was wrong. This Court's decisions in Ring and Hurst require a jury sentencing. If McKinney were sentenced today, no one doubts he'd be entitled to a jury trial. The State claims this would open the floodgates. But McKinney is not seeking to use Ring retroactively as a sword to challenge his earlier proceedings. Rather, he's saying that when the State conducts a new proceeding, that sentencing must comply with current law. Otherwise, the implications would be frightening. For example, a state could run a re-sentencing today in 2019 with a pre-Batson jury, with race-based jury strikes. That can't be right. And the second path, set out in question 2, is for this Court to simply say that the Eddings violation in this case requires a remand to the trial court for sentencing and that the appellate court was wrong to perform that delicate task itself. This breaks no new ground. Indeed, this Court has, on five separate occasions since the 1982 Eddings decision, ordered resentencing for Eddings violations. Both paths get McKinney to the same destination, but they are separate. Question 2 is limited to the small universe of Eddings violations and how to fix them. And question 1, by contrast, is about when sentencing proceedings lose their finality and are reopened. I'm fine waiving the rest of my time if there are questions.</text>",2019
490,2019.18-1109-t01,petitioner,Sonia Sotomayor,"You -- you have presumed that it would have to do Ring, but my colleague, Justice Kavanaugh, has raised a question of why not. Shouldn't we be letting that be aired below? Shouldn't we just reach the first question and leave the second open and let it be completely aired? I mean, there is at least one Arizona case, Styles, where the court, following Clemons, basically said it's only the appellate process that was at issue in the decision below; we can redo the appellate process without applying Ring and Hurst. I don't know if it would choose to do that again with new argument, but shouldn't we give it an opportunity to do that?","<speaker>Neal Kumar Katyal</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The State seeks to put James McKinney to death even though he's never once had a sentencing proceeding that complies with current law. There are two separate paths for McKinney to win. The path in question 1 argues that the Arizona Supreme Court reopened McKinney's sentencing proceeding. The Ninth Circuit had earlier granted a conditional writ of habeas corpus and gave the State the option of either imposing a life sentence or seeking the death penalty again. The State chose the latter, which required brand new state action in the form of new sentencing. The Arizona Supreme Court then did everything itself just as it had in 1996. That was wrong. This Court's decisions in Ring and Hurst require a jury sentencing. If McKinney were sentenced today, no one doubts he'd be entitled to a jury trial. The State claims this would open the floodgates. But McKinney is not seeking to use Ring retroactively as a sword to challenge his earlier proceedings. Rather, he's saying that when the State conducts a new proceeding, that sentencing must comply with current law. Otherwise, the implications would be frightening. For example, a state could run a re-sentencing today in 2019 with a pre-Batson jury, with race-based jury strikes. That can't be right. And the second path, set out in question 2, is for this Court to simply say that the Eddings violation in this case requires a remand to the trial court for sentencing and that the appellate court was wrong to perform that delicate task itself. This breaks no new ground. Indeed, this Court has, on five separate occasions since the 1982 Eddings decision, ordered resentencing for Eddings violations. Both paths get McKinney to the same destination, but they are separate. Question 2 is limited to the small universe of Eddings violations and how to fix them. And question 1, by contrast, is about when sentencing proceedings lose their finality and are reopened. I'm fine waiving the rest of my time if there are questions.</text>",2019
491,2019.18-1109-t01,petitioner,Sonia Sotomayor,"Well, that's your argument. I'm just saying, shouldn't we let the appellate court make that decision?","<speaker>Neal Kumar Katyal</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The State seeks to put James McKinney to death even though he's never once had a sentencing proceeding that complies with current law. There are two separate paths for McKinney to win. The path in question 1 argues that the Arizona Supreme Court reopened McKinney's sentencing proceeding. The Ninth Circuit had earlier granted a conditional writ of habeas corpus and gave the State the option of either imposing a life sentence or seeking the death penalty again. The State chose the latter, which required brand new state action in the form of new sentencing. The Arizona Supreme Court then did everything itself just as it had in 1996. That was wrong. This Court's decisions in Ring and Hurst require a jury sentencing. If McKinney were sentenced today, no one doubts he'd be entitled to a jury trial. The State claims this would open the floodgates. But McKinney is not seeking to use Ring retroactively as a sword to challenge his earlier proceedings. Rather, he's saying that when the State conducts a new proceeding, that sentencing must comply with current law. Otherwise, the implications would be frightening. For example, a state could run a re-sentencing today in 2019 with a pre-Batson jury, with race-based jury strikes. That can't be right. And the second path, set out in question 2, is for this Court to simply say that the Eddings violation in this case requires a remand to the trial court for sentencing and that the appellate court was wrong to perform that delicate task itself. This breaks no new ground. Indeed, this Court has, on five separate occasions since the 1982 Eddings decision, ordered resentencing for Eddings violations. Both paths get McKinney to the same destination, but they are separate. Question 2 is limited to the small universe of Eddings violations and how to fix them. And question 1, by contrast, is about when sentencing proceedings lose their finality and are reopened. I'm fine waiving the rest of my time if there are questions.</text>",2019
492,2019.18-1109-t01,petitioner,Sonia Sotomayor,"That it was a new proceeding. So now shouldn't we remand it for them to decide what new law they apply, if any? Or what law --","<speaker>Neal Kumar Katyal</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The State seeks to put James McKinney to death even though he's never once had a sentencing proceeding that complies with current law. There are two separate paths for McKinney to win. The path in question 1 argues that the Arizona Supreme Court reopened McKinney's sentencing proceeding. The Ninth Circuit had earlier granted a conditional writ of habeas corpus and gave the State the option of either imposing a life sentence or seeking the death penalty again. The State chose the latter, which required brand new state action in the form of new sentencing. The Arizona Supreme Court then did everything itself just as it had in 1996. That was wrong. This Court's decisions in Ring and Hurst require a jury sentencing. If McKinney were sentenced today, no one doubts he'd be entitled to a jury trial. The State claims this would open the floodgates. But McKinney is not seeking to use Ring retroactively as a sword to challenge his earlier proceedings. Rather, he's saying that when the State conducts a new proceeding, that sentencing must comply with current law. Otherwise, the implications would be frightening. For example, a state could run a re-sentencing today in 2019 with a pre-Batson jury, with race-based jury strikes. That can't be right. And the second path, set out in question 2, is for this Court to simply say that the Eddings violation in this case requires a remand to the trial court for sentencing and that the appellate court was wrong to perform that delicate task itself. This breaks no new ground. Indeed, this Court has, on five separate occasions since the 1982 Eddings decision, ordered resentencing for Eddings violations. Both paths get McKinney to the same destination, but they are separate. Question 2 is limited to the small universe of Eddings violations and how to fix them. And question 1, by contrast, is about when sentencing proceedings lose their finality and are reopened. I'm fine waiving the rest of my time if there are questions.</text>",2019
493,2019.18-1109-t01,petitioner,Sonia Sotomayor,"But they decided the question on a narrow ground that this was not a new procedure. If we disavow them -- that this was not a reopening. If we disavow their belief of that, then shouldn't we get an answer to the question they left open?","<speaker>Neal Kumar Katyal</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The State seeks to put James McKinney to death even though he's never once had a sentencing proceeding that complies with current law. There are two separate paths for McKinney to win. The path in question 1 argues that the Arizona Supreme Court reopened McKinney's sentencing proceeding. The Ninth Circuit had earlier granted a conditional writ of habeas corpus and gave the State the option of either imposing a life sentence or seeking the death penalty again. The State chose the latter, which required brand new state action in the form of new sentencing. The Arizona Supreme Court then did everything itself just as it had in 1996. That was wrong. This Court's decisions in Ring and Hurst require a jury sentencing. If McKinney were sentenced today, no one doubts he'd be entitled to a jury trial. The State claims this would open the floodgates. But McKinney is not seeking to use Ring retroactively as a sword to challenge his earlier proceedings. Rather, he's saying that when the State conducts a new proceeding, that sentencing must comply with current law. Otherwise, the implications would be frightening. For example, a state could run a re-sentencing today in 2019 with a pre-Batson jury, with race-based jury strikes. That can't be right. And the second path, set out in question 2, is for this Court to simply say that the Eddings violation in this case requires a remand to the trial court for sentencing and that the appellate court was wrong to perform that delicate task itself. This breaks no new ground. Indeed, this Court has, on five separate occasions since the 1982 Eddings decision, ordered resentencing for Eddings violations. Both paths get McKinney to the same destination, but they are separate. Question 2 is limited to the small universe of Eddings violations and how to fix them. And question 1, by contrast, is about when sentencing proceedings lose their finality and are reopened. I'm fine waiving the rest of my time if there are questions.</text>",2019
494,2019.18-1109-t01,petitioner,"Samuel A. Alito, Jr.","Well, at what stage of the -- of the direct appeal was there an error according to the Ninth Circuit?","<speaker>Neal Kumar Katyal</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The State seeks to put James McKinney to death even though he's never once had a sentencing proceeding that complies with current law. There are two separate paths for McKinney to win. The path in question 1 argues that the Arizona Supreme Court reopened McKinney's sentencing proceeding. The Ninth Circuit had earlier granted a conditional writ of habeas corpus and gave the State the option of either imposing a life sentence or seeking the death penalty again. The State chose the latter, which required brand new state action in the form of new sentencing. The Arizona Supreme Court then did everything itself just as it had in 1996. That was wrong. This Court's decisions in Ring and Hurst require a jury sentencing. If McKinney were sentenced today, no one doubts he'd be entitled to a jury trial. The State claims this would open the floodgates. But McKinney is not seeking to use Ring retroactively as a sword to challenge his earlier proceedings. Rather, he's saying that when the State conducts a new proceeding, that sentencing must comply with current law. Otherwise, the implications would be frightening. For example, a state could run a re-sentencing today in 2019 with a pre-Batson jury, with race-based jury strikes. That can't be right. And the second path, set out in question 2, is for this Court to simply say that the Eddings violation in this case requires a remand to the trial court for sentencing and that the appellate court was wrong to perform that delicate task itself. This breaks no new ground. Indeed, this Court has, on five separate occasions since the 1982 Eddings decision, ordered resentencing for Eddings violations. Both paths get McKinney to the same destination, but they are separate. Question 2 is limited to the small universe of Eddings violations and how to fix them. And question 1, by contrast, is about when sentencing proceedings lose their finality and are reopened. I'm fine waiving the rest of my time if there are questions.</text>",2019
495,2019.18-1109-t01,petitioner,"Samuel A. Alito, Jr.",-- was it not? So wasn't the error identified by the Ninth Circuit an error committed by the Arizona Supreme Court?,"<speaker>Neal Kumar Katyal</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The State seeks to put James McKinney to death even though he's never once had a sentencing proceeding that complies with current law. There are two separate paths for McKinney to win. The path in question 1 argues that the Arizona Supreme Court reopened McKinney's sentencing proceeding. The Ninth Circuit had earlier granted a conditional writ of habeas corpus and gave the State the option of either imposing a life sentence or seeking the death penalty again. The State chose the latter, which required brand new state action in the form of new sentencing. The Arizona Supreme Court then did everything itself just as it had in 1996. That was wrong. This Court's decisions in Ring and Hurst require a jury sentencing. If McKinney were sentenced today, no one doubts he'd be entitled to a jury trial. The State claims this would open the floodgates. But McKinney is not seeking to use Ring retroactively as a sword to challenge his earlier proceedings. Rather, he's saying that when the State conducts a new proceeding, that sentencing must comply with current law. Otherwise, the implications would be frightening. For example, a state could run a re-sentencing today in 2019 with a pre-Batson jury, with race-based jury strikes. That can't be right. And the second path, set out in question 2, is for this Court to simply say that the Eddings violation in this case requires a remand to the trial court for sentencing and that the appellate court was wrong to perform that delicate task itself. This breaks no new ground. Indeed, this Court has, on five separate occasions since the 1982 Eddings decision, ordered resentencing for Eddings violations. Both paths get McKinney to the same destination, but they are separate. Question 2 is limited to the small universe of Eddings violations and how to fix them. And question 1, by contrast, is about when sentencing proceedings lose their finality and are reopened. I'm fine waiving the rest of my time if there are questions.</text>",2019
496,2019.18-1109-t01,petitioner,"Samuel A. Alito, Jr.","All right. Well, I mean, put -- put aside these preservation issues, which we can sort out for -- for ourselves. If the Arizona Supreme Court in the decision on direct appeal had made it clear, if it did not already, but assuming that the Ninth Circuit majority was right, if they -- if they had made it clear that they were taking into account the mitigation evidence, irrespective of whether there was a causal connection with the commission of the offense, would there have been an error?","<speaker>Neal Kumar Katyal</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The State seeks to put James McKinney to death even though he's never once had a sentencing proceeding that complies with current law. There are two separate paths for McKinney to win. The path in question 1 argues that the Arizona Supreme Court reopened McKinney's sentencing proceeding. The Ninth Circuit had earlier granted a conditional writ of habeas corpus and gave the State the option of either imposing a life sentence or seeking the death penalty again. The State chose the latter, which required brand new state action in the form of new sentencing. The Arizona Supreme Court then did everything itself just as it had in 1996. That was wrong. This Court's decisions in Ring and Hurst require a jury sentencing. If McKinney were sentenced today, no one doubts he'd be entitled to a jury trial. The State claims this would open the floodgates. But McKinney is not seeking to use Ring retroactively as a sword to challenge his earlier proceedings. Rather, he's saying that when the State conducts a new proceeding, that sentencing must comply with current law. Otherwise, the implications would be frightening. For example, a state could run a re-sentencing today in 2019 with a pre-Batson jury, with race-based jury strikes. That can't be right. And the second path, set out in question 2, is for this Court to simply say that the Eddings violation in this case requires a remand to the trial court for sentencing and that the appellate court was wrong to perform that delicate task itself. This breaks no new ground. Indeed, this Court has, on five separate occasions since the 1982 Eddings decision, ordered resentencing for Eddings violations. Both paths get McKinney to the same destination, but they are separate. Question 2 is limited to the small universe of Eddings violations and how to fix them. And question 1, by contrast, is about when sentencing proceedings lose their finality and are reopened. I'm fine waiving the rest of my time if there are questions.</text>",2019
