Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year
17335,2010.09-329-t01,petitioner,Elena Kagan,"--what's the difference between going, okay, we will do the initial agreement, 10 percent to 20 percent; then we can always lower the rate without providing notice; we will go back down to 12 percent, and now you have a 12 percent rate. What's the difference between doing that and on the other hand doing what the card issuer said here, which is if you are delinquent, we have the discretion to go up to 20 percent, but you know, we could also go to 12?","<speaker>Seth P. Waxman</speaker><text>Mr. Chief Justice, and may it please the Court: The question presented is how to interpret a since-amended version of Regulation Z. In amicus briefs filed, solicited by the First Circuit and by this Court, the Federal Reserve Board has confirmed that it has long interpreted its regulation just as Chase Bank and the rest of the regulated credit card industry understood.</text>",2010
17336,2010.09-329-t01,petitioner,Sonia Sotomayor,"What's left of their arguments if we decide that the statute is ambiguous, the official staff commentary is ambiguous? What is left? Is Auer deference then required?","<speaker>Seth P. Waxman</speaker><text>Mr. Chief Justice, and may it please the Court: The question presented is how to interpret a since-amended version of Regulation Z. In amicus briefs filed, solicited by the First Circuit and by this Court, the Federal Reserve Board has confirmed that it has long interpreted its regulation just as Chase Bank and the rest of the regulated credit card industry understood.</text>",2010
17337,2010.09-329-t01,petitioner,Sonia Sotomayor,To the amicus brief at least? We can talk about whether the ANPRs or the unofficial commentaries are due deference. But what are we left with if we think there is ambiguity?,"<speaker>Seth P. Waxman</speaker><text>Mr. Chief Justice, and may it please the Court: The question presented is how to interpret a since-amended version of Regulation Z. In amicus briefs filed, solicited by the First Circuit and by this Court, the Federal Reserve Board has confirmed that it has long interpreted its regulation just as Chase Bank and the rest of the regulated credit card industry understood.</text>",2010
17338,2010.09-329-t01,petitioner,Sonia Sotomayor,So your case rises and falls on whether we believe that the statute is clear?,"<speaker>Seth P. Waxman</speaker><text>Mr. Chief Justice, and may it please the Court: The question presented is how to interpret a since-amended version of Regulation Z. In amicus briefs filed, solicited by the First Circuit and by this Court, the Federal Reserve Board has confirmed that it has long interpreted its regulation just as Chase Bank and the rest of the regulated credit card industry understood.</text>",2010
17339,2010.09-329-t01,petitioner,Sonia Sotomayor,That's a different question. You are claiming that the Board's regulation supersede whatever deference Auer would otherwise give to amicus briefs?,"<speaker>Seth P. Waxman</speaker><text>Mr. Chief Justice, and may it please the Court: The question presented is how to interpret a since-amended version of Regulation Z. In amicus briefs filed, solicited by the First Circuit and by this Court, the Federal Reserve Board has confirmed that it has long interpreted its regulation just as Chase Bank and the rest of the regulated credit card industry understood.</text>",2010
17340,2010.09-329-t01,petitioner,Elena Kagan,"Well, on the triggering event first. It's true that you might know your account balance, but it's also true that you might know whether you paid your bills on time. What's the difference?","<speaker>Seth P. Waxman</speaker><text>Mr. Chief Justice, and may it please the Court: The question presented is how to interpret a since-amended version of Regulation Z. In amicus briefs filed, solicited by the First Circuit and by this Court, the Federal Reserve Board has confirmed that it has long interpreted its regulation just as Chase Bank and the rest of the regulated credit card industry understood.</text>",2010
19548,2010.09-1156-t01,petitioner,"Samuel A. Alito, Jr.","Can there be some situations in which statistically significant evidence would not be necessary? For example, suppose some very distinguished physicians concluded based on clinical trials that there was a connection between a drug and a very serious side effect. Could that establish materiality?","<speaker>Jonathan Hacker</speaker><text>Mr. Chief Justice, and may it please the Court: All drug companies receive on an almost daily basis anecdotal hearsay reports about alleged adverse health events following the use of their products. Those incident reports do not themselves establish any reliable facts about the drug's performance or its safety, especially where, as here, there are only a handful of reports out of millions of products sold over a 4-year period, and--</text>",2010
19549,2010.09-1156-t01,petitioner,Sonia Sotomayor,"But wait a minute. These weren't psychics. These were 3 clinical doctors in this area, one of them you knew poised to go to a society meeting to make this allegation. Doesn't it make a difference who the reports are coming from and what the substance of those reports may do to your product?","<speaker>Jonathan Hacker</speaker><text>Mr. Chief Justice, and may it please the Court: All drug companies receive on an almost daily basis anecdotal hearsay reports about alleged adverse health events following the use of their products. Those incident reports do not themselves establish any reliable facts about the drug's performance or its safety, especially where, as here, there are only a handful of reports out of millions of products sold over a 4-year period, and--</text>",2010
19550,2010.09-1156-t01,petitioner,Elena Kagan,"In most cases we don't know whether the claim is false or not. So let me give you a hypothetical. There's a pharmaceutical company and it comes out with its first and only product, it's 100 percent of the sales, and it's a new contact lens solution. And it sells this product to many, many, many hundreds of thousands of people. And most of them use this product with no adverse effect whatsoever, but there are ten cases where somebody uses this product and they go blind. Three of those ten cases, the person had to borrow a contact lens from a friend, only used it in one eye, they go blind only in that one eye. This is not statistically significant. There is no way that anybody would tell that you these ten cases are statistically significant. Would you stop using that product and would a reasonable investor want to know about those ten cases?","<speaker>Jonathan Hacker</speaker><text>Mr. Chief Justice, and may it please the Court: All drug companies receive on an almost daily basis anecdotal hearsay reports about alleged adverse health events following the use of their products. Those incident reports do not themselves establish any reliable facts about the drug's performance or its safety, especially where, as here, there are only a handful of reports out of millions of products sold over a 4-year period, and--</text>",2010
19551,2010.09-1156-t01,petitioner,Sonia Sotomayor,"Counsel, you got cert granted on a limited question, and the limited question was whether in a complaint that alleges only adverse reports can you prove materiality and scienter without proving statistical importance. That's the question presented. Justice Kagan started with the point that the FDA doesn't require that. It requires just reasonable evidence of a connection, not statistical. Many of the amici here have done a wonderful job of explaining why statistical importance can't be a measure because it depends on the nature of the study at issue. So given all of that -- and even in your brief, in a footnote, you answered the question by saying, no, we can't establish that rule as an absolute, because there are additional factors that could prove materiality and scienter. So you've already answered the question presented. Are we down to what Justice Scalia asked you, which is: We got a no to the question: Are the facts in this case enough? I don't know why we would have granted cert on that, but you presented a different question presented. Given the question presented, is the answer no? And if not, why not?","<speaker>Jonathan Hacker</speaker><text>Mr. Chief Justice, and may it please the Court: All drug companies receive on an almost daily basis anecdotal hearsay reports about alleged adverse health events following the use of their products. Those incident reports do not themselves establish any reliable facts about the drug's performance or its safety, especially where, as here, there are only a handful of reports out of millions of products sold over a 4-year period, and--</text>",2010
