Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year,label
20779,2022.22-148-t01,petitioner,Neil Gorsuch,Okay. And those are things that are grounded in the statute and its -- and its traditional interpretations?,"<speaker>Lisa S. Blatt</speaker><text>Mr. Chief Justice, and may it please the Court: This case involves a dog toy that copies Jack Daniel's trademark and trade dress and associates its whiskey with dog poop. After a four-day trial, the district court found both infringement and dilution. The Ninth Circuit erroneously reversed both holdings. As to infringement, the Ninth Circuit did not disturb the trial court's finding of likelihood of confusion. It instead reversed by applying an exception to the Lanham Act that the Second Circuit in Rogers versus Grimaldi invented for movie titles. Under Rogers, an expressive work is allowed to confuse as long as the use of a mark is artistically relevant and not explicitly misleading. But the Lanham Act has no exceptions for expressive works. It bars using marks for any goods when likely to cause confusion as to origin, sponsorship, or approval. Artistic relevance has nothing to do with confusion, and both implicit and explicit uses can confuse. Nor does constitutional avoidance justify Rogers. Rogers doesn't plausibly construe any text, and there are no First Amendment issues to avoid. Trademarks are ancient property rights that necessarily restrict speech to protect investment in goodwill and prevent consumer confusion, and parodies can be confusing. Now, as a practical matter, parodies won't confuse when differences in marks, markets, or message, typically ridicule, signal that the brand company didn't make the joke. But absent these features, pervasive copying and trading off a brand's goodwill tends to confuse. And survey results showing consumer confusion indicate that the parodist did too much copying and not enough distinguishing. As to dilution, the Ninth Circuit held that the exclusions for noncommercial use mean noncommercial speech. That holding renders neighboring exclusions superfluous, and it nullifies Congress's decision to limit the parody exclusion to uses other than as a designation of source. This Court should give noncommercial use its ordinary meaning, a use not involving the buying and selling of goods. I welcome your questions.</text>",2022,coherent
20780,2022.22-148-t01,petitioner,Sonia Sotomayor,So why did your complaint said -- say that you are the owner of all rights in Bad Spaniels' trademark and trade dress?,"<speaker>Lisa S. Blatt</speaker><text>Mr. Chief Justice, and may it please the Court: This case involves a dog toy that copies Jack Daniel's trademark and trade dress and associates its whiskey with dog poop. After a four-day trial, the district court found both infringement and dilution. The Ninth Circuit erroneously reversed both holdings. As to infringement, the Ninth Circuit did not disturb the trial court's finding of likelihood of confusion. It instead reversed by applying an exception to the Lanham Act that the Second Circuit in Rogers versus Grimaldi invented for movie titles. Under Rogers, an expressive work is allowed to confuse as long as the use of a mark is artistically relevant and not explicitly misleading. But the Lanham Act has no exceptions for expressive works. It bars using marks for any goods when likely to cause confusion as to origin, sponsorship, or approval. Artistic relevance has nothing to do with confusion, and both implicit and explicit uses can confuse. Nor does constitutional avoidance justify Rogers. Rogers doesn't plausibly construe any text, and there are no First Amendment issues to avoid. Trademarks are ancient property rights that necessarily restrict speech to protect investment in goodwill and prevent consumer confusion, and parodies can be confusing. Now, as a practical matter, parodies won't confuse when differences in marks, markets, or message, typically ridicule, signal that the brand company didn't make the joke. But absent these features, pervasive copying and trading off a brand's goodwill tends to confuse. And survey results showing consumer confusion indicate that the parodist did too much copying and not enough distinguishing. As to dilution, the Ninth Circuit held that the exclusions for noncommercial use mean noncommercial speech. That holding renders neighboring exclusions superfluous, and it nullifies Congress's decision to limit the parody exclusion to uses other than as a designation of source. This Court should give noncommercial use its ordinary meaning, a use not involving the buying and selling of goods. I welcome your questions.</text>",2022,incoherent
20781,2022.22-148-t01,petitioner,"Samuel A. Alito, Jr.","But some of your other toys are registered trademarks, aren't they? Doggie Walker is registered.","<speaker>Lisa S. Blatt</speaker><text>Mr. Chief Justice, and may it please the Court: This case involves a dog toy that copies Jack Daniel's trademark and trade dress and associates its whiskey with dog poop. After a four-day trial, the district court found both infringement and dilution. The Ninth Circuit erroneously reversed both holdings. As to infringement, the Ninth Circuit did not disturb the trial court's finding of likelihood of confusion. It instead reversed by applying an exception to the Lanham Act that the Second Circuit in Rogers versus Grimaldi invented for movie titles. Under Rogers, an expressive work is allowed to confuse as long as the use of a mark is artistically relevant and not explicitly misleading. But the Lanham Act has no exceptions for expressive works. It bars using marks for any goods when likely to cause confusion as to origin, sponsorship, or approval. Artistic relevance has nothing to do with confusion, and both implicit and explicit uses can confuse. Nor does constitutional avoidance justify Rogers. Rogers doesn't plausibly construe any text, and there are no First Amendment issues to avoid. Trademarks are ancient property rights that necessarily restrict speech to protect investment in goodwill and prevent consumer confusion, and parodies can be confusing. Now, as a practical matter, parodies won't confuse when differences in marks, markets, or message, typically ridicule, signal that the brand company didn't make the joke. But absent these features, pervasive copying and trading off a brand's goodwill tends to confuse. And survey results showing consumer confusion indicate that the parodist did too much copying and not enough distinguishing. As to dilution, the Ninth Circuit held that the exclusions for noncommercial use mean noncommercial speech. That holding renders neighboring exclusions superfluous, and it nullifies Congress's decision to limit the parody exclusion to uses other than as a designation of source. This Court should give noncommercial use its ordinary meaning, a use not involving the buying and selling of goods. I welcome your questions.</text>",2022,incoherent
20782,2022.22-148-t01,petitioner,"Samuel A. Alito, Jr.",Did you agree with the suggestion that the First Amendment does not protect speech that is misleading?,"<speaker>Lisa S. Blatt</speaker><text>Mr. Chief Justice, and may it please the Court: This case involves a dog toy that copies Jack Daniel's trademark and trade dress and associates its whiskey with dog poop. After a four-day trial, the district court found both infringement and dilution. The Ninth Circuit erroneously reversed both holdings. As to infringement, the Ninth Circuit did not disturb the trial court's finding of likelihood of confusion. It instead reversed by applying an exception to the Lanham Act that the Second Circuit in Rogers versus Grimaldi invented for movie titles. Under Rogers, an expressive work is allowed to confuse as long as the use of a mark is artistically relevant and not explicitly misleading. But the Lanham Act has no exceptions for expressive works. It bars using marks for any goods when likely to cause confusion as to origin, sponsorship, or approval. Artistic relevance has nothing to do with confusion, and both implicit and explicit uses can confuse. Nor does constitutional avoidance justify Rogers. Rogers doesn't plausibly construe any text, and there are no First Amendment issues to avoid. Trademarks are ancient property rights that necessarily restrict speech to protect investment in goodwill and prevent consumer confusion, and parodies can be confusing. Now, as a practical matter, parodies won't confuse when differences in marks, markets, or message, typically ridicule, signal that the brand company didn't make the joke. But absent these features, pervasive copying and trading off a brand's goodwill tends to confuse. And survey results showing consumer confusion indicate that the parodist did too much copying and not enough distinguishing. As to dilution, the Ninth Circuit held that the exclusions for noncommercial use mean noncommercial speech. That holding renders neighboring exclusions superfluous, and it nullifies Congress's decision to limit the parody exclusion to uses other than as a designation of source. This Court should give noncommercial use its ordinary meaning, a use not involving the buying and selling of goods. I welcome your questions.</text>",2022,coherent
20783,2022.22-148-t01,petitioner,"Samuel A. Alito, Jr.","And the Court held that it -- it protects speech that is demonstrably false in -- in Alvarez, didn't it?","<speaker>Lisa S. Blatt</speaker><text>Mr. Chief Justice, and may it please the Court: This case involves a dog toy that copies Jack Daniel's trademark and trade dress and associates its whiskey with dog poop. After a four-day trial, the district court found both infringement and dilution. The Ninth Circuit erroneously reversed both holdings. As to infringement, the Ninth Circuit did not disturb the trial court's finding of likelihood of confusion. It instead reversed by applying an exception to the Lanham Act that the Second Circuit in Rogers versus Grimaldi invented for movie titles. Under Rogers, an expressive work is allowed to confuse as long as the use of a mark is artistically relevant and not explicitly misleading. But the Lanham Act has no exceptions for expressive works. It bars using marks for any goods when likely to cause confusion as to origin, sponsorship, or approval. Artistic relevance has nothing to do with confusion, and both implicit and explicit uses can confuse. Nor does constitutional avoidance justify Rogers. Rogers doesn't plausibly construe any text, and there are no First Amendment issues to avoid. Trademarks are ancient property rights that necessarily restrict speech to protect investment in goodwill and prevent consumer confusion, and parodies can be confusing. Now, as a practical matter, parodies won't confuse when differences in marks, markets, or message, typically ridicule, signal that the brand company didn't make the joke. But absent these features, pervasive copying and trading off a brand's goodwill tends to confuse. And survey results showing consumer confusion indicate that the parodist did too much copying and not enough distinguishing. As to dilution, the Ninth Circuit held that the exclusions for noncommercial use mean noncommercial speech. That holding renders neighboring exclusions superfluous, and it nullifies Congress's decision to limit the parody exclusion to uses other than as a designation of source. This Court should give noncommercial use its ordinary meaning, a use not involving the buying and selling of goods. I welcome your questions.</text>",2022,incoherent
20784,2022.22-148-t01,petitioner,Ketanji Brown Jackson,"So why isn't that the threshold test? Why -- why don't we just ask that at the beginning of all of this? With respect to any argument about trademark in this way, why don't we ask, would a customer, you know, mistakenly believe that this thing came from Jack Daniel's, was sponsored by Jack Daniel's? Why do we need a Rogers test that is importing, you know, these other kinds of criteria that don't seem to be grounded directly in -- in -- in the statute?","<speaker>Lisa S. Blatt</speaker><text>Mr. Chief Justice, and may it please the Court: This case involves a dog toy that copies Jack Daniel's trademark and trade dress and associates its whiskey with dog poop. After a four-day trial, the district court found both infringement and dilution. The Ninth Circuit erroneously reversed both holdings. As to infringement, the Ninth Circuit did not disturb the trial court's finding of likelihood of confusion. It instead reversed by applying an exception to the Lanham Act that the Second Circuit in Rogers versus Grimaldi invented for movie titles. Under Rogers, an expressive work is allowed to confuse as long as the use of a mark is artistically relevant and not explicitly misleading. But the Lanham Act has no exceptions for expressive works. It bars using marks for any goods when likely to cause confusion as to origin, sponsorship, or approval. Artistic relevance has nothing to do with confusion, and both implicit and explicit uses can confuse. Nor does constitutional avoidance justify Rogers. Rogers doesn't plausibly construe any text, and there are no First Amendment issues to avoid. Trademarks are ancient property rights that necessarily restrict speech to protect investment in goodwill and prevent consumer confusion, and parodies can be confusing. Now, as a practical matter, parodies won't confuse when differences in marks, markets, or message, typically ridicule, signal that the brand company didn't make the joke. But absent these features, pervasive copying and trading off a brand's goodwill tends to confuse. And survey results showing consumer confusion indicate that the parodist did too much copying and not enough distinguishing. As to dilution, the Ninth Circuit held that the exclusions for noncommercial use mean noncommercial speech. That holding renders neighboring exclusions superfluous, and it nullifies Congress's decision to limit the parody exclusion to uses other than as a designation of source. This Court should give noncommercial use its ordinary meaning, a use not involving the buying and selling of goods. I welcome your questions.</text>",2022,coherent
20785,2022.22-148-t01,petitioner,Ketanji Brown Jackson,"Exactly. I'm just saying, so why isn't that the question at the beginning?","<speaker>Lisa S. Blatt</speaker><text>Mr. Chief Justice, and may it please the Court: This case involves a dog toy that copies Jack Daniel's trademark and trade dress and associates its whiskey with dog poop. After a four-day trial, the district court found both infringement and dilution. The Ninth Circuit erroneously reversed both holdings. As to infringement, the Ninth Circuit did not disturb the trial court's finding of likelihood of confusion. It instead reversed by applying an exception to the Lanham Act that the Second Circuit in Rogers versus Grimaldi invented for movie titles. Under Rogers, an expressive work is allowed to confuse as long as the use of a mark is artistically relevant and not explicitly misleading. But the Lanham Act has no exceptions for expressive works. It bars using marks for any goods when likely to cause confusion as to origin, sponsorship, or approval. Artistic relevance has nothing to do with confusion, and both implicit and explicit uses can confuse. Nor does constitutional avoidance justify Rogers. Rogers doesn't plausibly construe any text, and there are no First Amendment issues to avoid. Trademarks are ancient property rights that necessarily restrict speech to protect investment in goodwill and prevent consumer confusion, and parodies can be confusing. Now, as a practical matter, parodies won't confuse when differences in marks, markets, or message, typically ridicule, signal that the brand company didn't make the joke. But absent these features, pervasive copying and trading off a brand's goodwill tends to confuse. And survey results showing consumer confusion indicate that the parodist did too much copying and not enough distinguishing. As to dilution, the Ninth Circuit held that the exclusions for noncommercial use mean noncommercial speech. That holding renders neighboring exclusions superfluous, and it nullifies Congress's decision to limit the parody exclusion to uses other than as a designation of source. This Court should give noncommercial use its ordinary meaning, a use not involving the buying and selling of goods. I welcome your questions.</text>",2022,incoherent
20786,2022.22-148-t01,petitioner,Neil Gorsuch,"Well, what if -- what if -- what if -- what if we did remand this case, as the Solicitor General suggests, and say we're not sure where this Rogers thing comes from, but we do think that the district court may not have given adequate weight to the fact that this is a parody and the proximity and the -- and the differences in the label in its analysis? Would -- would -- would you have any objection to that?","<speaker>Lisa S. Blatt</speaker><text>Mr. Chief Justice, and may it please the Court: This case involves a dog toy that copies Jack Daniel's trademark and trade dress and associates its whiskey with dog poop. After a four-day trial, the district court found both infringement and dilution. The Ninth Circuit erroneously reversed both holdings. As to infringement, the Ninth Circuit did not disturb the trial court's finding of likelihood of confusion. It instead reversed by applying an exception to the Lanham Act that the Second Circuit in Rogers versus Grimaldi invented for movie titles. Under Rogers, an expressive work is allowed to confuse as long as the use of a mark is artistically relevant and not explicitly misleading. But the Lanham Act has no exceptions for expressive works. It bars using marks for any goods when likely to cause confusion as to origin, sponsorship, or approval. Artistic relevance has nothing to do with confusion, and both implicit and explicit uses can confuse. Nor does constitutional avoidance justify Rogers. Rogers doesn't plausibly construe any text, and there are no First Amendment issues to avoid. Trademarks are ancient property rights that necessarily restrict speech to protect investment in goodwill and prevent consumer confusion, and parodies can be confusing. Now, as a practical matter, parodies won't confuse when differences in marks, markets, or message, typically ridicule, signal that the brand company didn't make the joke. But absent these features, pervasive copying and trading off a brand's goodwill tends to confuse. And survey results showing consumer confusion indicate that the parodist did too much copying and not enough distinguishing. As to dilution, the Ninth Circuit held that the exclusions for noncommercial use mean noncommercial speech. That holding renders neighboring exclusions superfluous, and it nullifies Congress's decision to limit the parody exclusion to uses other than as a designation of source. This Court should give noncommercial use its ordinary meaning, a use not involving the buying and selling of goods. I welcome your questions.</text>",2022,coherent
20787,2022.22-148-t01,petitioner,Elena Kagan,"You're using this, as your complaint says, as your registration on the other products say, as the placement of your hangtag says, you're using it as a source identifier. It seems like just not a First Amendment Rogers kind of case, and the First Amendment Rogers kind of case, I think what this argument suggests is, those are hard questions. Why -- why don't you -- why -- I guess the question is, why aren't you leagues from Rogers?","<speaker>Lisa S. Blatt</speaker><text>Mr. Chief Justice, and may it please the Court: This case involves a dog toy that copies Jack Daniel's trademark and trade dress and associates its whiskey with dog poop. After a four-day trial, the district court found both infringement and dilution. The Ninth Circuit erroneously reversed both holdings. As to infringement, the Ninth Circuit did not disturb the trial court's finding of likelihood of confusion. It instead reversed by applying an exception to the Lanham Act that the Second Circuit in Rogers versus Grimaldi invented for movie titles. Under Rogers, an expressive work is allowed to confuse as long as the use of a mark is artistically relevant and not explicitly misleading. But the Lanham Act has no exceptions for expressive works. It bars using marks for any goods when likely to cause confusion as to origin, sponsorship, or approval. Artistic relevance has nothing to do with confusion, and both implicit and explicit uses can confuse. Nor does constitutional avoidance justify Rogers. Rogers doesn't plausibly construe any text, and there are no First Amendment issues to avoid. Trademarks are ancient property rights that necessarily restrict speech to protect investment in goodwill and prevent consumer confusion, and parodies can be confusing. Now, as a practical matter, parodies won't confuse when differences in marks, markets, or message, typically ridicule, signal that the brand company didn't make the joke. But absent these features, pervasive copying and trading off a brand's goodwill tends to confuse. And survey results showing consumer confusion indicate that the parodist did too much copying and not enough distinguishing. As to dilution, the Ninth Circuit held that the exclusions for noncommercial use mean noncommercial speech. That holding renders neighboring exclusions superfluous, and it nullifies Congress's decision to limit the parody exclusion to uses other than as a designation of source. This Court should give noncommercial use its ordinary meaning, a use not involving the buying and selling of goods. I welcome your questions.</text>",2022,coherent
20788,2022.22-148-t01,petitioner,Ketanji Brown Jackson,"Would you object if Jack Daniel's was doing that to a test that would say, when you were sued -- I mean, if -- if VIP was doing that, to a test that would say is this item being used as a source identifier for this product in a way that would confuse people into thinking that Jack Daniel's was actually sponsoring or it was made by Jack Daniel's or whatever? Would you object to that being really the primary question that is being asked?","<speaker>Lisa S. Blatt</speaker><text>Mr. Chief Justice, and may it please the Court: This case involves a dog toy that copies Jack Daniel's trademark and trade dress and associates its whiskey with dog poop. After a four-day trial, the district court found both infringement and dilution. The Ninth Circuit erroneously reversed both holdings. As to infringement, the Ninth Circuit did not disturb the trial court's finding of likelihood of confusion. It instead reversed by applying an exception to the Lanham Act that the Second Circuit in Rogers versus Grimaldi invented for movie titles. Under Rogers, an expressive work is allowed to confuse as long as the use of a mark is artistically relevant and not explicitly misleading. But the Lanham Act has no exceptions for expressive works. It bars using marks for any goods when likely to cause confusion as to origin, sponsorship, or approval. Artistic relevance has nothing to do with confusion, and both implicit and explicit uses can confuse. Nor does constitutional avoidance justify Rogers. Rogers doesn't plausibly construe any text, and there are no First Amendment issues to avoid. Trademarks are ancient property rights that necessarily restrict speech to protect investment in goodwill and prevent consumer confusion, and parodies can be confusing. Now, as a practical matter, parodies won't confuse when differences in marks, markets, or message, typically ridicule, signal that the brand company didn't make the joke. But absent these features, pervasive copying and trading off a brand's goodwill tends to confuse. And survey results showing consumer confusion indicate that the parodist did too much copying and not enough distinguishing. As to dilution, the Ninth Circuit held that the exclusions for noncommercial use mean noncommercial speech. That holding renders neighboring exclusions superfluous, and it nullifies Congress's decision to limit the parody exclusion to uses other than as a designation of source. This Court should give noncommercial use its ordinary meaning, a use not involving the buying and selling of goods. I welcome your questions.</text>",2022,coherent
