Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year,label
20509,2019.18-1116-t01,petitioner,"John G. Roberts, Jr.","Mr. Verrilli, I -- I think you were about to push back on -- on Justice Kavanaugh's assertion that people don't read these. Do you have any -- any -- is there any reason for us to assume the opposite of what I gather is a common personal experience?","<speaker>Donald B. Verrilli, Jr.</speaker><text>Mr. Chief Justice, and may it please the Court: Section 1113(2) of ERISA requires that claims for breach of fiduciary duty be brought within three years of when the plaintiff first had actual knowledge of the breach. In 2015, the Respondent, Sulyma, sued, claiming that his retirement plans imprudently overinvested in hedge funds and commodities. But more than three years before that suit was filed, Sulyma received plan disclosures that apprised him of the precise investment allocations he later claimed were imprudent. The Ninth Circuit held that those disclosures would not trigger the three-year bar because Sulyma testified that he had not read them and Intel, therefore, had not established that he had subjective awareness of what was disclosed. The Ninth Circuit was wrong to read the statute to require proof of subjective awareness. Under Section 1113(2), plan participants have actual knowledge of facts that are actually given to them in mandatory ERISA disclosures. That reading respects ERISA's text and the statutory emphasis on -- the structural emphasis in the statute on robust disclosure by plan fiduciaries and private policing by plan participants. The Ninth Circuit's reading upends that balance. It effectively doubles from three to six years the period in which plaintiffs can exploit hindsight bias to second-guess investments, even when plans have fully disclosed the basis for those investments, and it introduces arbitrariness and intractable proof problems. Now one way to bring the correct interpretation of Section 1 -- 1113(2) into focus is by considering the provision as it was originally enacted in 1974, and that's reproduced at pages 38 and 39 of the Blue Brief. The original statute provided that the three-year limitations period would be triggered either when a plaintiff had actual knowledge of the breach or when the plan filed with the Department of Labor a report that included facts from which a participant could reasonably learn of the facts of the breach. Now, if you read the statute in the way that the Ninth Circuit read it, it doesn't make any sense as it was originally enacted because the three-year period would be triggered in a situation in which the plan disclosed to the Department of Labor the facts that establish the breach but not when the -- when the plan disclosed to the plan participants themselves in mandatory disclosures the very same facts that would trigger it if provided to the Department of Labor. That just doesn't make any sense of the statute. Our reading, in contrast, makes perfect sense of the statute. And if I could, I -- I will start with the text and -- and, I think, try to take a minute and explain why we've got a perfectly reasonable linguistic understanding of Section 1113(2). And it's this: A plaintiff has actual knowledge of facts actually provided to him in mandatory disclosures because, when the plaintiff receives the disclosure, he has, in the word of the statute's past tense ""had,"" but he has in his possession a body -- the body of knowledge contained in the disclosures. He possesses that knowledge. And that's the knowledge he actually has.</text>",2019,incoherent
20510,2019.18-1116-t01,petitioner,Elena Kagan,"But, Mr. Verrilli, what role does willful blindness play in your argument? Are you claiming that anybody who doesn't read these documents is being willfully blind?","<speaker>Donald B. Verrilli, Jr.</speaker><text>Mr. Chief Justice, and may it please the Court: Section 1113(2) of ERISA requires that claims for breach of fiduciary duty be brought within three years of when the plaintiff first had actual knowledge of the breach. In 2015, the Respondent, Sulyma, sued, claiming that his retirement plans imprudently overinvested in hedge funds and commodities. But more than three years before that suit was filed, Sulyma received plan disclosures that apprised him of the precise investment allocations he later claimed were imprudent. The Ninth Circuit held that those disclosures would not trigger the three-year bar because Sulyma testified that he had not read them and Intel, therefore, had not established that he had subjective awareness of what was disclosed. The Ninth Circuit was wrong to read the statute to require proof of subjective awareness. Under Section 1113(2), plan participants have actual knowledge of facts that are actually given to them in mandatory ERISA disclosures. That reading respects ERISA's text and the statutory emphasis on -- the structural emphasis in the statute on robust disclosure by plan fiduciaries and private policing by plan participants. The Ninth Circuit's reading upends that balance. It effectively doubles from three to six years the period in which plaintiffs can exploit hindsight bias to second-guess investments, even when plans have fully disclosed the basis for those investments, and it introduces arbitrariness and intractable proof problems. Now one way to bring the correct interpretation of Section 1 -- 1113(2) into focus is by considering the provision as it was originally enacted in 1974, and that's reproduced at pages 38 and 39 of the Blue Brief. The original statute provided that the three-year limitations period would be triggered either when a plaintiff had actual knowledge of the breach or when the plan filed with the Department of Labor a report that included facts from which a participant could reasonably learn of the facts of the breach. Now, if you read the statute in the way that the Ninth Circuit read it, it doesn't make any sense as it was originally enacted because the three-year period would be triggered in a situation in which the plan disclosed to the Department of Labor the facts that establish the breach but not when the -- when the plan disclosed to the plan participants themselves in mandatory disclosures the very same facts that would trigger it if provided to the Department of Labor. That just doesn't make any sense of the statute. Our reading, in contrast, makes perfect sense of the statute. And if I could, I -- I will start with the text and -- and, I think, try to take a minute and explain why we've got a perfectly reasonable linguistic understanding of Section 1113(2). And it's this: A plaintiff has actual knowledge of facts actually provided to him in mandatory disclosures because, when the plaintiff receives the disclosure, he has, in the word of the statute's past tense ""had,"" but he has in his possession a body -- the body of knowledge contained in the disclosures. He possesses that knowledge. And that's the knowledge he actually has.</text>",2019,incoherent
20511,2019.18-1116-t01,petitioner,Elena Kagan,Or is there a different argument that you're making?,"<speaker>Donald B. Verrilli, Jr.</speaker><text>Mr. Chief Justice, and may it please the Court: Section 1113(2) of ERISA requires that claims for breach of fiduciary duty be brought within three years of when the plaintiff first had actual knowledge of the breach. In 2015, the Respondent, Sulyma, sued, claiming that his retirement plans imprudently overinvested in hedge funds and commodities. But more than three years before that suit was filed, Sulyma received plan disclosures that apprised him of the precise investment allocations he later claimed were imprudent. The Ninth Circuit held that those disclosures would not trigger the three-year bar because Sulyma testified that he had not read them and Intel, therefore, had not established that he had subjective awareness of what was disclosed. The Ninth Circuit was wrong to read the statute to require proof of subjective awareness. Under Section 1113(2), plan participants have actual knowledge of facts that are actually given to them in mandatory ERISA disclosures. That reading respects ERISA's text and the statutory emphasis on -- the structural emphasis in the statute on robust disclosure by plan fiduciaries and private policing by plan participants. The Ninth Circuit's reading upends that balance. It effectively doubles from three to six years the period in which plaintiffs can exploit hindsight bias to second-guess investments, even when plans have fully disclosed the basis for those investments, and it introduces arbitrariness and intractable proof problems. Now one way to bring the correct interpretation of Section 1 -- 1113(2) into focus is by considering the provision as it was originally enacted in 1974, and that's reproduced at pages 38 and 39 of the Blue Brief. The original statute provided that the three-year limitations period would be triggered either when a plaintiff had actual knowledge of the breach or when the plan filed with the Department of Labor a report that included facts from which a participant could reasonably learn of the facts of the breach. Now, if you read the statute in the way that the Ninth Circuit read it, it doesn't make any sense as it was originally enacted because the three-year period would be triggered in a situation in which the plan disclosed to the Department of Labor the facts that establish the breach but not when the -- when the plan disclosed to the plan participants themselves in mandatory disclosures the very same facts that would trigger it if provided to the Department of Labor. That just doesn't make any sense of the statute. Our reading, in contrast, makes perfect sense of the statute. And if I could, I -- I will start with the text and -- and, I think, try to take a minute and explain why we've got a perfectly reasonable linguistic understanding of Section 1113(2). And it's this: A plaintiff has actual knowledge of facts actually provided to him in mandatory disclosures because, when the plaintiff receives the disclosure, he has, in the word of the statute's past tense ""had,"" but he has in his possession a body -- the body of knowledge contained in the disclosures. He possesses that knowledge. And that's the knowledge he actually has.</text>",2019,incoherent
20512,2019.18-1116-t01,petitioner,"Samuel A. Alito, Jr.",Does an entity like your client have the ability to determine whether someone to whom one of these emails with the link is sent has opened up the link?,"<speaker>Donald B. Verrilli, Jr.</speaker><text>Mr. Chief Justice, and may it please the Court: Section 1113(2) of ERISA requires that claims for breach of fiduciary duty be brought within three years of when the plaintiff first had actual knowledge of the breach. In 2015, the Respondent, Sulyma, sued, claiming that his retirement plans imprudently overinvested in hedge funds and commodities. But more than three years before that suit was filed, Sulyma received plan disclosures that apprised him of the precise investment allocations he later claimed were imprudent. The Ninth Circuit held that those disclosures would not trigger the three-year bar because Sulyma testified that he had not read them and Intel, therefore, had not established that he had subjective awareness of what was disclosed. The Ninth Circuit was wrong to read the statute to require proof of subjective awareness. Under Section 1113(2), plan participants have actual knowledge of facts that are actually given to them in mandatory ERISA disclosures. That reading respects ERISA's text and the statutory emphasis on -- the structural emphasis in the statute on robust disclosure by plan fiduciaries and private policing by plan participants. The Ninth Circuit's reading upends that balance. It effectively doubles from three to six years the period in which plaintiffs can exploit hindsight bias to second-guess investments, even when plans have fully disclosed the basis for those investments, and it introduces arbitrariness and intractable proof problems. Now one way to bring the correct interpretation of Section 1 -- 1113(2) into focus is by considering the provision as it was originally enacted in 1974, and that's reproduced at pages 38 and 39 of the Blue Brief. The original statute provided that the three-year limitations period would be triggered either when a plaintiff had actual knowledge of the breach or when the plan filed with the Department of Labor a report that included facts from which a participant could reasonably learn of the facts of the breach. Now, if you read the statute in the way that the Ninth Circuit read it, it doesn't make any sense as it was originally enacted because the three-year period would be triggered in a situation in which the plan disclosed to the Department of Labor the facts that establish the breach but not when the -- when the plan disclosed to the plan participants themselves in mandatory disclosures the very same facts that would trigger it if provided to the Department of Labor. That just doesn't make any sense of the statute. Our reading, in contrast, makes perfect sense of the statute. And if I could, I -- I will start with the text and -- and, I think, try to take a minute and explain why we've got a perfectly reasonable linguistic understanding of Section 1113(2). And it's this: A plaintiff has actual knowledge of facts actually provided to him in mandatory disclosures because, when the plaintiff receives the disclosure, he has, in the word of the statute's past tense ""had,"" but he has in his possession a body -- the body of knowledge contained in the disclosures. He possesses that knowledge. And that's the knowledge he actually has.</text>",2019,incoherent
20513,2019.18-1116-t01,petitioner,"Samuel A. Alito, Jr.","But you could do that, certainly Intel would have the ability to do that, wouldn't it?","<speaker>Donald B. Verrilli, Jr.</speaker><text>Mr. Chief Justice, and may it please the Court: Section 1113(2) of ERISA requires that claims for breach of fiduciary duty be brought within three years of when the plaintiff first had actual knowledge of the breach. In 2015, the Respondent, Sulyma, sued, claiming that his retirement plans imprudently overinvested in hedge funds and commodities. But more than three years before that suit was filed, Sulyma received plan disclosures that apprised him of the precise investment allocations he later claimed were imprudent. The Ninth Circuit held that those disclosures would not trigger the three-year bar because Sulyma testified that he had not read them and Intel, therefore, had not established that he had subjective awareness of what was disclosed. The Ninth Circuit was wrong to read the statute to require proof of subjective awareness. Under Section 1113(2), plan participants have actual knowledge of facts that are actually given to them in mandatory ERISA disclosures. That reading respects ERISA's text and the statutory emphasis on -- the structural emphasis in the statute on robust disclosure by plan fiduciaries and private policing by plan participants. The Ninth Circuit's reading upends that balance. It effectively doubles from three to six years the period in which plaintiffs can exploit hindsight bias to second-guess investments, even when plans have fully disclosed the basis for those investments, and it introduces arbitrariness and intractable proof problems. Now one way to bring the correct interpretation of Section 1 -- 1113(2) into focus is by considering the provision as it was originally enacted in 1974, and that's reproduced at pages 38 and 39 of the Blue Brief. The original statute provided that the three-year limitations period would be triggered either when a plaintiff had actual knowledge of the breach or when the plan filed with the Department of Labor a report that included facts from which a participant could reasonably learn of the facts of the breach. Now, if you read the statute in the way that the Ninth Circuit read it, it doesn't make any sense as it was originally enacted because the three-year period would be triggered in a situation in which the plan disclosed to the Department of Labor the facts that establish the breach but not when the -- when the plan disclosed to the plan participants themselves in mandatory disclosures the very same facts that would trigger it if provided to the Department of Labor. That just doesn't make any sense of the statute. Our reading, in contrast, makes perfect sense of the statute. And if I could, I -- I will start with the text and -- and, I think, try to take a minute and explain why we've got a perfectly reasonable linguistic understanding of Section 1113(2). And it's this: A plaintiff has actual knowledge of facts actually provided to him in mandatory disclosures because, when the plaintiff receives the disclosure, he has, in the word of the statute's past tense ""had,"" but he has in his possession a body -- the body of knowledge contained in the disclosures. He possesses that knowledge. And that's the knowledge he actually has.</text>",2019,Incoherent
20514,2019.18-1116-t01,petitioner,Brett M. Kavanaugh,"-- way -- sorry -- why isn't the way to think about this that, as you say, this is an unusual provision, and you make a lot of strong policy arguments, but, for whatever reason, in the amendment of the statute, it just came out in -- as actual knowledge, and it's an unusual statute, but we stick to the words of the statute, and Congress can, of course, fix it to bring it in line with the other constructive knowledge statutes if Congress so chooses, but we shouldn't rewrite it ourselves. What -- what's wrong with thinking about this that way?","<speaker>Donald B. Verrilli, Jr.</speaker><text>Mr. Chief Justice, and may it please the Court: Section 1113(2) of ERISA requires that claims for breach of fiduciary duty be brought within three years of when the plaintiff first had actual knowledge of the breach. In 2015, the Respondent, Sulyma, sued, claiming that his retirement plans imprudently overinvested in hedge funds and commodities. But more than three years before that suit was filed, Sulyma received plan disclosures that apprised him of the precise investment allocations he later claimed were imprudent. The Ninth Circuit held that those disclosures would not trigger the three-year bar because Sulyma testified that he had not read them and Intel, therefore, had not established that he had subjective awareness of what was disclosed. The Ninth Circuit was wrong to read the statute to require proof of subjective awareness. Under Section 1113(2), plan participants have actual knowledge of facts that are actually given to them in mandatory ERISA disclosures. That reading respects ERISA's text and the statutory emphasis on -- the structural emphasis in the statute on robust disclosure by plan fiduciaries and private policing by plan participants. The Ninth Circuit's reading upends that balance. It effectively doubles from three to six years the period in which plaintiffs can exploit hindsight bias to second-guess investments, even when plans have fully disclosed the basis for those investments, and it introduces arbitrariness and intractable proof problems. Now one way to bring the correct interpretation of Section 1 -- 1113(2) into focus is by considering the provision as it was originally enacted in 1974, and that's reproduced at pages 38 and 39 of the Blue Brief. The original statute provided that the three-year limitations period would be triggered either when a plaintiff had actual knowledge of the breach or when the plan filed with the Department of Labor a report that included facts from which a participant could reasonably learn of the facts of the breach. Now, if you read the statute in the way that the Ninth Circuit read it, it doesn't make any sense as it was originally enacted because the three-year period would be triggered in a situation in which the plan disclosed to the Department of Labor the facts that establish the breach but not when the -- when the plan disclosed to the plan participants themselves in mandatory disclosures the very same facts that would trigger it if provided to the Department of Labor. That just doesn't make any sense of the statute. Our reading, in contrast, makes perfect sense of the statute. And if I could, I -- I will start with the text and -- and, I think, try to take a minute and explain why we've got a perfectly reasonable linguistic understanding of Section 1113(2). And it's this: A plaintiff has actual knowledge of facts actually provided to him in mandatory disclosures because, when the plaintiff receives the disclosure, he has, in the word of the statute's past tense ""had,"" but he has in his possession a body -- the body of knowledge contained in the disclosures. He possesses that knowledge. And that's the knowledge he actually has.</text>",2019,coherent
20515,2019.18-1116-t01,petitioner,Sonia Sotomayor,"It is difficult to imagine a half dozen out of 98, 99 district courts as establishing a firm pattern, but put that aside. You were -- not you, but I think whoever handled this case below -- was asked whether a comatose person who received an email with this plan disclosure, would that person have actual knowledge? Could you answer that question? And let's put aside the comatose person. Is there an obligation on plan participants to actually open emails?","<speaker>Donald B. Verrilli, Jr.</speaker><text>Mr. Chief Justice, and may it please the Court: Section 1113(2) of ERISA requires that claims for breach of fiduciary duty be brought within three years of when the plaintiff first had actual knowledge of the breach. In 2015, the Respondent, Sulyma, sued, claiming that his retirement plans imprudently overinvested in hedge funds and commodities. But more than three years before that suit was filed, Sulyma received plan disclosures that apprised him of the precise investment allocations he later claimed were imprudent. The Ninth Circuit held that those disclosures would not trigger the three-year bar because Sulyma testified that he had not read them and Intel, therefore, had not established that he had subjective awareness of what was disclosed. The Ninth Circuit was wrong to read the statute to require proof of subjective awareness. Under Section 1113(2), plan participants have actual knowledge of facts that are actually given to them in mandatory ERISA disclosures. That reading respects ERISA's text and the statutory emphasis on -- the structural emphasis in the statute on robust disclosure by plan fiduciaries and private policing by plan participants. The Ninth Circuit's reading upends that balance. It effectively doubles from three to six years the period in which plaintiffs can exploit hindsight bias to second-guess investments, even when plans have fully disclosed the basis for those investments, and it introduces arbitrariness and intractable proof problems. Now one way to bring the correct interpretation of Section 1 -- 1113(2) into focus is by considering the provision as it was originally enacted in 1974, and that's reproduced at pages 38 and 39 of the Blue Brief. The original statute provided that the three-year limitations period would be triggered either when a plaintiff had actual knowledge of the breach or when the plan filed with the Department of Labor a report that included facts from which a participant could reasonably learn of the facts of the breach. Now, if you read the statute in the way that the Ninth Circuit read it, it doesn't make any sense as it was originally enacted because the three-year period would be triggered in a situation in which the plan disclosed to the Department of Labor the facts that establish the breach but not when the -- when the plan disclosed to the plan participants themselves in mandatory disclosures the very same facts that would trigger it if provided to the Department of Labor. That just doesn't make any sense of the statute. Our reading, in contrast, makes perfect sense of the statute. And if I could, I -- I will start with the text and -- and, I think, try to take a minute and explain why we've got a perfectly reasonable linguistic understanding of Section 1113(2). And it's this: A plaintiff has actual knowledge of facts actually provided to him in mandatory disclosures because, when the plaintiff receives the disclosure, he has, in the word of the statute's past tense ""had,"" but he has in his possession a body -- the body of knowledge contained in the disclosures. He possesses that knowledge. And that's the knowledge he actually has.</text>",2019,coherent
20516,2019.18-1116-t01,petitioner,Sonia Sotomayor,"So how -- I know plenty of people who never open emails or only open emails from certain individuals or in certain situations. So, under your theory of the case, those people, the knowledge is imputed merely because they received the email?","<speaker>Donald B. Verrilli, Jr.</speaker><text>Mr. Chief Justice, and may it please the Court: Section 1113(2) of ERISA requires that claims for breach of fiduciary duty be brought within three years of when the plaintiff first had actual knowledge of the breach. In 2015, the Respondent, Sulyma, sued, claiming that his retirement plans imprudently overinvested in hedge funds and commodities. But more than three years before that suit was filed, Sulyma received plan disclosures that apprised him of the precise investment allocations he later claimed were imprudent. The Ninth Circuit held that those disclosures would not trigger the three-year bar because Sulyma testified that he had not read them and Intel, therefore, had not established that he had subjective awareness of what was disclosed. The Ninth Circuit was wrong to read the statute to require proof of subjective awareness. Under Section 1113(2), plan participants have actual knowledge of facts that are actually given to them in mandatory ERISA disclosures. That reading respects ERISA's text and the statutory emphasis on -- the structural emphasis in the statute on robust disclosure by plan fiduciaries and private policing by plan participants. The Ninth Circuit's reading upends that balance. It effectively doubles from three to six years the period in which plaintiffs can exploit hindsight bias to second-guess investments, even when plans have fully disclosed the basis for those investments, and it introduces arbitrariness and intractable proof problems. Now one way to bring the correct interpretation of Section 1 -- 1113(2) into focus is by considering the provision as it was originally enacted in 1974, and that's reproduced at pages 38 and 39 of the Blue Brief. The original statute provided that the three-year limitations period would be triggered either when a plaintiff had actual knowledge of the breach or when the plan filed with the Department of Labor a report that included facts from which a participant could reasonably learn of the facts of the breach. Now, if you read the statute in the way that the Ninth Circuit read it, it doesn't make any sense as it was originally enacted because the three-year period would be triggered in a situation in which the plan disclosed to the Department of Labor the facts that establish the breach but not when the -- when the plan disclosed to the plan participants themselves in mandatory disclosures the very same facts that would trigger it if provided to the Department of Labor. That just doesn't make any sense of the statute. Our reading, in contrast, makes perfect sense of the statute. And if I could, I -- I will start with the text and -- and, I think, try to take a minute and explain why we've got a perfectly reasonable linguistic understanding of Section 1113(2). And it's this: A plaintiff has actual knowledge of facts actually provided to him in mandatory disclosures because, when the plaintiff receives the disclosure, he has, in the word of the statute's past tense ""had,"" but he has in his possession a body -- the body of knowledge contained in the disclosures. He possesses that knowledge. And that's the knowledge he actually has.</text>",2019,Coherent
20517,2019.18-1116-t01,petitioner,Sonia Sotomayor,"How about -- how about handling it through the language of the statute, actual knowledge? That person doesn't have actual knowledge.","<speaker>Donald B. Verrilli, Jr.</speaker><text>Mr. Chief Justice, and may it please the Court: Section 1113(2) of ERISA requires that claims for breach of fiduciary duty be brought within three years of when the plaintiff first had actual knowledge of the breach. In 2015, the Respondent, Sulyma, sued, claiming that his retirement plans imprudently overinvested in hedge funds and commodities. But more than three years before that suit was filed, Sulyma received plan disclosures that apprised him of the precise investment allocations he later claimed were imprudent. The Ninth Circuit held that those disclosures would not trigger the three-year bar because Sulyma testified that he had not read them and Intel, therefore, had not established that he had subjective awareness of what was disclosed. The Ninth Circuit was wrong to read the statute to require proof of subjective awareness. Under Section 1113(2), plan participants have actual knowledge of facts that are actually given to them in mandatory ERISA disclosures. That reading respects ERISA's text and the statutory emphasis on -- the structural emphasis in the statute on robust disclosure by plan fiduciaries and private policing by plan participants. The Ninth Circuit's reading upends that balance. It effectively doubles from three to six years the period in which plaintiffs can exploit hindsight bias to second-guess investments, even when plans have fully disclosed the basis for those investments, and it introduces arbitrariness and intractable proof problems. Now one way to bring the correct interpretation of Section 1 -- 1113(2) into focus is by considering the provision as it was originally enacted in 1974, and that's reproduced at pages 38 and 39 of the Blue Brief. The original statute provided that the three-year limitations period would be triggered either when a plaintiff had actual knowledge of the breach or when the plan filed with the Department of Labor a report that included facts from which a participant could reasonably learn of the facts of the breach. Now, if you read the statute in the way that the Ninth Circuit read it, it doesn't make any sense as it was originally enacted because the three-year period would be triggered in a situation in which the plan disclosed to the Department of Labor the facts that establish the breach but not when the -- when the plan disclosed to the plan participants themselves in mandatory disclosures the very same facts that would trigger it if provided to the Department of Labor. That just doesn't make any sense of the statute. Our reading, in contrast, makes perfect sense of the statute. And if I could, I -- I will start with the text and -- and, I think, try to take a minute and explain why we've got a perfectly reasonable linguistic understanding of Section 1113(2). And it's this: A plaintiff has actual knowledge of facts actually provided to him in mandatory disclosures because, when the plaintiff receives the disclosure, he has, in the word of the statute's past tense ""had,"" but he has in his possession a body -- the body of knowledge contained in the disclosures. He possesses that knowledge. And that's the knowledge he actually has.</text>",2019,coherent
20518,2019.18-1116-t01,petitioner,Neil Gorsuch,"Mr. Verrilli, we have -- we have consistent application. We have a backstop of six years, as Justice Ginsburg's pointed out. And these are very good policy arguments for maybe making that shorter, but those aren't our -- that's not our province. That belongs across the street. So I guess I'm wondering, what -- what cut do these policy arguments have? You're not suggesting that an irrational Congress -- only an irrational Congress could -- could come up with a scheme in which six years is the backstop, such that it's -- you know, it would be beyond the pale to imagine a Congress --","<speaker>Donald B. Verrilli, Jr.</speaker><text>Mr. Chief Justice, and may it please the Court: Section 1113(2) of ERISA requires that claims for breach of fiduciary duty be brought within three years of when the plaintiff first had actual knowledge of the breach. In 2015, the Respondent, Sulyma, sued, claiming that his retirement plans imprudently overinvested in hedge funds and commodities. But more than three years before that suit was filed, Sulyma received plan disclosures that apprised him of the precise investment allocations he later claimed were imprudent. The Ninth Circuit held that those disclosures would not trigger the three-year bar because Sulyma testified that he had not read them and Intel, therefore, had not established that he had subjective awareness of what was disclosed. The Ninth Circuit was wrong to read the statute to require proof of subjective awareness. Under Section 1113(2), plan participants have actual knowledge of facts that are actually given to them in mandatory ERISA disclosures. That reading respects ERISA's text and the statutory emphasis on -- the structural emphasis in the statute on robust disclosure by plan fiduciaries and private policing by plan participants. The Ninth Circuit's reading upends that balance. It effectively doubles from three to six years the period in which plaintiffs can exploit hindsight bias to second-guess investments, even when plans have fully disclosed the basis for those investments, and it introduces arbitrariness and intractable proof problems. Now one way to bring the correct interpretation of Section 1 -- 1113(2) into focus is by considering the provision as it was originally enacted in 1974, and that's reproduced at pages 38 and 39 of the Blue Brief. The original statute provided that the three-year limitations period would be triggered either when a plaintiff had actual knowledge of the breach or when the plan filed with the Department of Labor a report that included facts from which a participant could reasonably learn of the facts of the breach. Now, if you read the statute in the way that the Ninth Circuit read it, it doesn't make any sense as it was originally enacted because the three-year period would be triggered in a situation in which the plan disclosed to the Department of Labor the facts that establish the breach but not when the -- when the plan disclosed to the plan participants themselves in mandatory disclosures the very same facts that would trigger it if provided to the Department of Labor. That just doesn't make any sense of the statute. Our reading, in contrast, makes perfect sense of the statute. And if I could, I -- I will start with the text and -- and, I think, try to take a minute and explain why we've got a perfectly reasonable linguistic understanding of Section 1113(2). And it's this: A plaintiff has actual knowledge of facts actually provided to him in mandatory disclosures because, when the plaintiff receives the disclosure, he has, in the word of the statute's past tense ""had,"" but he has in his possession a body -- the body of knowledge contained in the disclosures. He possesses that knowledge. And that's the knowledge he actually has.</text>",2019,coherent
