Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year,label
17393,2023.22-842-t01,petitioner,Ketanji Brown Jackson," That if she was coercing  --coercing them under these circumstances, it was retaliation?","<speaker>David D. Cole</speaker><text> Mr. Chief Justice, and may it please the Court:  Government officials are free to urge people not to support political groups they oppose. What they cannot do is use their regulatory might to add ""or else"" to that request. Respondent Vullo did just that. Not content to rely on the force of her ideas, she abused the coercive power of her office. In February 2018, she told Lloyd's, the insurance underwriter, that she'd go easy on its unrelated insurance viol ations if it aided her campaign to weaken the NRA by halting all business with the group. Lloyd's agreed. Six weeks later, she issued guidance letters and a press release directing the thousands of banks and insurance companies that she directly oversees to cut off their ties with  the NRA not because of any alleged illegality but because they promote guns. In the accompanying press release, Vullo's boss and co-defendant, Governor Andrew Cuomo, said he directed Vullo to issue the  guidance because doing business with the NRA ""sends the wrong message.""  Shortly thereafter,  Vullo extracted legally binding consent orders from the NRA's three principal insurance providers, barring them from ever providing affinity insurance to the group ever again, no matter how lawfully they do so. These actions worked as multiple financial institutions refused to do business with the NRA, citing Vullo's threats. This was not about enforcing insurance law or mere government speech. It was a campaign by the state's highest political officials to use their power to coerce a boycott of a political advocacy organization because they disagreed with its advocacy. Governor Cuomo essentially conceded as much in two tweets responding to this lawsuit in which he said, and I quote, ""The regulations New York put in place are working. We're forcing  the NRA into financial jeopardy. We won't stop until we shut them down. It's time to put the gun lobby out of business. Hashtag, Bankrupt the NRA.""  At the motion to dismiss stage, the only question is whether these allegations, taken as a whole, plausibly plead a First  Amendment claim. Because Vullo chose coercion over persuasion, they do. I welcome the Court's questions.</text>",2023,coherent
17394,2023.22-842-t01,petitioner,Ketanji Brown Jackson," But that's at the summary judgment stage, right?  I mean, that's not a --","<speaker>David D. Cole</speaker><text> Mr. Chief Justice, and may it please the Court:  Government officials are free to urge people not to support political groups they oppose. What they cannot do is use their regulatory might to add ""or else"" to that request. Respondent Vullo did just that. Not content to rely on the force of her ideas, she abused the coercive power of her office. In February 2018, she told Lloyd's, the insurance underwriter, that she'd go easy on its unrelated insurance viol ations if it aided her campaign to weaken the NRA by halting all business with the group. Lloyd's agreed. Six weeks later, she issued guidance letters and a press release directing the thousands of banks and insurance companies that she directly oversees to cut off their ties with  the NRA not because of any alleged illegality but because they promote guns. In the accompanying press release, Vullo's boss and co-defendant, Governor Andrew Cuomo, said he directed Vullo to issue the  guidance because doing business with the NRA ""sends the wrong message.""  Shortly thereafter,  Vullo extracted legally binding consent orders from the NRA's three principal insurance providers, barring them from ever providing affinity insurance to the group ever again, no matter how lawfully they do so. These actions worked as multiple financial institutions refused to do business with the NRA, citing Vullo's threats. This was not about enforcing insurance law or mere government speech. It was a campaign by the state's highest political officials to use their power to coerce a boycott of a political advocacy organization because they disagreed with its advocacy. Governor Cuomo essentially conceded as much in two tweets responding to this lawsuit in which he said, and I quote, ""The regulations New York put in place are working. We're forcing  the NRA into financial jeopardy. We won't stop until we shut them down. It's time to put the gun lobby out of business. Hashtag, Bankrupt the NRA.""  At the motion to dismiss stage, the only question is whether these allegations, taken as a whole, plausibly plead a First  Amendment claim. Because Vullo chose coercion over persuasion, they do. I welcome the Court's questions.</text>",2023,coherent
17395,2023.22-842-t01,petitioner,Sonia Sotomayor, And what does that have to do with the NRA and cutting ties with it?,"<speaker>David D. Cole</speaker><text> Mr. Chief Justice, and may it please the Court:  Government officials are free to urge people not to support political groups they oppose. What they cannot do is use their regulatory might to add ""or else"" to that request. Respondent Vullo did just that. Not content to rely on the force of her ideas, she abused the coercive power of her office. In February 2018, she told Lloyd's, the insurance underwriter, that she'd go easy on its unrelated insurance viol ations if it aided her campaign to weaken the NRA by halting all business with the group. Lloyd's agreed. Six weeks later, she issued guidance letters and a press release directing the thousands of banks and insurance companies that she directly oversees to cut off their ties with  the NRA not because of any alleged illegality but because they promote guns. In the accompanying press release, Vullo's boss and co-defendant, Governor Andrew Cuomo, said he directed Vullo to issue the  guidance because doing business with the NRA ""sends the wrong message.""  Shortly thereafter,  Vullo extracted legally binding consent orders from the NRA's three principal insurance providers, barring them from ever providing affinity insurance to the group ever again, no matter how lawfully they do so. These actions worked as multiple financial institutions refused to do business with the NRA, citing Vullo's threats. This was not about enforcing insurance law or mere government speech. It was a campaign by the state's highest political officials to use their power to coerce a boycott of a political advocacy organization because they disagreed with its advocacy. Governor Cuomo essentially conceded as much in two tweets responding to this lawsuit in which he said, and I quote, ""The regulations New York put in place are working. We're forcing  the NRA into financial jeopardy. We won't stop until we shut them down. It's time to put the gun lobby out of business. Hashtag, Bankrupt the NRA.""  At the motion to dismiss stage, the only question is whether these allegations, taken as a whole, plausibly plead a First  Amendment claim. Because Vullo chose coercion over persuasion, they do. I welcome the Court's questions.</text>",2023,incoherent
17396,2023.22-842-t01,petitioner,Sonia Sotomayor, But what made it illegal for  -- NRA didn't have to or it could offer its products to someone else?  Just -- that's where I'm confused.,"<speaker>David D. Cole</speaker><text> Mr. Chief Justice, and may it please the Court:  Government officials are free to urge people not to support political groups they oppose. What they cannot do is use their regulatory might to add ""or else"" to that request. Respondent Vullo did just that. Not content to rely on the force of her ideas, she abused the coercive power of her office. In February 2018, she told Lloyd's, the insurance underwriter, that she'd go easy on its unrelated insurance viol ations if it aided her campaign to weaken the NRA by halting all business with the group. Lloyd's agreed. Six weeks later, she issued guidance letters and a press release directing the thousands of banks and insurance companies that she directly oversees to cut off their ties with  the NRA not because of any alleged illegality but because they promote guns. In the accompanying press release, Vullo's boss and co-defendant, Governor Andrew Cuomo, said he directed Vullo to issue the  guidance because doing business with the NRA ""sends the wrong message.""  Shortly thereafter,  Vullo extracted legally binding consent orders from the NRA's three principal insurance providers, barring them from ever providing affinity insurance to the group ever again, no matter how lawfully they do so. These actions worked as multiple financial institutions refused to do business with the NRA, citing Vullo's threats. This was not about enforcing insurance law or mere government speech. It was a campaign by the state's highest political officials to use their power to coerce a boycott of a political advocacy organization because they disagreed with its advocacy. Governor Cuomo essentially conceded as much in two tweets responding to this lawsuit in which he said, and I quote, ""The regulations New York put in place are working. We're forcing  the NRA into financial jeopardy. We won't stop until we shut them down. It's time to put the gun lobby out of business. Hashtag, Bankrupt the NRA.""  At the motion to dismiss stage, the only question is whether these allegations, taken as a whole, plausibly plead a First  Amendment claim. Because Vullo chose coercion over persuasion, they do. I welcome the Court's questions.</text>",2023,coherent
17397,2023.22-842-t01,petitioner,Sonia Sotomayor," Yeah. All right. Then stop. And why are the other program  -- insurance carriers that are  -- have these similar policies, the New York State Bar Association, all the other people who have similar policies, why are they different?","<speaker>David D. Cole</speaker><text> Mr. Chief Justice, and may it please the Court:  Government officials are free to urge people not to support political groups they oppose. What they cannot do is use their regulatory might to add ""or else"" to that request. Respondent Vullo did just that. Not content to rely on the force of her ideas, she abused the coercive power of her office. In February 2018, she told Lloyd's, the insurance underwriter, that she'd go easy on its unrelated insurance viol ations if it aided her campaign to weaken the NRA by halting all business with the group. Lloyd's agreed. Six weeks later, she issued guidance letters and a press release directing the thousands of banks and insurance companies that she directly oversees to cut off their ties with  the NRA not because of any alleged illegality but because they promote guns. In the accompanying press release, Vullo's boss and co-defendant, Governor Andrew Cuomo, said he directed Vullo to issue the  guidance because doing business with the NRA ""sends the wrong message.""  Shortly thereafter,  Vullo extracted legally binding consent orders from the NRA's three principal insurance providers, barring them from ever providing affinity insurance to the group ever again, no matter how lawfully they do so. These actions worked as multiple financial institutions refused to do business with the NRA, citing Vullo's threats. This was not about enforcing insurance law or mere government speech. It was a campaign by the state's highest political officials to use their power to coerce a boycott of a political advocacy organization because they disagreed with its advocacy. Governor Cuomo essentially conceded as much in two tweets responding to this lawsuit in which he said, and I quote, ""The regulations New York put in place are working. We're forcing  the NRA into financial jeopardy. We won't stop until we shut them down. It's time to put the gun lobby out of business. Hashtag, Bankrupt the NRA.""  At the motion to dismiss stage, the only question is whether these allegations, taken as a whole, plausibly plead a First  Amendment claim. Because Vullo chose coercion over persuasion, they do. I welcome the Court's questions.</text>",2023,coherent
17398,2023.22-842-t01,petitioner,Neil Gorsuch," And  --and, Mr. Katyal, you're right, Twiqbal says you have to  look at the whole of the allegations to determine whether it's plausible or not, right?  So, here, doesn't that mean that we have to look all of the allegations in the complaint?","<speaker>David D. Cole</speaker><text> Mr. Chief Justice, and may it please the Court:  Government officials are free to urge people not to support political groups they oppose. What they cannot do is use their regulatory might to add ""or else"" to that request. Respondent Vullo did just that. Not content to rely on the force of her ideas, she abused the coercive power of her office. In February 2018, she told Lloyd's, the insurance underwriter, that she'd go easy on its unrelated insurance viol ations if it aided her campaign to weaken the NRA by halting all business with the group. Lloyd's agreed. Six weeks later, she issued guidance letters and a press release directing the thousands of banks and insurance companies that she directly oversees to cut off their ties with  the NRA not because of any alleged illegality but because they promote guns. In the accompanying press release, Vullo's boss and co-defendant, Governor Andrew Cuomo, said he directed Vullo to issue the  guidance because doing business with the NRA ""sends the wrong message.""  Shortly thereafter,  Vullo extracted legally binding consent orders from the NRA's three principal insurance providers, barring them from ever providing affinity insurance to the group ever again, no matter how lawfully they do so. These actions worked as multiple financial institutions refused to do business with the NRA, citing Vullo's threats. This was not about enforcing insurance law or mere government speech. It was a campaign by the state's highest political officials to use their power to coerce a boycott of a political advocacy organization because they disagreed with its advocacy. Governor Cuomo essentially conceded as much in two tweets responding to this lawsuit in which he said, and I quote, ""The regulations New York put in place are working. We're forcing  the NRA into financial jeopardy. We won't stop until we shut them down. It's time to put the gun lobby out of business. Hashtag, Bankrupt the NRA.""  At the motion to dismiss stage, the only question is whether these allegations, taken as a whole, plausibly plead a First  Amendment claim. Because Vullo chose coercion over persuasion, they do. I welcome the Court's questions.</text>",2023,incoherent
17399,2023.22-842-t01,petitioner,"John G. Roberts, Jr."," You're -- you're not suggesting -- I'm skipping back a few minutes. You're not suggesting that if, for example, after the initial conduct by Ms. Vullo and the reaction of the National Rifle Association, if she instructed her staff to go through these policies and find something, you know, that violates some regulation in there, that she could then defend against -- the basis of terminating all that, on the basis of those newly discovered violations?","<speaker>David D. Cole</speaker><text> Mr. Chief Justice, and may it please the Court:  Government officials are free to urge people not to support political groups they oppose. What they cannot do is use their regulatory might to add ""or else"" to that request. Respondent Vullo did just that. Not content to rely on the force of her ideas, she abused the coercive power of her office. In February 2018, she told Lloyd's, the insurance underwriter, that she'd go easy on its unrelated insurance viol ations if it aided her campaign to weaken the NRA by halting all business with the group. Lloyd's agreed. Six weeks later, she issued guidance letters and a press release directing the thousands of banks and insurance companies that she directly oversees to cut off their ties with  the NRA not because of any alleged illegality but because they promote guns. In the accompanying press release, Vullo's boss and co-defendant, Governor Andrew Cuomo, said he directed Vullo to issue the  guidance because doing business with the NRA ""sends the wrong message.""  Shortly thereafter,  Vullo extracted legally binding consent orders from the NRA's three principal insurance providers, barring them from ever providing affinity insurance to the group ever again, no matter how lawfully they do so. These actions worked as multiple financial institutions refused to do business with the NRA, citing Vullo's threats. This was not about enforcing insurance law or mere government speech. It was a campaign by the state's highest political officials to use their power to coerce a boycott of a political advocacy organization because they disagreed with its advocacy. Governor Cuomo essentially conceded as much in two tweets responding to this lawsuit in which he said, and I quote, ""The regulations New York put in place are working. We're forcing  the NRA into financial jeopardy. We won't stop until we shut them down. It's time to put the gun lobby out of business. Hashtag, Bankrupt the NRA.""  At the motion to dismiss stage, the only question is whether these allegations, taken as a whole, plausibly plead a First  Amendment claim. Because Vullo chose coercion over persuasion, they do. I welcome the Court's questions.</text>",2023,coherent
17400,2023.22-842-t01,petitioner,"Samuel A. Alito, Jr.", You say in your brief this case is not even close. Do you stand by that?,"<speaker>David D. Cole</speaker><text> Mr. Chief Justice, and may it please the Court:  Government officials are free to urge people not to support political groups they oppose. What they cannot do is use their regulatory might to add ""or else"" to that request. Respondent Vullo did just that. Not content to rely on the force of her ideas, she abused the coercive power of her office. In February 2018, she told Lloyd's, the insurance underwriter, that she'd go easy on its unrelated insurance viol ations if it aided her campaign to weaken the NRA by halting all business with the group. Lloyd's agreed. Six weeks later, she issued guidance letters and a press release directing the thousands of banks and insurance companies that she directly oversees to cut off their ties with  the NRA not because of any alleged illegality but because they promote guns. In the accompanying press release, Vullo's boss and co-defendant, Governor Andrew Cuomo, said he directed Vullo to issue the  guidance because doing business with the NRA ""sends the wrong message.""  Shortly thereafter,  Vullo extracted legally binding consent orders from the NRA's three principal insurance providers, barring them from ever providing affinity insurance to the group ever again, no matter how lawfully they do so. These actions worked as multiple financial institutions refused to do business with the NRA, citing Vullo's threats. This was not about enforcing insurance law or mere government speech. It was a campaign by the state's highest political officials to use their power to coerce a boycott of a political advocacy organization because they disagreed with its advocacy. Governor Cuomo essentially conceded as much in two tweets responding to this lawsuit in which he said, and I quote, ""The regulations New York put in place are working. We're forcing  the NRA into financial jeopardy. We won't stop until we shut them down. It's time to put the gun lobby out of business. Hashtag, Bankrupt the NRA.""  At the motion to dismiss stage, the only question is whether these allegations, taken as a whole, plausibly plead a First  Amendment claim. Because Vullo chose coercion over persuasion, they do. I welcome the Court's questions.</text>",2023,coherent
17401,2023.22-842-t01,petitioner,"John G. Roberts, Jr."," Justice Sotomayor?  Justice Kagan? Justice Gorsuch? Justice Kavanaugh? Justice Barrett? Justice Jackson? Okay. Thank you, counsel. Rebuttal, Mr. Cole?","<speaker>David D. Cole</speaker><text> Mr. Chief Justice, and may it please the Court:  Government officials are free to urge people not to support political groups they oppose. What they cannot do is use their regulatory might to add ""or else"" to that request. Respondent Vullo did just that. Not content to rely on the force of her ideas, she abused the coercive power of her office. In February 2018, she told Lloyd's, the insurance underwriter, that she'd go easy on its unrelated insurance viol ations if it aided her campaign to weaken the NRA by halting all business with the group. Lloyd's agreed. Six weeks later, she issued guidance letters and a press release directing the thousands of banks and insurance companies that she directly oversees to cut off their ties with  the NRA not because of any alleged illegality but because they promote guns. In the accompanying press release, Vullo's boss and co-defendant, Governor Andrew Cuomo, said he directed Vullo to issue the  guidance because doing business with the NRA ""sends the wrong message.""  Shortly thereafter,  Vullo extracted legally binding consent orders from the NRA's three principal insurance providers, barring them from ever providing affinity insurance to the group ever again, no matter how lawfully they do so. These actions worked as multiple financial institutions refused to do business with the NRA, citing Vullo's threats. This was not about enforcing insurance law or mere government speech. It was a campaign by the state's highest political officials to use their power to coerce a boycott of a political advocacy organization because they disagreed with its advocacy. Governor Cuomo essentially conceded as much in two tweets responding to this lawsuit in which he said, and I quote, ""The regulations New York put in place are working. We're forcing  the NRA into financial jeopardy. We won't stop until we shut them down. It's time to put the gun lobby out of business. Hashtag, Bankrupt the NRA.""  At the motion to dismiss stage, the only question is whether these allegations, taken as a whole, plausibly plead a First  Amendment claim. Because Vullo chose coercion over persuasion, they do. I welcome the Court's questions.</text>",2023,incoherent
17413,2023.22O141-t01,petitioner,Clarence Thomas," Mr. Liu, does the United States have a claim that's independent of the states'?","<speaker>Frederick Liu</speaker><text> Mr. Chief Justice, and may it please the Court:  A consent decree requires consent. The proposed consent decree in this case, however, would dispose of the United States' claims without its consent. The decree would impose obligations on the United States without its consent. And the decree would bind the United States to an interpretation of the R io Grande Compact that is contrary to the Compact itself. For each of those reasons, the proposed decree should be rejected. I want to emphasize why the United States is here today. The Compact apportions the water below Elephant Butte. The Compact does so by incorporating and protecting the delivery of water by the Rio Grande Project to Mexico and to two irrigation districts, one in New Mexico and the other in Texas. The United States intervened in this case to enforce the Compact's protection of the project. As New Mexico acknowledges, the Compact imposes on New Mexico a duty not to interfere with the Project's delivery of water. The United States claims that New Mexico is violating that duty by allowing too much groundwater pumping. Six years ago, this Court upheld the United States' right to pursue those Compact claims, recognizing that the United States has distinctively federal interests in protecting the supply and the allocation of Project water. Those distinctively federal interests are why the United States is still here today. In the United States' view, the proposed decree fails to address the groundwater pumping that precipitated this suit in the first place. Instead, the proposed decree would allow that pumping to continue at unsustainable levels, and it would not stop that pumping from taking water from the Project's beneficiaries, namely, the two irrigation districts and  -- and -- and Mexico. The proposed decree would thus fail to protect the Project or the Compact's apportionment, and that is why the United States could not give its consent to this proposed decree. I welcome the Court's questions.</text>",2023,coherent
