Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year,label
16858,2020.19-1039-t01,respondent,"John G. Roberts, Jr.","Putting aside your jurisdictional issue, Mr. Kneedler, a private party with a certificate under the Natural Gas Act, could they bring a condemnation action against federally owned land?","<speaker>Edwin S. Kneedler</speaker><text>I'm sorry. Mr. Chief Justice, and may it please the Court: Under the Natural Gas Act and this Court's decision in City of Tacoma, the courts below were without jurisdiction to resolve Respondents' statutory challenge to PennEast's exercise of the right of eminent domain. By contrast, the courts below were not precluded from resolving the state's contention that the Eleventh Amendment bars PennEast's condemnation actions, but there is no such Eleventh Amendment bar. This Court held in Kohl that the federal government's power of eminent domain is complete in itself and that no state can prescribe the manner in which it may be exercised. That power indisputably extends to state-owned property, and it has been established since before the founding that the sovereign's right of eminent domain includes the power to authorize private entities to exercise that right for roads, canals, and other infrastructure projects. The district court, therefore, may proceed with these actions to determine the amount of compensation that is owed to the state for this federally authorized taking of its property.</text>",2020,coherent
16859,2020.19-1039-t01,respondent,"John G. Roberts, Jr.","Your client wants this pipeline to be built. Why don't you just have a federal official join the action and then, you know, advise the court that -- that the federal government is proceeding along with PennEast?","<speaker>Edwin S. Kneedler</speaker><text>I'm sorry. Mr. Chief Justice, and may it please the Court: Under the Natural Gas Act and this Court's decision in City of Tacoma, the courts below were without jurisdiction to resolve Respondents' statutory challenge to PennEast's exercise of the right of eminent domain. By contrast, the courts below were not precluded from resolving the state's contention that the Eleventh Amendment bars PennEast's condemnation actions, but there is no such Eleventh Amendment bar. This Court held in Kohl that the federal government's power of eminent domain is complete in itself and that no state can prescribe the manner in which it may be exercised. That power indisputably extends to state-owned property, and it has been established since before the founding that the sovereign's right of eminent domain includes the power to authorize private entities to exercise that right for roads, canals, and other infrastructure projects. The district court, therefore, may proceed with these actions to determine the amount of compensation that is owed to the state for this federally authorized taking of its property.</text>",2020,coherent
16860,2020.19-1039-t01,respondent,Clarence Thomas,"Thank you, Mr. Chief Justice. Mr. Kneedler, the -- do you agree with Petitioner that they are somehow a limited-purpose federal actor or that they've been deputized by the U.S. to condemn property?","<speaker>Edwin S. Kneedler</speaker><text>I'm sorry. Mr. Chief Justice, and may it please the Court: Under the Natural Gas Act and this Court's decision in City of Tacoma, the courts below were without jurisdiction to resolve Respondents' statutory challenge to PennEast's exercise of the right of eminent domain. By contrast, the courts below were not precluded from resolving the state's contention that the Eleventh Amendment bars PennEast's condemnation actions, but there is no such Eleventh Amendment bar. This Court held in Kohl that the federal government's power of eminent domain is complete in itself and that no state can prescribe the manner in which it may be exercised. That power indisputably extends to state-owned property, and it has been established since before the founding that the sovereign's right of eminent domain includes the power to authorize private entities to exercise that right for roads, canals, and other infrastructure projects. The district court, therefore, may proceed with these actions to determine the amount of compensation that is owed to the state for this federally authorized taking of its property.</text>",2020,coherent
16861,2020.19-1039-t01,respondent,Clarence Thomas,"The -- would -- do you need a clear statement to -- in order to accomplish that, or do we just simply imply that?","<speaker>Edwin S. Kneedler</speaker><text>I'm sorry. Mr. Chief Justice, and may it please the Court: Under the Natural Gas Act and this Court's decision in City of Tacoma, the courts below were without jurisdiction to resolve Respondents' statutory challenge to PennEast's exercise of the right of eminent domain. By contrast, the courts below were not precluded from resolving the state's contention that the Eleventh Amendment bars PennEast's condemnation actions, but there is no such Eleventh Amendment bar. This Court held in Kohl that the federal government's power of eminent domain is complete in itself and that no state can prescribe the manner in which it may be exercised. That power indisputably extends to state-owned property, and it has been established since before the founding that the sovereign's right of eminent domain includes the power to authorize private entities to exercise that right for roads, canals, and other infrastructure projects. The district court, therefore, may proceed with these actions to determine the amount of compensation that is owed to the state for this federally authorized taking of its property.</text>",2020,incoherent
16862,2020.19-1039-t01,respondent,"Samuel A. Alito, Jr.",Do you agree that the condemnation actions here are really in rem proceedings that don't implicate sovereign immunity at all?,"<speaker>Edwin S. Kneedler</speaker><text>I'm sorry. Mr. Chief Justice, and may it please the Court: Under the Natural Gas Act and this Court's decision in City of Tacoma, the courts below were without jurisdiction to resolve Respondents' statutory challenge to PennEast's exercise of the right of eminent domain. By contrast, the courts below were not precluded from resolving the state's contention that the Eleventh Amendment bars PennEast's condemnation actions, but there is no such Eleventh Amendment bar. This Court held in Kohl that the federal government's power of eminent domain is complete in itself and that no state can prescribe the manner in which it may be exercised. That power indisputably extends to state-owned property, and it has been established since before the founding that the sovereign's right of eminent domain includes the power to authorize private entities to exercise that right for roads, canals, and other infrastructure projects. The district court, therefore, may proceed with these actions to determine the amount of compensation that is owed to the state for this federally authorized taking of its property.</text>",2020,coherent
16863,2020.19-1039-t01,respondent,Sonia Sotomayor,"I'd like to address your jurisdictional argument. It does seem strange to require a state to initiate litigation in one court of appeals, in D.C., in order to invoke sovereign immunity in another when it hasn't been sued yet, so there's no existing claim against it that it could raise a defense in. How does that make sense?","<speaker>Edwin S. Kneedler</speaker><text>I'm sorry. Mr. Chief Justice, and may it please the Court: Under the Natural Gas Act and this Court's decision in City of Tacoma, the courts below were without jurisdiction to resolve Respondents' statutory challenge to PennEast's exercise of the right of eminent domain. By contrast, the courts below were not precluded from resolving the state's contention that the Eleventh Amendment bars PennEast's condemnation actions, but there is no such Eleventh Amendment bar. This Court held in Kohl that the federal government's power of eminent domain is complete in itself and that no state can prescribe the manner in which it may be exercised. That power indisputably extends to state-owned property, and it has been established since before the founding that the sovereign's right of eminent domain includes the power to authorize private entities to exercise that right for roads, canals, and other infrastructure projects. The district court, therefore, may proceed with these actions to determine the amount of compensation that is owed to the state for this federally authorized taking of its property.</text>",2020,coherent
16864,2020.19-1039-t01,respondent,Sonia Sotomayor,"Well, isn't this -- I mean, instead of requiring a suit in -- in the D.C. Circuit to decide this issue, why couldn't you just -- why couldn't PennEast have just raised this as, I guess, collateral estoppel? Because that's really its argument, isn't it? That the delegation to PennEast could have and wasn't -- wasn't challenged in the D.C. Circuit, so it's collateral estoppel?","<speaker>Edwin S. Kneedler</speaker><text>I'm sorry. Mr. Chief Justice, and may it please the Court: Under the Natural Gas Act and this Court's decision in City of Tacoma, the courts below were without jurisdiction to resolve Respondents' statutory challenge to PennEast's exercise of the right of eminent domain. By contrast, the courts below were not precluded from resolving the state's contention that the Eleventh Amendment bars PennEast's condemnation actions, but there is no such Eleventh Amendment bar. This Court held in Kohl that the federal government's power of eminent domain is complete in itself and that no state can prescribe the manner in which it may be exercised. That power indisputably extends to state-owned property, and it has been established since before the founding that the sovereign's right of eminent domain includes the power to authorize private entities to exercise that right for roads, canals, and other infrastructure projects. The district court, therefore, may proceed with these actions to determine the amount of compensation that is owed to the state for this federally authorized taking of its property.</text>",2020,coherent
16865,2020.19-1039-t01,respondent,Elena Kagan,"Mr. Kneedler, suppose the federal government didn't like something about the way PennEast was conducting this litigation, whether it had to do with negotiating with New Jersey or with valuation decisions or anything else. If the U.S. didn't approve of something, could it do anything and, if so, what?","<speaker>Edwin S. Kneedler</speaker><text>I'm sorry. Mr. Chief Justice, and may it please the Court: Under the Natural Gas Act and this Court's decision in City of Tacoma, the courts below were without jurisdiction to resolve Respondents' statutory challenge to PennEast's exercise of the right of eminent domain. By contrast, the courts below were not precluded from resolving the state's contention that the Eleventh Amendment bars PennEast's condemnation actions, but there is no such Eleventh Amendment bar. This Court held in Kohl that the federal government's power of eminent domain is complete in itself and that no state can prescribe the manner in which it may be exercised. That power indisputably extends to state-owned property, and it has been established since before the founding that the sovereign's right of eminent domain includes the power to authorize private entities to exercise that right for roads, canals, and other infrastructure projects. The district court, therefore, may proceed with these actions to determine the amount of compensation that is owed to the state for this federally authorized taking of its property.</text>",2020,coherent
16866,2020.19-1039-t01,respondent,Neil Gorsuch,"So, Mr. Kneedler, I'd just like to return to the Eleventh Amendment itself, putting aside larger questions of structural or sovereign immunity. And we -- I discussed with Mr. Clement, you know, whether PennEast is a citizen of Delaware. That's one issue. And then the other is whether we have a suit in law and equity, and the in rem was -- was proffered as a way to get around that. But I'm not sure how that happens when this Court has said repeatedly, as far back as 1875 in Kohl versus United States, that a proceeding to take land and determine compensation is a proceeding in -- at common law, would seem to be a suit in law and equity, whatever else it is. So what -- what -- what's wrong with that? Why -- why -- why doesn't this fall within the plain text of the Eleventh Amendment itself?","<speaker>Edwin S. Kneedler</speaker><text>I'm sorry. Mr. Chief Justice, and may it please the Court: Under the Natural Gas Act and this Court's decision in City of Tacoma, the courts below were without jurisdiction to resolve Respondents' statutory challenge to PennEast's exercise of the right of eminent domain. By contrast, the courts below were not precluded from resolving the state's contention that the Eleventh Amendment bars PennEast's condemnation actions, but there is no such Eleventh Amendment bar. This Court held in Kohl that the federal government's power of eminent domain is complete in itself and that no state can prescribe the manner in which it may be exercised. That power indisputably extends to state-owned property, and it has been established since before the founding that the sovereign's right of eminent domain includes the power to authorize private entities to exercise that right for roads, canals, and other infrastructure projects. The district court, therefore, may proceed with these actions to determine the amount of compensation that is owed to the state for this federally authorized taking of its property.</text>",2020,coherent
16867,2020.19-1039-t01,respondent,Neil Gorsuch,"-- the state's the one entitled to compensation, right?","<speaker>Edwin S. Kneedler</speaker><text>I'm sorry. Mr. Chief Justice, and may it please the Court: Under the Natural Gas Act and this Court's decision in City of Tacoma, the courts below were without jurisdiction to resolve Respondents' statutory challenge to PennEast's exercise of the right of eminent domain. By contrast, the courts below were not precluded from resolving the state's contention that the Eleventh Amendment bars PennEast's condemnation actions, but there is no such Eleventh Amendment bar. This Court held in Kohl that the federal government's power of eminent domain is complete in itself and that no state can prescribe the manner in which it may be exercised. That power indisputably extends to state-owned property, and it has been established since before the founding that the sovereign's right of eminent domain includes the power to authorize private entities to exercise that right for roads, canals, and other infrastructure projects. The district court, therefore, may proceed with these actions to determine the amount of compensation that is owed to the state for this federally authorized taking of its property.</text>",2020,coherent
