Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year
19386,2012.11-889-t01,petitioner,Elena Kagan,"I'm really asking you to tell me what the Oklahoma board is going to do. I mean, why doesn't the Oklahoma board just say, you know, sorry, we like Oklahomans? Would that be all right?","<speaker>Charles A. Rothfeld</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: In the Red River Compact, Oklahoma agreed that Texas would be allowed to use a specified quantity of water that is located in Oklahoma. Oklahoma is now trying to back out of that bargain. What its argument to this Court in support of its position is essentially that the Court should disregard language that appears in the Red River Compact because that language is superfluous, that the Court should read into the Compact language that does not appear there, and that the Court should not give the text of the Compact what Oklahoma in its brief describes as talismanic significance. Our very different view is that the plain text of the Compact must control. Now, in the Red River Compact, Texas and Oklahoma, along with Louisiana and Arkansas, agreed to allocate among themselves the waters of the Red River Basin. The Compact divides that basin into large areas called reaches and subdivides the reaches into subbasins. As to some of those areas, the Compact expressly allocates entitlement to water by State line. It says that the States may use the water within their boundaries exclusively. But in the section of the Compact which is at issue here, Reach 2, Subbasin 5, the Compact uses a very different and unique language. That section -- that subbasin includes the territory of three of the four compacting States. The boundaries of that subbasin are drawn not by State lines, but by reference to the -- the last downside dam sites before tributaries to the Red River Basin -- Red River flow into the river itself.</text>",2012
19387,2012.11-889-t01,petitioner,Elena Kagan,"What -- what -- what different kind of priorities do they have to use, and why do they have to use them, as I think -- somewhere along the lines of what the Chief Justice was asking?","<speaker>Charles A. Rothfeld</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: In the Red River Compact, Oklahoma agreed that Texas would be allowed to use a specified quantity of water that is located in Oklahoma. Oklahoma is now trying to back out of that bargain. What its argument to this Court in support of its position is essentially that the Court should disregard language that appears in the Red River Compact because that language is superfluous, that the Court should read into the Compact language that does not appear there, and that the Court should not give the text of the Compact what Oklahoma in its brief describes as talismanic significance. Our very different view is that the plain text of the Compact must control. Now, in the Red River Compact, Texas and Oklahoma, along with Louisiana and Arkansas, agreed to allocate among themselves the waters of the Red River Basin. The Compact divides that basin into large areas called reaches and subdivides the reaches into subbasins. As to some of those areas, the Compact expressly allocates entitlement to water by State line. It says that the States may use the water within their boundaries exclusively. But in the section of the Compact which is at issue here, Reach 2, Subbasin 5, the Compact uses a very different and unique language. That section -- that subbasin includes the territory of three of the four compacting States. The boundaries of that subbasin are drawn not by State lines, but by reference to the -- the last downside dam sites before tributaries to the Red River Basin -- Red River flow into the river itself.</text>",2012
19388,2012.11-889-t01,respondent,"John G. Roberts, Jr.","Well, where, if you're relying on the Compact and its language, where do you come up with this idea that States first have to try to get their 25 percent from water within their borders? I don't see that anywhere.","<speaker>Ann O'Connell</speaker><text>Mr. Chief Justice, and may it please the Court: The court of appeals concluded that Oklahoma may categorically foreclose Texas water users from accessing Reach II Subbasin 5 water in Oklahoma, and the court reached that conclusion for reasons that in the view of the United States are wrong. First, the court of appeals erred in applying a presumption against preemption to determine whether the challenged Oklahoma laws conflict with the Compact. The rationale for that presumption where it has been applied is one of federalism, but the States themselves created the terms of the interstate Compact, and respect for the States as sovereigns in that context requires enforcement of the Compact according to its terms. Second, the court of appeals relied on general Compact provisions to conclude that the Compact gives States unrestricted authority to regulate the water within their boundaries. But the general provisions of the Compact make clear that a State's regulation of water has to be consistent with the allocations made under the Compact, and each State's obligations under the Compact.</text>",2012
19389,2012.11-889-t01,respondent,"John G. Roberts, Jr.","What do you do -- what do you do with a situation -- let's say there's Oklahoma water available to Tarrant that is closer than the water they would get from somewhere else in Texas. Do they have to incur the additional expense to get Texas water, or can they take the cheaper route and get Oklahoma water?","<speaker>Ann O'Connell</speaker><text>Mr. Chief Justice, and may it please the Court: The court of appeals concluded that Oklahoma may categorically foreclose Texas water users from accessing Reach II Subbasin 5 water in Oklahoma, and the court reached that conclusion for reasons that in the view of the United States are wrong. First, the court of appeals erred in applying a presumption against preemption to determine whether the challenged Oklahoma laws conflict with the Compact. The rationale for that presumption where it has been applied is one of federalism, but the States themselves created the terms of the interstate Compact, and respect for the States as sovereigns in that context requires enforcement of the Compact according to its terms. Second, the court of appeals relied on general Compact provisions to conclude that the Compact gives States unrestricted authority to regulate the water within their boundaries. But the general provisions of the Compact make clear that a State's regulation of water has to be consistent with the allocations made under the Compact, and each State's obligations under the Compact.</text>",2012
19390,2012.11-889-t01,respondent,Elena Kagan,"Ms. O'Connell, isn't that a reason why we shouldn't accept your basic view? I mean, if -- if you think of all the issues that you laid out that are going to have to be decided and the difficulty of those issues -- I mean, you read this brief that you submitted, it gives you kind of a headache. That -- that -- you know, and it -- it suggests how difficult the process is. And then you look at this provision, and maybe this provision can be read as an entitlement, but it can just as easily, as -- as Justice Breyer suggested, be read as a cap, “ no more than 25 percent ”. So as between those two possible readings, the complexity of your way of reading this, which would have -- why?","<speaker>Ann O'Connell</speaker><text>Mr. Chief Justice, and may it please the Court: The court of appeals concluded that Oklahoma may categorically foreclose Texas water users from accessing Reach II Subbasin 5 water in Oklahoma, and the court reached that conclusion for reasons that in the view of the United States are wrong. First, the court of appeals erred in applying a presumption against preemption to determine whether the challenged Oklahoma laws conflict with the Compact. The rationale for that presumption where it has been applied is one of federalism, but the States themselves created the terms of the interstate Compact, and respect for the States as sovereigns in that context requires enforcement of the Compact according to its terms. Second, the court of appeals relied on general Compact provisions to conclude that the Compact gives States unrestricted authority to regulate the water within their boundaries. But the general provisions of the Compact make clear that a State's regulation of water has to be consistent with the allocations made under the Compact, and each State's obligations under the Compact.</text>",2012
19391,2012.11-889-t01,respondent,Elena Kagan,"I mean, let's say Oklahoma, the board is sitting there and it gets lots of applications from Oklahoma users. And let's say it also gets multiple applications from Texas users. That it's not just one county, it's four counties. What does Oklahoma do to -- to decide who gets the water?","<speaker>Ann O'Connell</speaker><text>Mr. Chief Justice, and may it please the Court: The court of appeals concluded that Oklahoma may categorically foreclose Texas water users from accessing Reach II Subbasin 5 water in Oklahoma, and the court reached that conclusion for reasons that in the view of the United States are wrong. First, the court of appeals erred in applying a presumption against preemption to determine whether the challenged Oklahoma laws conflict with the Compact. The rationale for that presumption where it has been applied is one of federalism, but the States themselves created the terms of the interstate Compact, and respect for the States as sovereigns in that context requires enforcement of the Compact according to its terms. Second, the court of appeals relied on general Compact provisions to conclude that the Compact gives States unrestricted authority to regulate the water within their boundaries. But the general provisions of the Compact make clear that a State's regulation of water has to be consistent with the allocations made under the Compact, and each State's obligations under the Compact.</text>",2012
19392,2012.11-889-t01,respondent,"Samuel A. Alito, Jr.","Well, I don't understand your answer. If -- if you're correct, wouldn't the Oklahoma board have to give priority to the Texas applicants in order to make sure that Texas got its share of the water? It couldn't just treat -- it couldn't just be indifferent as to whether it was an Oklahoma or Texas applicant.","<speaker>Ann O'Connell</speaker><text>Mr. Chief Justice, and may it please the Court: The court of appeals concluded that Oklahoma may categorically foreclose Texas water users from accessing Reach II Subbasin 5 water in Oklahoma, and the court reached that conclusion for reasons that in the view of the United States are wrong. First, the court of appeals erred in applying a presumption against preemption to determine whether the challenged Oklahoma laws conflict with the Compact. The rationale for that presumption where it has been applied is one of federalism, but the States themselves created the terms of the interstate Compact, and respect for the States as sovereigns in that context requires enforcement of the Compact according to its terms. Second, the court of appeals relied on general Compact provisions to conclude that the Compact gives States unrestricted authority to regulate the water within their boundaries. But the general provisions of the Compact make clear that a State's regulation of water has to be consistent with the allocations made under the Compact, and each State's obligations under the Compact.</text>",2012
19393,2012.11-889-t01,respondent,"Samuel A. Alito, Jr.",Is it correct that -- that there are reservoirs in Texas that flow into -- from which water is released into the Red River?,"<speaker>Ann O'Connell</speaker><text>Mr. Chief Justice, and may it please the Court: The court of appeals concluded that Oklahoma may categorically foreclose Texas water users from accessing Reach II Subbasin 5 water in Oklahoma, and the court reached that conclusion for reasons that in the view of the United States are wrong. First, the court of appeals erred in applying a presumption against preemption to determine whether the challenged Oklahoma laws conflict with the Compact. The rationale for that presumption where it has been applied is one of federalism, but the States themselves created the terms of the interstate Compact, and respect for the States as sovereigns in that context requires enforcement of the Compact according to its terms. Second, the court of appeals relied on general Compact provisions to conclude that the Compact gives States unrestricted authority to regulate the water within their boundaries. But the general provisions of the Compact make clear that a State's regulation of water has to be consistent with the allocations made under the Compact, and each State's obligations under the Compact.</text>",2012
19394,2012.11-889-t01,respondent,"Samuel A. Alito, Jr.","--And what if Texas didn't -- what if Texas could get -- could -- could release that water and increase the flow of the river, but it chose not to do so, so it could take other water out of the river?","<speaker>Ann O'Connell</speaker><text>Mr. Chief Justice, and may it please the Court: The court of appeals concluded that Oklahoma may categorically foreclose Texas water users from accessing Reach II Subbasin 5 water in Oklahoma, and the court reached that conclusion for reasons that in the view of the United States are wrong. First, the court of appeals erred in applying a presumption against preemption to determine whether the challenged Oklahoma laws conflict with the Compact. The rationale for that presumption where it has been applied is one of federalism, but the States themselves created the terms of the interstate Compact, and respect for the States as sovereigns in that context requires enforcement of the Compact according to its terms. Second, the court of appeals relied on general Compact provisions to conclude that the Compact gives States unrestricted authority to regulate the water within their boundaries. But the general provisions of the Compact make clear that a State's regulation of water has to be consistent with the allocations made under the Compact, and each State's obligations under the Compact.</text>",2012
19395,2012.11-889-t01,petitioner,Sonia Sotomayor,So I'm sure -- you're -- you're saying that the State of Texas can take water directly from the main stem?,"<speaker>Charles A. Rothfeld</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: In the Red River Compact, Oklahoma agreed that Texas would be allowed to use a specified quantity of water that is located in Oklahoma. Oklahoma is now trying to back out of that bargain. What its argument to this Court in support of its position is essentially that the Court should disregard language that appears in the Red River Compact because that language is superfluous, that the Court should read into the Compact language that does not appear there, and that the Court should not give the text of the Compact what Oklahoma in its brief describes as talismanic significance. Our very different view is that the plain text of the Compact must control. Now, in the Red River Compact, Texas and Oklahoma, along with Louisiana and Arkansas, agreed to allocate among themselves the waters of the Red River Basin. The Compact divides that basin into large areas called reaches and subdivides the reaches into subbasins. As to some of those areas, the Compact expressly allocates entitlement to water by State line. It says that the States may use the water within their boundaries exclusively. But in the section of the Compact which is at issue here, Reach 2, Subbasin 5, the Compact uses a very different and unique language. That section -- that subbasin includes the territory of three of the four compacting States. The boundaries of that subbasin are drawn not by State lines, but by reference to the -- the last downside dam sites before tributaries to the Red River Basin -- Red River flow into the river itself.</text>",2012
