Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year
754,2016.16-6219-t01,petitioner,Sonia Sotomayor,"May I ask you, when do you believe that counsel below objected? And your brief seems to assume he did, but as I read the transcript, I can't find where he objected clearly. Assuming he didn't object clearly, can you say under any circumstance that appellate counsel was ineffective for choosing the route he did?","<speaker>Seth Kretzer</speaker><text>Mr. Chief Justice, and may it please the Court: The nature and logic of Martinez naturally applies to claims of ineffective assistance of appellate counsel, just as it does to claims of ineffective assistance of trial counsel. Erick Davila faces execution despite having been convicted pursuant to erroneous jury instructions that vitiated his only viable defense. On direct appeal, Davila's counsel recognized the centrality of the intent issue, but challenged only sufficiency of the evidence --</text>",2016
755,2016.16-6219-t01,petitioner,Sonia Sotomayor,"Given plain error review, if there was no objection, wasn't the sufficiency of the evidence the best way to approach a forfeited error?","<speaker>Seth Kretzer</speaker><text>Mr. Chief Justice, and may it please the Court: The nature and logic of Martinez naturally applies to claims of ineffective assistance of appellate counsel, just as it does to claims of ineffective assistance of trial counsel. Erick Davila faces execution despite having been convicted pursuant to erroneous jury instructions that vitiated his only viable defense. On direct appeal, Davila's counsel recognized the centrality of the intent issue, but challenged only sufficiency of the evidence --</text>",2016
756,2016.16-6219-t01,petitioner,Neil Gorsuch,"Sorry, counsel. Just to follow up on Justice Sotomayor's point, I think you argued at page 228 of the Joint Appendix that trial counsel's objection was not sufficient to cover the charging error, and I think that the Federal district court on habeas found the same thing on page 366. And so that raises, to my mind, a question whether Martinez applies here. Couldn't -- couldn't your client have brought a Martinez claim? And isn't the Martinez rule premised on the idea you get one clear shot at bringing the issue? And -- and maybe the absence of one clear shot here would bring you within the rule of Martinez, and that would take care of this case. What am I missing there?","<speaker>Seth Kretzer</speaker><text>Mr. Chief Justice, and may it please the Court: The nature and logic of Martinez naturally applies to claims of ineffective assistance of appellate counsel, just as it does to claims of ineffective assistance of trial counsel. Erick Davila faces execution despite having been convicted pursuant to erroneous jury instructions that vitiated his only viable defense. On direct appeal, Davila's counsel recognized the centrality of the intent issue, but challenged only sufficiency of the evidence --</text>",2016
757,2016.16-6219-t01,petitioner,"John G. Roberts, Jr.","One -- one thing a good appellate lawyer will do is pare down the issues that are presented on appeal, even if they think that some of those issues have merit. I mean, if you have six issues that you think you can argue credibly before the -- before the appellate court, you may decide it would be much better to focus that court on the two or three strongest issues, that adding the others will, in fact, dilute from the value of that. So when you have these -- I'm not talking about this particular case. But in general, when you have the claim of ineffective assistance of appellate counsel, it's sometimes easy in retrospect to say, well, here's an issue that, you know, maybe -- the appellate counsel, in the exercise of discretion, thought it was like number 6 in the order of -- of strength. And you look back and in hindsight you say, well, he should have made more of that, and it's not even mentioned at all in the appellate brief. I mean, I know there's also issues of trial strategy, but it seems it's more typical in an appellate case that you have -- you know, you leave things off the table. Is -- is that going to present a problem, in your view, in evaluating the effectiveness of appellate counsel?","<speaker>Seth Kretzer</speaker><text>Mr. Chief Justice, and may it please the Court: The nature and logic of Martinez naturally applies to claims of ineffective assistance of appellate counsel, just as it does to claims of ineffective assistance of trial counsel. Erick Davila faces execution despite having been convicted pursuant to erroneous jury instructions that vitiated his only viable defense. On direct appeal, Davila's counsel recognized the centrality of the intent issue, but challenged only sufficiency of the evidence --</text>",2016
758,2016.16-6219-t01,petitioner,"John G. Roberts, Jr.","I'm sorry to cut you off, but I -- I understand that, but that's going to be true in every State, right? It's going to be -- you're going to have the same difficulty of raising ineffectiveness of appellate counsel on direct review in every -- every State.","<speaker>Seth Kretzer</speaker><text>Mr. Chief Justice, and may it please the Court: The nature and logic of Martinez naturally applies to claims of ineffective assistance of appellate counsel, just as it does to claims of ineffective assistance of trial counsel. Erick Davila faces execution despite having been convicted pursuant to erroneous jury instructions that vitiated his only viable defense. On direct appeal, Davila's counsel recognized the centrality of the intent issue, but challenged only sufficiency of the evidence --</text>",2016
759,2016.16-6219-t01,petitioner,Sonia Sotomayor,"All right? The question asked has to do with the burden on the courts. Both Justice Kennedy and Justice Roberts are saying, if we recognize this right, the courts are going to be inundated with these kinds of claims because in every State, ineffective assistance of appellate counsel isn't -- can't be, by definition, raised in direct review. It all has to be channelled to collateral review. So in every State, every defendant will be able to raise this claim and it will inundate the -- the system.","<speaker>Seth Kretzer</speaker><text>Mr. Chief Justice, and may it please the Court: The nature and logic of Martinez naturally applies to claims of ineffective assistance of appellate counsel, just as it does to claims of ineffective assistance of trial counsel. Erick Davila faces execution despite having been convicted pursuant to erroneous jury instructions that vitiated his only viable defense. On direct appeal, Davila's counsel recognized the centrality of the intent issue, but challenged only sufficiency of the evidence --</text>",2016
760,2016.16-6219-t01,petitioner,Sonia Sotomayor,"I could start with how many post-conviction ineffective assistance of appellate counsel cases, the 31 percent that Justice Kennedy was pointing to, in how many of those is relief granted?","<speaker>Seth Kretzer</speaker><text>Mr. Chief Justice, and may it please the Court: The nature and logic of Martinez naturally applies to claims of ineffective assistance of appellate counsel, just as it does to claims of ineffective assistance of trial counsel. Erick Davila faces execution despite having been convicted pursuant to erroneous jury instructions that vitiated his only viable defense. On direct appeal, Davila's counsel recognized the centrality of the intent issue, but challenged only sufficiency of the evidence --</text>",2016
761,2016.16-6219-t01,petitioner,"John G. Roberts, Jr.","The court presumably has to read the -- the filings in the case to decide that the claim is not substantial, correct?","<speaker>Seth Kretzer</speaker><text>Mr. Chief Justice, and may it please the Court: The nature and logic of Martinez naturally applies to claims of ineffective assistance of appellate counsel, just as it does to claims of ineffective assistance of trial counsel. Erick Davila faces execution despite having been convicted pursuant to erroneous jury instructions that vitiated his only viable defense. On direct appeal, Davila's counsel recognized the centrality of the intent issue, but challenged only sufficiency of the evidence --</text>",2016
762,2016.16-6219-t01,petitioner,"John G. Roberts, Jr.","So -- so the number that are granted really isn't the consideration we're looking to, is it? It's the number that are going to force the courts to review them.","<speaker>Seth Kretzer</speaker><text>Mr. Chief Justice, and may it please the Court: The nature and logic of Martinez naturally applies to claims of ineffective assistance of appellate counsel, just as it does to claims of ineffective assistance of trial counsel. Erick Davila faces execution despite having been convicted pursuant to erroneous jury instructions that vitiated his only viable defense. On direct appeal, Davila's counsel recognized the centrality of the intent issue, but challenged only sufficiency of the evidence --</text>",2016
763,2016.16-6219-t01,petitioner,"John G. Roberts, Jr.","Well, I mean, are you saying it would have been hard to formulate? Are you suggesting that someone facing this sentence that Mr. Davila is facing would say, well, let's not do that, let's not raise an ineffective assistance of appellate counsel or somewhere and said, because it's just too hard to formulate that claim? These are situations where the defendant is facing capital punishment where they are going to raise every possible claim they can, and I don't know why it would be terribly different for defendants facing life in prison or further sentences.","<speaker>Seth Kretzer</speaker><text>Mr. Chief Justice, and may it please the Court: The nature and logic of Martinez naturally applies to claims of ineffective assistance of appellate counsel, just as it does to claims of ineffective assistance of trial counsel. Erick Davila faces execution despite having been convicted pursuant to erroneous jury instructions that vitiated his only viable defense. On direct appeal, Davila's counsel recognized the centrality of the intent issue, but challenged only sufficiency of the evidence --</text>",2016
