Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year
16910,2011.10-1211-t01,petitioner,Elena Kagan,How do you explain St. Cyr if reliance isn't necessary? St. Cyr is all about reliance.,"<speaker>Stephanos Bibas</speaker><text>Mr. Chief Justice, and may it please the Court: As the government concedes, INA subsection 101(a)(13)(C)(v) added by IIRIRA does not expressly mandate retroactivity. Under Landgraf, applying that new provision would attach new legal consequences to pre-IIRIRA offenses, penalizing both those who travel and those who don't. Covered lawful permanent residents could not visit their parents abroad without being forced to abandon their children here. They would be removed from the country or else confined here. Either way, they would lose an ability they had under pre-IIRIRA law based on pre-IIRIRA offenses. Thus applying the subsection to them would be impermissibly retroactive. The settled expectations at issue here are those of round trips by lawful permanent residents, not, as the government would put it, one-way tickets or first-time entrants. These are people who have structured their lives here. They have homes, spouses, children, and careers here, and yet have a settled expectation that they will be able to maintain ties to visit aged and ailing parents abroad, to go to funerals and wakes and visit them in the hospital and surgeries. Our amici, the NACDL brief, and the Asian American--</text>",2011
16911,2011.10-1211-t01,petitioner,Elena Kagan,"Well, do you have any case in which a court has deemed its statute retroactive even though it wasn't triggered until the party took some further action? Is there any case out there either from this Court or from another court where we've said it's retroactive even though it depends upon a future event.","<speaker>Stephanos Bibas</speaker><text>Mr. Chief Justice, and may it please the Court: As the government concedes, INA subsection 101(a)(13)(C)(v) added by IIRIRA does not expressly mandate retroactivity. Under Landgraf, applying that new provision would attach new legal consequences to pre-IIRIRA offenses, penalizing both those who travel and those who don't. Covered lawful permanent residents could not visit their parents abroad without being forced to abandon their children here. They would be removed from the country or else confined here. Either way, they would lose an ability they had under pre-IIRIRA law based on pre-IIRIRA offenses. Thus applying the subsection to them would be impermissibly retroactive. The settled expectations at issue here are those of round trips by lawful permanent residents, not, as the government would put it, one-way tickets or first-time entrants. These are people who have structured their lives here. They have homes, spouses, children, and careers here, and yet have a settled expectation that they will be able to maintain ties to visit aged and ailing parents abroad, to go to funerals and wakes and visit them in the hospital and surgeries. Our amici, the NACDL brief, and the Asian American--</text>",2011
16912,2011.10-1211-t01,respondent,Elena Kagan,What do you think the trigger to be? Because in your brief you kept on talking about the trigger being the trip. And I would have thought that you would have talked more about the activity being the attempt to enter the country.,"<speaker>Eric D. Miller</speaker><text>Mr. Chief Justice, and may it please the Court: As the discussion so far this morning reveals, the Court's retroactivity analysis takes account of a number of different factors, but the one that is most significant and indeed in this case virtually dispositive is that the application of Section 1101(a)(13) to Petitioner was triggered only because he engaged in voluntary conduct that postdated the enactment of the statute.</text>",2011
16913,2011.10-1211-t01,respondent,Elena Kagan,"Well, that's what is going to be important to the person, right? It's not inadmissible and all the legal terms. It's: Am I going to be able to make short trips to visit my mother? Yes, you are going to be able to make short trips to visit your mother. And then you wake up the next morning, and Congress has passed a statute, and now you are not able to take short trips to visit your mother. So something very real has happened to the life of this person.","<speaker>Eric D. Miller</speaker><text>Mr. Chief Justice, and may it please the Court: As the discussion so far this morning reveals, the Court's retroactivity analysis takes account of a number of different factors, but the one that is most significant and indeed in this case virtually dispositive is that the application of Section 1101(a)(13) to Petitioner was triggered only because he engaged in voluntary conduct that postdated the enactment of the statute.</text>",2011
16914,2011.10-1211-t01,respondent,Elena Kagan,"You are quite right, Mr. Miller, as a formal matter that that is true, that that's the words of the statute. But how many times has the Department of Homeland Security tried to declare a person inadmissible on the basis of the commission of a crime without putting into evidence either a conviction or a guilty plea?","<speaker>Eric D. Miller</speaker><text>Mr. Chief Justice, and may it please the Court: As the discussion so far this morning reveals, the Court's retroactivity analysis takes account of a number of different factors, but the one that is most significant and indeed in this case virtually dispositive is that the application of Section 1101(a)(13) to Petitioner was triggered only because he engaged in voluntary conduct that postdated the enactment of the statute.</text>",2011
16915,2011.10-1211-t01,respondent,Elena Kagan,"If, as a fact of the matter, the way the commission of crime is proved in this area is through showing a conviction, does your distinction stand up at all?","<speaker>Eric D. Miller</speaker><text>Mr. Chief Justice, and may it please the Court: As the discussion so far this morning reveals, the Court's retroactivity analysis takes account of a number of different factors, but the one that is most significant and indeed in this case virtually dispositive is that the application of Section 1101(a)(13) to Petitioner was triggered only because he engaged in voluntary conduct that postdated the enactment of the statute.</text>",2011
16916,2011.10-1211-t01,respondent,"John G. Roberts, Jr.","--and come back? It's going to take four days. He goes, he comes back. What policy supports prohibiting that travel?","<speaker>Eric D. Miller</speaker><text>Mr. Chief Justice, and may it please the Court: As the discussion so far this morning reveals, the Court's retroactivity analysis takes account of a number of different factors, but the one that is most significant and indeed in this case virtually dispositive is that the application of Section 1101(a)(13) to Petitioner was triggered only because he engaged in voluntary conduct that postdated the enactment of the statute.</text>",2011
16917,2011.10-1211-t01,respondent,Elena Kagan,"And how do we separate those two? How do we decide that this is not that, and that it's instead something else, that it's a regulation of future conduct?","<speaker>Eric D. Miller</speaker><text>Mr. Chief Justice, and may it please the Court: As the discussion so far this morning reveals, the Court's retroactivity analysis takes account of a number of different factors, but the one that is most significant and indeed in this case virtually dispositive is that the application of Section 1101(a)(13) to Petitioner was triggered only because he engaged in voluntary conduct that postdated the enactment of the statute.</text>",2011
16918,2011.10-1211-t01,respondent,"John G. Roberts, Jr.",Could you go over again for me your distinction of St. Cyr?,"<speaker>Eric D. Miller</speaker><text>Mr. Chief Justice, and may it please the Court: As the discussion so far this morning reveals, the Court's retroactivity analysis takes account of a number of different factors, but the one that is most significant and indeed in this case virtually dispositive is that the application of Section 1101(a)(13) to Petitioner was triggered only because he engaged in voluntary conduct that postdated the enactment of the statute.</text>",2011
16919,2011.10-1211-t01,respondent,"John G. Roberts, Jr.",You don't argue that -- that the significance of what the individual is giving up makes a difference?,"<speaker>Eric D. Miller</speaker><text>Mr. Chief Justice, and may it please the Court: As the discussion so far this morning reveals, the Court's retroactivity analysis takes account of a number of different factors, but the one that is most significant and indeed in this case virtually dispositive is that the application of Section 1101(a)(13) to Petitioner was triggered only because he engaged in voluntary conduct that postdated the enactment of the statute.</text>",2011
16920,2011.10-1211-t01,respondent,"John G. Roberts, Jr.","Is there a difference in terms of what they face if they don't plead guilty? I've always had difficulty with St. Cyr on the notion that say, someone pleads -- is facing, you know, 10 years, and they plead -- plead guilty to 2 years. The -- the reason they did that was to, you know, avoid one of these -- positions. It seems to me it is to avoid 8 years.","<speaker>Eric D. Miller</speaker><text>Mr. Chief Justice, and may it please the Court: As the discussion so far this morning reveals, the Court's retroactivity analysis takes account of a number of different factors, but the one that is most significant and indeed in this case virtually dispositive is that the application of Section 1101(a)(13) to Petitioner was triggered only because he engaged in voluntary conduct that postdated the enactment of the statute.</text>",2011
16921,2011.10-1211-t01,respondent,"John G. Roberts, Jr.","And I just wonder if the relative significance of what is at issue under the immigration law is something we can take into account, or if St. Cyr prohibits that?","<speaker>Eric D. Miller</speaker><text>Mr. Chief Justice, and may it please the Court: As the discussion so far this morning reveals, the Court's retroactivity analysis takes account of a number of different factors, but the one that is most significant and indeed in this case virtually dispositive is that the application of Section 1101(a)(13) to Petitioner was triggered only because he engaged in voluntary conduct that postdated the enactment of the statute.</text>",2011
16922,2011.10-1211-t01,petitioner,"Samuel A. Alito, Jr.",Do you think we have the authority to tell Congress how to draft its laws? I thought what we were doing was trying to infer what they intended.,"<speaker>Stephanos Bibas</speaker><text>Mr. Chief Justice, and may it please the Court: As the government concedes, INA subsection 101(a)(13)(C)(v) added by IIRIRA does not expressly mandate retroactivity. Under Landgraf, applying that new provision would attach new legal consequences to pre-IIRIRA offenses, penalizing both those who travel and those who don't. Covered lawful permanent residents could not visit their parents abroad without being forced to abandon their children here. They would be removed from the country or else confined here. Either way, they would lose an ability they had under pre-IIRIRA law based on pre-IIRIRA offenses. Thus applying the subsection to them would be impermissibly retroactive. The settled expectations at issue here are those of round trips by lawful permanent residents, not, as the government would put it, one-way tickets or first-time entrants. These are people who have structured their lives here. They have homes, spouses, children, and careers here, and yet have a settled expectation that they will be able to maintain ties to visit aged and ailing parents abroad, to go to funerals and wakes and visit them in the hospital and surgeries. Our amici, the NACDL brief, and the Asian American--</text>",2011
16923,2011.10-1211-t01,petitioner,"Samuel A. Alito, Jr.","Do we send them a drafting manual? Now, you can do this, but you can only do it if you do it -- if you follow the steps that we've prescribed. And we've said this over and over. It seems to be completely unfounded.","<speaker>Stephanos Bibas</speaker><text>Mr. Chief Justice, and may it please the Court: As the government concedes, INA subsection 101(a)(13)(C)(v) added by IIRIRA does not expressly mandate retroactivity. Under Landgraf, applying that new provision would attach new legal consequences to pre-IIRIRA offenses, penalizing both those who travel and those who don't. Covered lawful permanent residents could not visit their parents abroad without being forced to abandon their children here. They would be removed from the country or else confined here. Either way, they would lose an ability they had under pre-IIRIRA law based on pre-IIRIRA offenses. Thus applying the subsection to them would be impermissibly retroactive. The settled expectations at issue here are those of round trips by lawful permanent residents, not, as the government would put it, one-way tickets or first-time entrants. These are people who have structured their lives here. They have homes, spouses, children, and careers here, and yet have a settled expectation that they will be able to maintain ties to visit aged and ailing parents abroad, to go to funerals and wakes and visit them in the hospital and surgeries. Our amici, the NACDL brief, and the Asian American--</text>",2011
17219,2011.10-444-t01,petitioner,Sonia Sotomayor,"Counsel, sometimes one's experience has to be challenged. I for one have never heard of a case in which parties are discussing a plea, except in the most unusual of circumstances, and they advance a court date to enter the plea. In most cases, they just wait until the court date and tell the judge: I'm ready to plead guilty. This is such an unusual case, because the plea happens on day 1. The courts below is assuming that between day 1 and day 5, or 3 or 4, the guy would have come in and pled guilty, would have advanced the later court date?","<speaker>Chris Koster</speaker><text>Mr. Chief Justice, and may it please the Court: But for counsel's error, defendant would have insisted on going to trial. That is the test for prejudice. But in Mr. Frye's case, that test was not met. The truth is, despite counsel's error, Mr. Frye knowingly waived his right to trial, and solemnly admitted his guilt. Under both Hill and Premo, Mr. Frye has failed to show prejudice, and therefore his guilty plea remains voluntary, intelligent, and final. Mr. Frye may not assert ineffective assistance by alleging that, but for counsel's error, he could have gotten a better deal on an earlier date. That is not the standard. And the court of appeals should be reversed.</text>",2011
17220,2011.10-444-t01,petitioner,Sonia Sotomayor,--He commits the crime on the 29th or the 30th. He commits a second offense on the 29th or 30th?,"<speaker>Chris Koster</speaker><text>Mr. Chief Justice, and may it please the Court: But for counsel's error, defendant would have insisted on going to trial. That is the test for prejudice. But in Mr. Frye's case, that test was not met. The truth is, despite counsel's error, Mr. Frye knowingly waived his right to trial, and solemnly admitted his guilt. Under both Hill and Premo, Mr. Frye has failed to show prejudice, and therefore his guilty plea remains voluntary, intelligent, and final. Mr. Frye may not assert ineffective assistance by alleging that, but for counsel's error, he could have gotten a better deal on an earlier date. That is not the standard. And the court of appeals should be reversed.</text>",2011
17221,2011.10-444-t01,petitioner,Sonia Sotomayor,"All right. My -- my point is, how reasonable could it be for the -- for a court to assume that the plea offer had been made and that he would have taken it before the January court date that was set?","<speaker>Chris Koster</speaker><text>Mr. Chief Justice, and may it please the Court: But for counsel's error, defendant would have insisted on going to trial. That is the test for prejudice. But in Mr. Frye's case, that test was not met. The truth is, despite counsel's error, Mr. Frye knowingly waived his right to trial, and solemnly admitted his guilt. Under both Hill and Premo, Mr. Frye has failed to show prejudice, and therefore his guilty plea remains voluntary, intelligent, and final. Mr. Frye may not assert ineffective assistance by alleging that, but for counsel's error, he could have gotten a better deal on an earlier date. That is not the standard. And the court of appeals should be reversed.</text>",2011
17222,2011.10-444-t01,petitioner,"John G. Roberts, Jr.","I suppose the defendant might think, you know, there is really bad evidence out there that they don't have yet. And if I -- I want to nail this deal down as soon as possible. I mean, that would be a reason to -- to move things up and get the plea in early, wouldn't it?","<speaker>Chris Koster</speaker><text>Mr. Chief Justice, and may it please the Court: But for counsel's error, defendant would have insisted on going to trial. That is the test for prejudice. But in Mr. Frye's case, that test was not met. The truth is, despite counsel's error, Mr. Frye knowingly waived his right to trial, and solemnly admitted his guilt. Under both Hill and Premo, Mr. Frye has failed to show prejudice, and therefore his guilty plea remains voluntary, intelligent, and final. Mr. Frye may not assert ineffective assistance by alleging that, but for counsel's error, he could have gotten a better deal on an earlier date. That is not the standard. And the court of appeals should be reversed.</text>",2011
17223,2011.10-444-t01,petitioner,"Samuel A. Alito, Jr.","I don't see what is at stake here. I don't see what that -- as a practical matter, this seems to be -- to me a case about nothing. Am I wrong? Am I missing something?","<speaker>Chris Koster</speaker><text>Mr. Chief Justice, and may it please the Court: But for counsel's error, defendant would have insisted on going to trial. That is the test for prejudice. But in Mr. Frye's case, that test was not met. The truth is, despite counsel's error, Mr. Frye knowingly waived his right to trial, and solemnly admitted his guilt. Under both Hill and Premo, Mr. Frye has failed to show prejudice, and therefore his guilty plea remains voluntary, intelligent, and final. Mr. Frye may not assert ineffective assistance by alleging that, but for counsel's error, he could have gotten a better deal on an earlier date. That is not the standard. And the court of appeals should be reversed.</text>",2011
