Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year
25129,2015.14-419-t01,petitioner,"Samuel A. Alito, Jr.","Well, let me go back to Justice -- Justice Kagan's question and ask it in -- in a different way. So you -- we have two brothers and -- twin brothers, and they rob a bank. They get $10,000. They split it up, $5,000 each. And on that very same day, it happens to be their birthday, and their rich uncle comes and gives each of them $5,000 as a birthday present. So they go out to party, and one of them -- and they both spend $5,000 partying. One of them spends the money from the bank robbery. The other one spends the money that was given to them by their rich uncle. And your position is that the one who spent the money from the so-called ""tainted assets,"" the money from the bank robbery, is entitled to use the remaining $5,000 to hire an attorney, but the other one is out of luck?","<speaker>Howard Srebnick</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The Sixth Amendment has always recognized the individual's right to spend his own money to obtain the advice and assistance of counsel. At the time of the adoption of the Bill of Rights, that was the core right, a time when the right to appointed counsel had not yet been established by this Court. We submit that the right to representation by private counsel must allow a defendant to use assets which she rightfully owns, assets over which there is no dispute that she has good title, so that she may be represented by the lawyer that she prefers.</text>",2015
25130,2015.14-419-t01,petitioner,"John G. Roberts, Jr.","How do -- I -- I don't know how these things actually work. I mean, the defendant obviously has daily expenses, and -- and that the government's freeze order apparently goes beyond the money she has. What, does she get an allowance or -- or something?","<speaker>Howard Srebnick</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The Sixth Amendment has always recognized the individual's right to spend his own money to obtain the advice and assistance of counsel. At the time of the adoption of the Bill of Rights, that was the core right, a time when the right to appointed counsel had not yet been established by this Court. We submit that the right to representation by private counsel must allow a defendant to use assets which she rightfully owns, assets over which there is no dispute that she has good title, so that she may be represented by the lawyer that she prefers.</text>",2015
25131,2015.14-419-t01,petitioner,"John G. Roberts, Jr.","So -- so if her -- putting aside lawyers, if her daughter's tuition bill comes due, she can't pay that?","<speaker>Howard Srebnick</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The Sixth Amendment has always recognized the individual's right to spend his own money to obtain the advice and assistance of counsel. At the time of the adoption of the Bill of Rights, that was the core right, a time when the right to appointed counsel had not yet been established by this Court. We submit that the right to representation by private counsel must allow a defendant to use assets which she rightfully owns, assets over which there is no dispute that she has good title, so that she may be represented by the lawyer that she prefers.</text>",2015
25132,2015.14-419-t01,petitioner,Sonia Sotomayor,"I know you don't because it's very nice that you limit it. But once we announce a rule, we have to carry it to its logical conclusion. And if the rule is it's untainted assets and it belongs to me, how do we then limit it?","<speaker>Howard Srebnick</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The Sixth Amendment has always recognized the individual's right to spend his own money to obtain the advice and assistance of counsel. At the time of the adoption of the Bill of Rights, that was the core right, a time when the right to appointed counsel had not yet been established by this Court. We submit that the right to representation by private counsel must allow a defendant to use assets which she rightfully owns, assets over which there is no dispute that she has good title, so that she may be represented by the lawyer that she prefers.</text>",2015
25133,2015.14-419-t01,petitioner,"Samuel A. Alito, Jr.","Well, yes, but then there's -- that's all sorts of complicated rules in those areas. I mean, let's -- suppose you have -- and none of that necessarily applies here. Suppose you have the situation where what's at stake is money that's going to be used for restitution, all right? So at the beginning of the case, the question is whether the defendant can spend that money to hire the attorney of the defendant's choice, which is certainly a very powerful interest, or whether that money, at the end of the case if there is a conviction, is going to go to the victims. So how do you -- how do you try to accommodate those two interests?","<speaker>Howard Srebnick</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The Sixth Amendment has always recognized the individual's right to spend his own money to obtain the advice and assistance of counsel. At the time of the adoption of the Bill of Rights, that was the core right, a time when the right to appointed counsel had not yet been established by this Court. We submit that the right to representation by private counsel must allow a defendant to use assets which she rightfully owns, assets over which there is no dispute that she has good title, so that she may be represented by the lawyer that she prefers.</text>",2015
25134,2015.14-419-t01,petitioner,"Samuel A. Alito, Jr.","So your answer is that the defendant's right to hire counsel of choice takes precedence over the rights of the victims, and you would say that no matter how strong the proof is?","<speaker>Howard Srebnick</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The Sixth Amendment has always recognized the individual's right to spend his own money to obtain the advice and assistance of counsel. At the time of the adoption of the Bill of Rights, that was the core right, a time when the right to appointed counsel had not yet been established by this Court. We submit that the right to representation by private counsel must allow a defendant to use assets which she rightfully owns, assets over which there is no dispute that she has good title, so that she may be represented by the lawyer that she prefers.</text>",2015
25135,2015.14-419-t01,petitioner,Sonia Sotomayor,"I know this is not part of the question asked, but I know that it -- it's suggested in the fringes of the briefs. How does the district court ensure that she doesn't use every penny for defense costs when the district court thinks that that's not reasonable, for example?","<speaker>Howard Srebnick</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The Sixth Amendment has always recognized the individual's right to spend his own money to obtain the advice and assistance of counsel. At the time of the adoption of the Bill of Rights, that was the core right, a time when the right to appointed counsel had not yet been established by this Court. We submit that the right to representation by private counsel must allow a defendant to use assets which she rightfully owns, assets over which there is no dispute that she has good title, so that she may be represented by the lawyer that she prefers.</text>",2015
25136,2015.14-419-t01,petitioner,"John G. Roberts, Jr.","But you're not -- you're not looking for CJA rates, are you?","<speaker>Howard Srebnick</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: The Sixth Amendment has always recognized the individual's right to spend his own money to obtain the advice and assistance of counsel. At the time of the adoption of the Bill of Rights, that was the core right, a time when the right to appointed counsel had not yet been established by this Court. We submit that the right to representation by private counsel must allow a defendant to use assets which she rightfully owns, assets over which there is no dispute that she has good title, so that she may be represented by the lawyer that she prefers.</text>",2015
25137,2015.14-419-t01,respondent,"John G. Roberts, Jr.","Well, that was said in the context of the government's submission that there's a difference between tainted and untainted, right? Your -- your argument in Monsanto focused on the tainted aspects of the proceeds.","<speaker>Michael R. Dreeben</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: I think that the appropriate starting point for this case is the last sentence of Monsanto, not because Monsanto specifically addressed substitute property, but because it adopted a principle that I believes resolves this case. And the last sentence of Monsanto says, ""If the government may, posttrial, forbid the use of forfeited assets to pay an attorney, then surely no constitutional violation occurs when after probable cause is adequately established, the government obtains an order barring a defendant from frustrating that end by dissipating his assets prior to trial.""</text>",2015
25138,2015.14-419-t01,respondent,"John G. Roberts, Jr.","So add to the context of what Justice Breyer was concerned about. You not only can do that, you can do that without giving the defendant any type of hearing, right?","<speaker>Michael R. Dreeben</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: I think that the appropriate starting point for this case is the last sentence of Monsanto, not because Monsanto specifically addressed substitute property, but because it adopted a principle that I believes resolves this case. And the last sentence of Monsanto says, ""If the government may, posttrial, forbid the use of forfeited assets to pay an attorney, then surely no constitutional violation occurs when after probable cause is adequately established, the government obtains an order barring a defendant from frustrating that end by dissipating his assets prior to trial.""</text>",2015
25139,2015.14-419-t01,respondent,Sonia Sotomayor,"But you don't have any tracing problem here. As soon as he commits a crime that you say was worth $45 million, you can freeze $45 million worth of assets, correct?","<speaker>Michael R. Dreeben</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: I think that the appropriate starting point for this case is the last sentence of Monsanto, not because Monsanto specifically addressed substitute property, but because it adopted a principle that I believes resolves this case. And the last sentence of Monsanto says, ""If the government may, posttrial, forbid the use of forfeited assets to pay an attorney, then surely no constitutional violation occurs when after probable cause is adequately established, the government obtains an order barring a defendant from frustrating that end by dissipating his assets prior to trial.""</text>",2015
