Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year
38,2014.13-485-t01,petitioner,"John G. Roberts, Jr.",It is now. Do you think there's could -- you increase the special nonresident tax beyond the lowest rate that the county tax is?,"<speaker>William F. Brockman</speaker><text>Mr. Chief Justice, and may it please the Court: A State's broad power to impose a personal net income tax on its own residents is grounded in the special benefits that a State affords to its own residents particularly because they are residents. That is, things like public schools, social services programs, medical assistance services, and of course the right to vote in the process that determines both the level of those benefits and the level of taxes that are paid in return for them. There is no reason that a State should have to subordinate this power, this taxing power, just because another State, exercising an equally legitimate taxing power, but on a very distinct ground, is taxing a portion of that income merely because it was earned within that State's borders.</text>",2014
39,2014.13-485-t01,petitioner,"Samuel A. Alito, Jr.","The question is not whether California can tax the income of its residents wherever they make it or whether California can tax all income earned within the border of California. The question is whether it can do both, whether -- and that's the question with respect to you. Can you tax all income earned within your border, whether by resident or by nonresident, and also tax income earned by your residents in -- in other States? The tax economists' brief points out that this -- what you've done operates exactly like a tariff, because it provides an incentive to earn income in Maryland and not outside of Maryland. Now, do you dispute that as a factual matter? And if you don't dispute it as a factual matter, why shouldn't this tax system meet exactly the same fate as a tariff?","<speaker>William F. Brockman</speaker><text>Mr. Chief Justice, and may it please the Court: A State's broad power to impose a personal net income tax on its own residents is grounded in the special benefits that a State affords to its own residents particularly because they are residents. That is, things like public schools, social services programs, medical assistance services, and of course the right to vote in the process that determines both the level of those benefits and the level of taxes that are paid in return for them. There is no reason that a State should have to subordinate this power, this taxing power, just because another State, exercising an equally legitimate taxing power, but on a very distinct ground, is taxing a portion of that income merely because it was earned within that State's borders.</text>",2014
40,2014.13-485-t01,petitioner,Sonia Sotomayor,"Can we go back to the Chief's initial question. If we applied Complete Auto, would you fail the internal consistency test? And if you fail it, why shouldn't we apply that test here? Would you -- if we applied it, would you fail it?","<speaker>William F. Brockman</speaker><text>Mr. Chief Justice, and may it please the Court: A State's broad power to impose a personal net income tax on its own residents is grounded in the special benefits that a State affords to its own residents particularly because they are residents. That is, things like public schools, social services programs, medical assistance services, and of course the right to vote in the process that determines both the level of those benefits and the level of taxes that are paid in return for them. There is no reason that a State should have to subordinate this power, this taxing power, just because another State, exercising an equally legitimate taxing power, but on a very distinct ground, is taxing a portion of that income merely because it was earned within that State's borders.</text>",2014
41,2014.13-485-t01,respondent,Elena Kagan,You only have to look at the tax scheme as a whole including the tax on nonresidents? I mean--,"<speaker>Eric J. Feigin</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: I'd like to begin, if I could, by the interaction of taxes imposed on the jurisdictional rationale of residency, and taxes imposed on nonresidents by virtue of their doing business in the state. I don't think there's any constitutional rule that says a state can only impose one tax or the other. And to the extent the internal consistency test might suggest that the special nonresident tax that Maryland imposes, which is a special tax imposed only on nonresidents, may be taking too great a portion of nonresidents' income, I think it's kind of backwards for respondents to be able to raise that challenge because they are residents. They pay only the residential income taxes and, in fact, benefit from any overtaxing of nonresidents. The other thing I would--</text>",2014
42,2014.13-485-t01,respondent,Sonia Sotomayor,"When you say it seems a little bit of hairsplitting. You say it's a test on residency, but not income. But we have previously said a tax on sleeping, measured by the number of pairs of shoes you have in your closet, is a tax on shoes. So you can call it residency, but if it's still using income as its basis as opposed to property values or whatever else these residency taxes are based on, then why isn't it a tax on income?","<speaker>Eric J. Feigin</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: I'd like to begin, if I could, by the interaction of taxes imposed on the jurisdictional rationale of residency, and taxes imposed on nonresidents by virtue of their doing business in the state. I don't think there's any constitutional rule that says a state can only impose one tax or the other. And to the extent the internal consistency test might suggest that the special nonresident tax that Maryland imposes, which is a special tax imposed only on nonresidents, may be taking too great a portion of nonresidents' income, I think it's kind of backwards for respondents to be able to raise that challenge because they are residents. They pay only the residential income taxes and, in fact, benefit from any overtaxing of nonresidents. The other thing I would--</text>",2014
43,2014.13-485-t01,respondent,"Samuel A. Alito, Jr.","Well, just to understand what you said a minute ago, are you saying that if this same claim were brought by a nonresident challenging the nonresident tax in Maryland that would succeed?","<speaker>Eric J. Feigin</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: I'd like to begin, if I could, by the interaction of taxes imposed on the jurisdictional rationale of residency, and taxes imposed on nonresidents by virtue of their doing business in the state. I don't think there's any constitutional rule that says a state can only impose one tax or the other. And to the extent the internal consistency test might suggest that the special nonresident tax that Maryland imposes, which is a special tax imposed only on nonresidents, may be taking too great a portion of nonresidents' income, I think it's kind of backwards for respondents to be able to raise that challenge because they are residents. They pay only the residential income taxes and, in fact, benefit from any overtaxing of nonresidents. The other thing I would--</text>",2014
44,2014.13-485-t01,respondent,"Samuel A. Alito, Jr.","All right. So that was irrelevant, then. , the fact that it would be -- it would be a stronger claim, but also a bad one at the end?","<speaker>Eric J. Feigin</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: I'd like to begin, if I could, by the interaction of taxes imposed on the jurisdictional rationale of residency, and taxes imposed on nonresidents by virtue of their doing business in the state. I don't think there's any constitutional rule that says a state can only impose one tax or the other. And to the extent the internal consistency test might suggest that the special nonresident tax that Maryland imposes, which is a special tax imposed only on nonresidents, may be taking too great a portion of nonresidents' income, I think it's kind of backwards for respondents to be able to raise that challenge because they are residents. They pay only the residential income taxes and, in fact, benefit from any overtaxing of nonresidents. The other thing I would--</text>",2014
45,2014.13-485-t01,respondent,Elena Kagan,"--Mr. Feigin, if we were to rule against Maryland, how many States are in the same position as Maryland, either because they do a county tax themselves or because they allow local jurisdictions to impose their own taxes?","<speaker>Eric J. Feigin</speaker><text>Thank you, Mr. Chief Justice, and may it please the Court: I'd like to begin, if I could, by the interaction of taxes imposed on the jurisdictional rationale of residency, and taxes imposed on nonresidents by virtue of their doing business in the state. I don't think there's any constitutional rule that says a state can only impose one tax or the other. And to the extent the internal consistency test might suggest that the special nonresident tax that Maryland imposes, which is a special tax imposed only on nonresidents, may be taking too great a portion of nonresidents' income, I think it's kind of backwards for respondents to be able to raise that challenge because they are residents. They pay only the residential income taxes and, in fact, benefit from any overtaxing of nonresidents. The other thing I would--</text>",2014
46,2014.13-485-t01,petitioner,Elena Kagan,"Well, don't some States allow localities to impose taxes that do not give a credit? So, for example, the New York City income tax would be the classic example of that.","<speaker>William F. Brockman</speaker><text>Mr. Chief Justice, and may it please the Court: A State's broad power to impose a personal net income tax on its own residents is grounded in the special benefits that a State affords to its own residents particularly because they are residents. That is, things like public schools, social services programs, medical assistance services, and of course the right to vote in the process that determines both the level of those benefits and the level of taxes that are paid in return for them. There is no reason that a State should have to subordinate this power, this taxing power, just because another State, exercising an equally legitimate taxing power, but on a very distinct ground, is taxing a portion of that income merely because it was earned within that State's borders.</text>",2014
47,2014.13-485-t01,petitioner,Elena Kagan,"Mr. Perella, you're not saying that we have to or that we should establish a priority rule as to different taxing schemes, do -- are you? You're not saying it has to be source-based over residence-based, or -- or vice versa?","<speaker>William F. Brockman</speaker><text>Mr. Chief Justice, and may it please the Court: A State's broad power to impose a personal net income tax on its own residents is grounded in the special benefits that a State affords to its own residents particularly because they are residents. That is, things like public schools, social services programs, medical assistance services, and of course the right to vote in the process that determines both the level of those benefits and the level of taxes that are paid in return for them. There is no reason that a State should have to subordinate this power, this taxing power, just because another State, exercising an equally legitimate taxing power, but on a very distinct ground, is taxing a portion of that income merely because it was earned within that State's borders.</text>",2014
48,2014.13-485-t01,petitioner,Elena Kagan,"Well, let me ask you: I mean, suppose we were to say what Maryland is doing is not okay, but then States could choose. Some would do a source-based tax, some would do a residency-based tax. And if you had a situation like that, it seems it could lead to double taxation in exactly this kind of way. If you were living in the wrong State and all of a sudden the combination of one State having a pure source-based and one State having a pure residency-based tax was going to lead to double taxation. Why is that any different?","<speaker>William F. Brockman</speaker><text>Mr. Chief Justice, and may it please the Court: A State's broad power to impose a personal net income tax on its own residents is grounded in the special benefits that a State affords to its own residents particularly because they are residents. That is, things like public schools, social services programs, medical assistance services, and of course the right to vote in the process that determines both the level of those benefits and the level of taxes that are paid in return for them. There is no reason that a State should have to subordinate this power, this taxing power, just because another State, exercising an equally legitimate taxing power, but on a very distinct ground, is taxing a portion of that income merely because it was earned within that State's borders.</text>",2014
49,2014.13-485-t01,petitioner,"John G. Roberts, Jr.","But it's only internally inconsistent because of the special nonresident tax. And your -- your clients don't pay the special nonresidents tax, so why should we worry about it in this case?","<speaker>William F. Brockman</speaker><text>Mr. Chief Justice, and may it please the Court: A State's broad power to impose a personal net income tax on its own residents is grounded in the special benefits that a State affords to its own residents particularly because they are residents. That is, things like public schools, social services programs, medical assistance services, and of course the right to vote in the process that determines both the level of those benefits and the level of taxes that are paid in return for them. There is no reason that a State should have to subordinate this power, this taxing power, just because another State, exercising an equally legitimate taxing power, but on a very distinct ground, is taxing a portion of that income merely because it was earned within that State's borders.</text>",2014
