Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year,label,skill_labels_raw
34267,2022.21-1449-t01,petitioner,Amy Coney Barrett,"You know, and so the government points out that, you know, the -- the standard for a motion to dismiss assumes the facts are true, that the Board here is engaged in some factual discovery, and -- and showed that maybe it's not as clear-cut as it might reflect on the pleadings. So can you address that?","<speaker>Noel J. Francisco</speaker><text>Mr. Chief Justice, and may it please the Court: The Court and the Board have long recognized that the intentional destruction of an employer's property in the course of a labor dispute is not protected concerted activity. That's why steelworkers can't walk out in the middle of a molten iron pour. It's why federal security guards can't leave their posts in the middle of a terrorist threat. It's why a ferryboat crew can't drive their boat out into the middle of the river and abandon ship. And it's why in this very case the government agrees that the conduct alleged in this complaint isn't even arguably protected. The more substantial question then is, who gets to decide whether the facts alleged in the complaint are true? The state court or the Board? This Court answered that question in Bill Johnson's. If the facts alleged aren't even arguably protected, then the court decides the facts. If the allegations are true, it can award relief. And if they're not, the claim fails, either because it's preempted or because it fails under state law. This division of authority makes sense. Garmon held that the Board's interests in ensuring a uniform legal interpretation of the statute is sufficient to override the state's interests in adjudicating state tort claims, but it doesn't have a similar interest in resolving the facts. So, if the complaint alleges clearly unprotected conduct and the only issue is whether those allegations are true, the state court gets first crack at resolving the facts. That's probably why in this very case the regional director didn't even file his complaint until after the Washington Supreme Court's decision, instead of at the outset, which, under the union's view, would have prevented four years of wasteful litigation. The Court should therefore reverse the decision below and allow the state courts to adjudicate Glacier's non-preempted state court complaint. And I'd be happy to address any questions Your Honors may have.</text>",2022,coherent,"{
    ""property"": ""requesting_clarification_on_evidentiary_standards"",
    ""reasoning"": ""The question asks the speaker to address the government's point regarding the standard for a motion to dismiss and the Board's factual discovery, indicating that the facts may not be as clear-cut as initially presented, and seeks clarification on how this affects the speaker's argument.""
}"
34269,2022.21-1449-t01,petitioner,Elena Kagan,"Why -- why is it that there is such a sharp distinction in your mind between the legal questions and the factual questions? I mean, I suspect, in most of these cases, what is going to happen in the end is that it's going -- the critical question is going to be a mixed question of law and fact, and the -- whoever is the decisionmaker is going to have to figure out what the appropriate law is and is going to have to figure out what the appropriate facts are --","<speaker>Noel J. Francisco</speaker><text>Mr. Chief Justice, and may it please the Court: The Court and the Board have long recognized that the intentional destruction of an employer's property in the course of a labor dispute is not protected concerted activity. That's why steelworkers can't walk out in the middle of a molten iron pour. It's why federal security guards can't leave their posts in the middle of a terrorist threat. It's why a ferryboat crew can't drive their boat out into the middle of the river and abandon ship. And it's why in this very case the government agrees that the conduct alleged in this complaint isn't even arguably protected. The more substantial question then is, who gets to decide whether the facts alleged in the complaint are true? The state court or the Board? This Court answered that question in Bill Johnson's. If the facts alleged aren't even arguably protected, then the court decides the facts. If the allegations are true, it can award relief. And if they're not, the claim fails, either because it's preempted or because it fails under state law. This division of authority makes sense. Garmon held that the Board's interests in ensuring a uniform legal interpretation of the statute is sufficient to override the state's interests in adjudicating state tort claims, but it doesn't have a similar interest in resolving the facts. So, if the complaint alleges clearly unprotected conduct and the only issue is whether those allegations are true, the state court gets first crack at resolving the facts. That's probably why in this very case the regional director didn't even file his complaint until after the Washington Supreme Court's decision, instead of at the outset, which, under the union's view, would have prevented four years of wasteful litigation. The Court should therefore reverse the decision below and allow the state courts to adjudicate Glacier's non-preempted state court complaint. And I'd be happy to address any questions Your Honors may have.</text>",2022,coherent,"{
    ""property"": ""challenging_theORY_distinction_between_legal_and_factual_questions"",
    ""reasoning"": ""The question disputes the speaker's clear separation between legal and factual questions, suggesting that in practice, the distinction may not be so sharp, and that decision-makers will often have to consider a mix of both.""
}"
34270,2022.21-1449-t01,petitioner,Ketanji Brown Jackson,"-- there was not a Garmon issue in Bill Johnson, right?","<speaker>Noel J. Francisco</speaker><text>Mr. Chief Justice, and may it please the Court: The Court and the Board have long recognized that the intentional destruction of an employer's property in the course of a labor dispute is not protected concerted activity. That's why steelworkers can't walk out in the middle of a molten iron pour. It's why federal security guards can't leave their posts in the middle of a terrorist threat. It's why a ferryboat crew can't drive their boat out into the middle of the river and abandon ship. And it's why in this very case the government agrees that the conduct alleged in this complaint isn't even arguably protected. The more substantial question then is, who gets to decide whether the facts alleged in the complaint are true? The state court or the Board? This Court answered that question in Bill Johnson's. If the facts alleged aren't even arguably protected, then the court decides the facts. If the allegations are true, it can award relief. And if they're not, the claim fails, either because it's preempted or because it fails under state law. This division of authority makes sense. Garmon held that the Board's interests in ensuring a uniform legal interpretation of the statute is sufficient to override the state's interests in adjudicating state tort claims, but it doesn't have a similar interest in resolving the facts. So, if the complaint alleges clearly unprotected conduct and the only issue is whether those allegations are true, the state court gets first crack at resolving the facts. That's probably why in this very case the regional director didn't even file his complaint until after the Washington Supreme Court's decision, instead of at the outset, which, under the union's view, would have prevented four years of wasteful litigation. The Court should therefore reverse the decision below and allow the state courts to adjudicate Glacier's non-preempted state court complaint. And I'd be happy to address any questions Your Honors may have.</text>",2022,coherent,"{
    ""property"": ""clarifying_precedent"",
    ""reasoning"": ""The question seeks to clarify whether a specific precedent (Garmon) was at issue in another case (Bill Johnson), which is relevant to the current argument about jurisdiction and the division of authority between state courts and the Board.""
}"
34271,2022.21-1449-t01,petitioner,Ketanji Brown Jackson,"Could a state court decide -- if this was sent back to them, could the state court say what Justice Sotomayor suggested, which is now that we have a pending complaint, we're going to step aside, either as a matter of abstention or whatever?","<speaker>Noel J. Francisco</speaker><text>Mr. Chief Justice, and may it please the Court: The Court and the Board have long recognized that the intentional destruction of an employer's property in the course of a labor dispute is not protected concerted activity. That's why steelworkers can't walk out in the middle of a molten iron pour. It's why federal security guards can't leave their posts in the middle of a terrorist threat. It's why a ferryboat crew can't drive their boat out into the middle of the river and abandon ship. And it's why in this very case the government agrees that the conduct alleged in this complaint isn't even arguably protected. The more substantial question then is, who gets to decide whether the facts alleged in the complaint are true? The state court or the Board? This Court answered that question in Bill Johnson's. If the facts alleged aren't even arguably protected, then the court decides the facts. If the allegations are true, it can award relief. And if they're not, the claim fails, either because it's preempted or because it fails under state law. This division of authority makes sense. Garmon held that the Board's interests in ensuring a uniform legal interpretation of the statute is sufficient to override the state's interests in adjudicating state tort claims, but it doesn't have a similar interest in resolving the facts. So, if the complaint alleges clearly unprotected conduct and the only issue is whether those allegations are true, the state court gets first crack at resolving the facts. That's probably why in this very case the regional director didn't even file his complaint until after the Washington Supreme Court's decision, instead of at the outset, which, under the union's view, would have prevented four years of wasteful litigation. The Court should therefore reverse the decision below and allow the state courts to adjudicate Glacier's non-preempted state court complaint. And I'd be happy to address any questions Your Honors may have.</text>",2022,coherent,"{
    ""property"": ""evaluating_procedural_outcomes"",
    ""reasoning"": ""The question explores potential procedural consequences of sending the case back to the state court, specifically whether the state court could decide to abstain or step aside due to the pending complaint before the Board.""
}"
34272,2022.21-1449-t01,petitioner,Ketanji Brown Jackson,"That's not what we'd be saying. We'd be -- we're talking about preemption here, meaning does the federal court -- or does the federal law preclude the state. What I'm asking is, fine, we say -- even if we agree with you that Garmon preemption apply -- does not apply and, therefore, we return it to the state, could the state say, in light of the fact that the Board is now considering this, we are going to abstain?","<speaker>Noel J. Francisco</speaker><text>Mr. Chief Justice, and may it please the Court: The Court and the Board have long recognized that the intentional destruction of an employer's property in the course of a labor dispute is not protected concerted activity. That's why steelworkers can't walk out in the middle of a molten iron pour. It's why federal security guards can't leave their posts in the middle of a terrorist threat. It's why a ferryboat crew can't drive their boat out into the middle of the river and abandon ship. And it's why in this very case the government agrees that the conduct alleged in this complaint isn't even arguably protected. The more substantial question then is, who gets to decide whether the facts alleged in the complaint are true? The state court or the Board? This Court answered that question in Bill Johnson's. If the facts alleged aren't even arguably protected, then the court decides the facts. If the allegations are true, it can award relief. And if they're not, the claim fails, either because it's preempted or because it fails under state law. This division of authority makes sense. Garmon held that the Board's interests in ensuring a uniform legal interpretation of the statute is sufficient to override the state's interests in adjudicating state tort claims, but it doesn't have a similar interest in resolving the facts. So, if the complaint alleges clearly unprotected conduct and the only issue is whether those allegations are true, the state court gets first crack at resolving the facts. That's probably why in this very case the regional director didn't even file his complaint until after the Washington Supreme Court's decision, instead of at the outset, which, under the union's view, would have prevented four years of wasteful litigation. The Court should therefore reverse the decision below and allow the state courts to adjudicate Glacier's non-preempted state court complaint. And I'd be happy to address any questions Your Honors may have.</text>",2022,coherent,"{
    ""property"": ""considering_alternative_outcomes"",
    ""reasoning"": ""The question explores a possible alternative outcome, even if the court agrees with the argument presented, specifically whether the state could abstain from deciding the case if the Board is considering it, thereby evaluating the potential consequences of the court's decision.""
}"
34274,2022.21-1449-t01,petitioner,Clarence Thomas,"The -- but going back to your point about the determination of a preemption -- of preemption, is there any case similar to this? I mean, we've had field preemption, obstacle --","<speaker>Noel J. Francisco</speaker><text>Mr. Chief Justice, and may it please the Court: The Court and the Board have long recognized that the intentional destruction of an employer's property in the course of a labor dispute is not protected concerted activity. That's why steelworkers can't walk out in the middle of a molten iron pour. It's why federal security guards can't leave their posts in the middle of a terrorist threat. It's why a ferryboat crew can't drive their boat out into the middle of the river and abandon ship. And it's why in this very case the government agrees that the conduct alleged in this complaint isn't even arguably protected. The more substantial question then is, who gets to decide whether the facts alleged in the complaint are true? The state court or the Board? This Court answered that question in Bill Johnson's. If the facts alleged aren't even arguably protected, then the court decides the facts. If the allegations are true, it can award relief. And if they're not, the claim fails, either because it's preempted or because it fails under state law. This division of authority makes sense. Garmon held that the Board's interests in ensuring a uniform legal interpretation of the statute is sufficient to override the state's interests in adjudicating state tort claims, but it doesn't have a similar interest in resolving the facts. So, if the complaint alleges clearly unprotected conduct and the only issue is whether those allegations are true, the state court gets first crack at resolving the facts. That's probably why in this very case the regional director didn't even file his complaint until after the Washington Supreme Court's decision, instead of at the outset, which, under the union's view, would have prevented four years of wasteful litigation. The Court should therefore reverse the decision below and allow the state courts to adjudicate Glacier's non-preempted state court complaint. And I'd be happy to address any questions Your Honors may have.</text>",2022,coherent,"{
    ""property"": ""eliciting_precedent_comparison"",
    ""reasoning"": ""The question asks the speaker to identify a similar case to the one at hand, specifically in the context of preemption, in order to understand how the court has handled similar situations in the past. This suggests that the justice is seeking to establish a basis for comparison and understand how the speaker's argument fits into the broader landscape of preemption cases.""
}"
34276,2022.21-1449-t01,petitioner,Sonia Sotomayor,"I -- I'm a little confused. This was decided on a motion to dismiss, correct?","<speaker>Noel J. Francisco</speaker><text>Mr. Chief Justice, and may it please the Court: The Court and the Board have long recognized that the intentional destruction of an employer's property in the course of a labor dispute is not protected concerted activity. That's why steelworkers can't walk out in the middle of a molten iron pour. It's why federal security guards can't leave their posts in the middle of a terrorist threat. It's why a ferryboat crew can't drive their boat out into the middle of the river and abandon ship. And it's why in this very case the government agrees that the conduct alleged in this complaint isn't even arguably protected. The more substantial question then is, who gets to decide whether the facts alleged in the complaint are true? The state court or the Board? This Court answered that question in Bill Johnson's. If the facts alleged aren't even arguably protected, then the court decides the facts. If the allegations are true, it can award relief. And if they're not, the claim fails, either because it's preempted or because it fails under state law. This division of authority makes sense. Garmon held that the Board's interests in ensuring a uniform legal interpretation of the statute is sufficient to override the state's interests in adjudicating state tort claims, but it doesn't have a similar interest in resolving the facts. So, if the complaint alleges clearly unprotected conduct and the only issue is whether those allegations are true, the state court gets first crack at resolving the facts. That's probably why in this very case the regional director didn't even file his complaint until after the Washington Supreme Court's decision, instead of at the outset, which, under the union's view, would have prevented four years of wasteful litigation. The Court should therefore reverse the decision below and allow the state courts to adjudicate Glacier's non-preempted state court complaint. And I'd be happy to address any questions Your Honors may have.</text>",2022,coherent,"{
    ""property"": ""clarifying_procedural_facts"",
    ""reasoning"": ""The question seeks to confirm a specific detail about the case, namely the procedural posture in which the decision was made, to better understand the context of the argument.""
}"
34279,2022.21-1449-t01,petitioner,Sonia Sotomayor,"-- or something. But then what happens, as occurred here, less than a month later, the Board files a complaint. You seem to be suggesting that that's irrelevant. And why is that? Why can't that provide the basis for the district -- for the court to say: Hmm, I see the facts as alleged by the NLRB. If the facts aren't that way, then this is -- satisfies Garmon and this is arguably protected?","<speaker>Noel J. Francisco</speaker><text>Mr. Chief Justice, and may it please the Court: The Court and the Board have long recognized that the intentional destruction of an employer's property in the course of a labor dispute is not protected concerted activity. That's why steelworkers can't walk out in the middle of a molten iron pour. It's why federal security guards can't leave their posts in the middle of a terrorist threat. It's why a ferryboat crew can't drive their boat out into the middle of the river and abandon ship. And it's why in this very case the government agrees that the conduct alleged in this complaint isn't even arguably protected. The more substantial question then is, who gets to decide whether the facts alleged in the complaint are true? The state court or the Board? This Court answered that question in Bill Johnson's. If the facts alleged aren't even arguably protected, then the court decides the facts. If the allegations are true, it can award relief. And if they're not, the claim fails, either because it's preempted or because it fails under state law. This division of authority makes sense. Garmon held that the Board's interests in ensuring a uniform legal interpretation of the statute is sufficient to override the state's interests in adjudicating state tort claims, but it doesn't have a similar interest in resolving the facts. So, if the complaint alleges clearly unprotected conduct and the only issue is whether those allegations are true, the state court gets first crack at resolving the facts. That's probably why in this very case the regional director didn't even file his complaint until after the Washington Supreme Court's decision, instead of at the outset, which, under the union's view, would have prevented four years of wasteful litigation. The Court should therefore reverse the decision below and allow the state courts to adjudicate Glacier's non-preempted state court complaint. And I'd be happy to address any questions Your Honors may have.</text>",2022,coherent,"{
    ""property"": ""challenging_exception_to_general_rule"",
    ""reasoning"": ""The question challenges the general rule proposed by the speaker that the state court decides the facts when the allegations are not arguably protected, by introducing an exception where the Board files a complaint later, and asking why this exception shouldn't change the court's approach to evaluating the facts and applying Garmon.""
}"
34280,2022.21-1449-t01,petitioner,Elena Kagan,"I see. But, to go back then to Justice Sotomayor's question, if the Board now has done an investigation into this matter and has a different view of the facts than -- than your client has, what is the relevance of that in the state court proceeding? I would think, as Justice Sotomayor was suggesting, that that's where -- well, it -- it becomes appropriate to say no, now, you know, something has changed.","<speaker>Noel J. Francisco</speaker><text>Mr. Chief Justice, and may it please the Court: The Court and the Board have long recognized that the intentional destruction of an employer's property in the course of a labor dispute is not protected concerted activity. That's why steelworkers can't walk out in the middle of a molten iron pour. It's why federal security guards can't leave their posts in the middle of a terrorist threat. It's why a ferryboat crew can't drive their boat out into the middle of the river and abandon ship. And it's why in this very case the government agrees that the conduct alleged in this complaint isn't even arguably protected. The more substantial question then is, who gets to decide whether the facts alleged in the complaint are true? The state court or the Board? This Court answered that question in Bill Johnson's. If the facts alleged aren't even arguably protected, then the court decides the facts. If the allegations are true, it can award relief. And if they're not, the claim fails, either because it's preempted or because it fails under state law. This division of authority makes sense. Garmon held that the Board's interests in ensuring a uniform legal interpretation of the statute is sufficient to override the state's interests in adjudicating state tort claims, but it doesn't have a similar interest in resolving the facts. So, if the complaint alleges clearly unprotected conduct and the only issue is whether those allegations are true, the state court gets first crack at resolving the facts. That's probably why in this very case the regional director didn't even file his complaint until after the Washington Supreme Court's decision, instead of at the outset, which, under the union's view, would have prevented four years of wasteful litigation. The Court should therefore reverse the decision below and allow the state courts to adjudicate Glacier's non-preempted state court complaint. And I'd be happy to address any questions Your Honors may have.</text>",2022,coherent,"{
    ""property"": ""considering_alternative_factual_perspectives"",
    ""reasoning"": ""The question explores how the Board's investigation and potentially differing view of the facts might impact the state court proceeding, suggesting that the justice is considering alternative perspectives on the facts and how they might alter the outcome.""
}"
34281,2022.21-1449-t01,petitioner,Neil Gorsuch,What's at stake in allowing state courts to proceed in the ordinary course as -- as you're talking about?,"<speaker>Noel J. Francisco</speaker><text>Mr. Chief Justice, and may it please the Court: The Court and the Board have long recognized that the intentional destruction of an employer's property in the course of a labor dispute is not protected concerted activity. That's why steelworkers can't walk out in the middle of a molten iron pour. It's why federal security guards can't leave their posts in the middle of a terrorist threat. It's why a ferryboat crew can't drive their boat out into the middle of the river and abandon ship. And it's why in this very case the government agrees that the conduct alleged in this complaint isn't even arguably protected. The more substantial question then is, who gets to decide whether the facts alleged in the complaint are true? The state court or the Board? This Court answered that question in Bill Johnson's. If the facts alleged aren't even arguably protected, then the court decides the facts. If the allegations are true, it can award relief. And if they're not, the claim fails, either because it's preempted or because it fails under state law. This division of authority makes sense. Garmon held that the Board's interests in ensuring a uniform legal interpretation of the statute is sufficient to override the state's interests in adjudicating state tort claims, but it doesn't have a similar interest in resolving the facts. So, if the complaint alleges clearly unprotected conduct and the only issue is whether those allegations are true, the state court gets first crack at resolving the facts. That's probably why in this very case the regional director didn't even file his complaint until after the Washington Supreme Court's decision, instead of at the outset, which, under the union's view, would have prevented four years of wasteful litigation. The Court should therefore reverse the decision below and allow the state courts to adjudicate Glacier's non-preempted state court complaint. And I'd be happy to address any questions Your Honors may have.</text>",2022,coherent,"{
    ""property"": ""clarifying_argument_implications"",
    ""reasoning"": ""The question seeks to understand the potential consequences or outcomes of the argument presented by Noel J. Francisco, specifically what is at stake if state courts are allowed to proceed in the ordinary course. This requires the speaker to elaborate on the implications of their argument and provide further clarification.""
}"
34283,2022.21-1449-t01,petitioner,Neil Gorsuch,"-- extend. I think that was out of Garmon itself. Does it extend so far as to require a hiatus of a state court proceeding even when the pleadings are arguably outside of the statute? And I guess I'm wondering, do you -- do you -- do you still pursue the -- the suggestion that we ought to rethink Garmon?","<speaker>Noel J. Francisco</speaker><text>Mr. Chief Justice, and may it please the Court: The Court and the Board have long recognized that the intentional destruction of an employer's property in the course of a labor dispute is not protected concerted activity. That's why steelworkers can't walk out in the middle of a molten iron pour. It's why federal security guards can't leave their posts in the middle of a terrorist threat. It's why a ferryboat crew can't drive their boat out into the middle of the river and abandon ship. And it's why in this very case the government agrees that the conduct alleged in this complaint isn't even arguably protected. The more substantial question then is, who gets to decide whether the facts alleged in the complaint are true? The state court or the Board? This Court answered that question in Bill Johnson's. If the facts alleged aren't even arguably protected, then the court decides the facts. If the allegations are true, it can award relief. And if they're not, the claim fails, either because it's preempted or because it fails under state law. This division of authority makes sense. Garmon held that the Board's interests in ensuring a uniform legal interpretation of the statute is sufficient to override the state's interests in adjudicating state tort claims, but it doesn't have a similar interest in resolving the facts. So, if the complaint alleges clearly unprotected conduct and the only issue is whether those allegations are true, the state court gets first crack at resolving the facts. That's probably why in this very case the regional director didn't even file his complaint until after the Washington Supreme Court's decision, instead of at the outset, which, under the union's view, would have prevented four years of wasteful litigation. The Court should therefore reverse the decision below and allow the state courts to adjudicate Glacier's non-preempted state court complaint. And I'd be happy to address any questions Your Honors may have.</text>",2022,coherent,"{
    ""property"": ""evaluating_precedent_application_and_scope"",
    ""reasoning"": ""The question examines the extent to which the precedent set by Garmon applies, specifically whether it requires a state court proceeding to be halted even when the pleadings may be outside the scope of the statute. Additionally, the question inquires about the possibility of reevaluating the Garmon precedent, which demonstrates an interest in exploring the boundaries and implications of the existing legal framework.""
}"
