Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year,label,skill_labels_raw
26222,2023.22-1218-t01,respondent,Ketanji Brown Jackson," But, if the case is dismissed, they would have to actually file a  new action with the fee and everything else to open up that case to  --which they, by the way, though t should have been in court to begin with because, in my hypothetical, that's where they brought it originally. Why isn't that more burdensome for the overall system than to just allow the district court to put this on a list somewhere and, if the plaintiff wins, be able to entertain a motion for confirmation?","<speaker>E. Joshua Rosenkranz</speaker><text> Thank you, Mr. Chief Justice, and may it please the Court:  When Congress directed courts to stay the trial of a case in deference to arbitration, it meant stop the litigation in court. It did not mean you must retain jurisdiction. It did not mean never dismiss, no matter how clear it is that the case will never come back to court. I get that modern lawyers often think of stays and dismissals as two completely distinct animals, but when Congress passed Section 3 a hundred years ago, Congress would not have drawn that stark a distinction. The drafters would have understood that a dismissal was one way to stay a litigation. When Congress intended that a court retain jurisdiction, it used those words in Section 8. Even if that is not the best understanding, this Court should accept it as long as it's plausible. Courts generally have the discretion to dismiss cases without prejudice when no one is asking them to do anything here and now and when another forum is actively adjudicating the case. If Congress wants to revoke that inherent power, it's got to do it clearly, and as Mr. Geyser said, Congress did nothing clearly in this statute. Congress did not issue such a clear direction. Congress does not even mention requiring ongoing jurisdiction. It does not even prohibit dismissing. Congress passed  Section 3 to enforce contractual obligations to arbitrate and to avoid parallel litigation in court, not to encourage parallel litigation and reward plaintiffs who violate their contracts by suing in court. I welcome the Court's questions.</text>",2023,coherent,"{
    ""property"": ""assessing_procedural_implications"",
    ""reasoning"": ""The question examines the potential procedural consequences of dismissing a case versus staying it, specifically in terms of the burden on the plaintiff and the overall court system.""
}"
26223,2023.22-1218-t01,respondent,Ketanji Brown Jackson," You have to pay, don't you?  I mean, you'd have to file a new action. Like, we paid -- the plaintiff says I  paid on day one because I brought this in court and it was whatever the filing fee is. My case got shunted to arbitration. I win. And now you're saying I have to pay another $500  to --","<speaker>E. Joshua Rosenkranz</speaker><text> Thank you, Mr. Chief Justice, and may it please the Court:  When Congress directed courts to stay the trial of a case in deference to arbitration, it meant stop the litigation in court. It did not mean you must retain jurisdiction. It did not mean never dismiss, no matter how clear it is that the case will never come back to court. I get that modern lawyers often think of stays and dismissals as two completely distinct animals, but when Congress passed Section 3 a hundred years ago, Congress would not have drawn that stark a distinction. The drafters would have understood that a dismissal was one way to stay a litigation. When Congress intended that a court retain jurisdiction, it used those words in Section 8. Even if that is not the best understanding, this Court should accept it as long as it's plausible. Courts generally have the discretion to dismiss cases without prejudice when no one is asking them to do anything here and now and when another forum is actively adjudicating the case. If Congress wants to revoke that inherent power, it's got to do it clearly, and as Mr. Geyser said, Congress did nothing clearly in this statute. Congress did not issue such a clear direction. Congress does not even mention requiring ongoing jurisdiction. It does not even prohibit dismissing. Congress passed  Section 3 to enforce contractual obligations to arbitrate and to avoid parallel litigation in court, not to encourage parallel litigation and reward plaintiffs who violate their contracts by suing in court. I welcome the Court's questions.</text>",2023,coherent,"{
    ""property"": ""highlighting_practical_implications_for_litigants"",
    ""reasoning"": ""The question draws attention to the potential financial burden on a plaintiff who wins in arbitration but may need to file a new action in court, thereby incurring additional costs such as filing fees.""
}"
26224,2023.22-1218-t01,respondent,"John G. Roberts, Jr."," You're saying that it's more trouble to let the thing just sit there than to file a new action, right?  I mean you're saying:  Well, even if it -- even if it's just a stay, you know, it's just sitting there but they've got to keep track of it and whatever and saying the alternative is, file a new lawsuit. It seems to me that the alternative would be a lot more burdensome than just --","<speaker>E. Joshua Rosenkranz</speaker><text> Thank you, Mr. Chief Justice, and may it please the Court:  When Congress directed courts to stay the trial of a case in deference to arbitration, it meant stop the litigation in court. It did not mean you must retain jurisdiction. It did not mean never dismiss, no matter how clear it is that the case will never come back to court. I get that modern lawyers often think of stays and dismissals as two completely distinct animals, but when Congress passed Section 3 a hundred years ago, Congress would not have drawn that stark a distinction. The drafters would have understood that a dismissal was one way to stay a litigation. When Congress intended that a court retain jurisdiction, it used those words in Section 8. Even if that is not the best understanding, this Court should accept it as long as it's plausible. Courts generally have the discretion to dismiss cases without prejudice when no one is asking them to do anything here and now and when another forum is actively adjudicating the case. If Congress wants to revoke that inherent power, it's got to do it clearly, and as Mr. Geyser said, Congress did nothing clearly in this statute. Congress did not issue such a clear direction. Congress does not even mention requiring ongoing jurisdiction. It does not even prohibit dismissing. Congress passed  Section 3 to enforce contractual obligations to arbitrate and to avoid parallel litigation in court, not to encourage parallel litigation and reward plaintiffs who violate their contracts by suing in court. I welcome the Court's questions.</text>",2023,coherent,"{
    ""property"": ""challenging_practical_implications"",
    ""reasoning"": ""The question challenges the practical implications of the speaker's argument, suggesting that the proposed solution (dismissing the case instead of staying it) might be more burdensome than the alternative, and asking the speaker to clarify or justify their position.""
}"
26225,2023.22-1218-t01,respondent,Elena Kagan," Just  --just before you get back to the language, I mean, mightn't the statute of limitations have run if you have to file a new action but the statute of limitations has run in the meantime?  There's no  tolling of the statute of limitations in the circumstance that you're talking about, is there?","<speaker>E. Joshua Rosenkranz</speaker><text> Thank you, Mr. Chief Justice, and may it please the Court:  When Congress directed courts to stay the trial of a case in deference to arbitration, it meant stop the litigation in court. It did not mean you must retain jurisdiction. It did not mean never dismiss, no matter how clear it is that the case will never come back to court. I get that modern lawyers often think of stays and dismissals as two completely distinct animals, but when Congress passed Section 3 a hundred years ago, Congress would not have drawn that stark a distinction. The drafters would have understood that a dismissal was one way to stay a litigation. When Congress intended that a court retain jurisdiction, it used those words in Section 8. Even if that is not the best understanding, this Court should accept it as long as it's plausible. Courts generally have the discretion to dismiss cases without prejudice when no one is asking them to do anything here and now and when another forum is actively adjudicating the case. If Congress wants to revoke that inherent power, it's got to do it clearly, and as Mr. Geyser said, Congress did nothing clearly in this statute. Congress did not issue such a clear direction. Congress does not even mention requiring ongoing jurisdiction. It does not even prohibit dismissing. Congress passed  Section 3 to enforce contractual obligations to arbitrate and to avoid parallel litigation in court, not to encourage parallel litigation and reward plaintiffs who violate their contracts by suing in court. I welcome the Court's questions.</text>",2023,coherent,"{
    ""property"": ""identifying_potential_procedural_obstacles"",
    ""reasoning"": ""The question highlights a potential procedural issue that may arise from the argument presented, specifically the possibility of a statute of limitations running out if a new action needs to be filed, and there is no tolling of the statute of limitations in this circumstance.""
}"
26226,2023.22-1218-t01,respondent,Ketanji Brown Jackson," Counsel, how is that argument consistent with the lang uage that Justice Sotomayor puts forward?  I mean, I understand your point about the overwhelming likelihood is that it's not coming back, but the statute says ""stay until,"" so at least Congress thought that it could come back, right?","<speaker>E. Joshua Rosenkranz</speaker><text> Thank you, Mr. Chief Justice, and may it please the Court:  When Congress directed courts to stay the trial of a case in deference to arbitration, it meant stop the litigation in court. It did not mean you must retain jurisdiction. It did not mean never dismiss, no matter how clear it is that the case will never come back to court. I get that modern lawyers often think of stays and dismissals as two completely distinct animals, but when Congress passed Section 3 a hundred years ago, Congress would not have drawn that stark a distinction. The drafters would have understood that a dismissal was one way to stay a litigation. When Congress intended that a court retain jurisdiction, it used those words in Section 8. Even if that is not the best understanding, this Court should accept it as long as it's plausible. Courts generally have the discretion to dismiss cases without prejudice when no one is asking them to do anything here and now and when another forum is actively adjudicating the case. If Congress wants to revoke that inherent power, it's got to do it clearly, and as Mr. Geyser said, Congress did nothing clearly in this statute. Congress did not issue such a clear direction. Congress does not even mention requiring ongoing jurisdiction. It does not even prohibit dismissing. Congress passed  Section 3 to enforce contractual obligations to arbitrate and to avoid parallel litigation in court, not to encourage parallel litigation and reward plaintiffs who violate their contracts by suing in court. I welcome the Court's questions.</text>",2023,coherent,"{
    ""property"": ""challenging_statutory_interpretation"",
    ""reasoning"": ""The question challenges the counsel's interpretation of the statute, specifically Section 3, by pointing out the language 'stay until' which implies that Congress expected the litigation to potentially return to court, contradicting the counsel's argument that a dismissal is an appropriate way to stay a litigation.""
}"
26228,2023.22-1218-t01,respondent,Brett M. Kavanaugh," I thought ""until"" goes to the verb ""stay""?  Stay until.","<speaker>E. Joshua Rosenkranz</speaker><text> Thank you, Mr. Chief Justice, and may it please the Court:  When Congress directed courts to stay the trial of a case in deference to arbitration, it meant stop the litigation in court. It did not mean you must retain jurisdiction. It did not mean never dismiss, no matter how clear it is that the case will never come back to court. I get that modern lawyers often think of stays and dismissals as two completely distinct animals, but when Congress passed Section 3 a hundred years ago, Congress would not have drawn that stark a distinction. The drafters would have understood that a dismissal was one way to stay a litigation. When Congress intended that a court retain jurisdiction, it used those words in Section 8. Even if that is not the best understanding, this Court should accept it as long as it's plausible. Courts generally have the discretion to dismiss cases without prejudice when no one is asking them to do anything here and now and when another forum is actively adjudicating the case. If Congress wants to revoke that inherent power, it's got to do it clearly, and as Mr. Geyser said, Congress did nothing clearly in this statute. Congress did not issue such a clear direction. Congress does not even mention requiring ongoing jurisdiction. It does not even prohibit dismissing. Congress passed  Section 3 to enforce contractual obligations to arbitrate and to avoid parallel litigation in court, not to encourage parallel litigation and reward plaintiffs who violate their contracts by suing in court. I welcome the Court's questions.</text>",2023,coherent,"{
    ""property"": ""challenging_statutory_interpretation"",
    ""reasoning"": ""The question challenges the speaker's interpretation of the statutory language, specifically the meaning and application of the word 'until' in the context of Section 3, by suggesting a different understanding of the verb 'stay'.""
}"
26229,2023.22-1218-t01,respondent,Brett M. Kavanaugh," On your point about Congress's overall objective, if it's dismissed rather than stayed, then that opens up  the interlocutory appellate right, would Congress have wanted that?","<speaker>E. Joshua Rosenkranz</speaker><text> Thank you, Mr. Chief Justice, and may it please the Court:  When Congress directed courts to stay the trial of a case in deference to arbitration, it meant stop the litigation in court. It did not mean you must retain jurisdiction. It did not mean never dismiss, no matter how clear it is that the case will never come back to court. I get that modern lawyers often think of stays and dismissals as two completely distinct animals, but when Congress passed Section 3 a hundred years ago, Congress would not have drawn that stark a distinction. The drafters would have understood that a dismissal was one way to stay a litigation. When Congress intended that a court retain jurisdiction, it used those words in Section 8. Even if that is not the best understanding, this Court should accept it as long as it's plausible. Courts generally have the discretion to dismiss cases without prejudice when no one is asking them to do anything here and now and when another forum is actively adjudicating the case. If Congress wants to revoke that inherent power, it's got to do it clearly, and as Mr. Geyser said, Congress did nothing clearly in this statute. Congress did not issue such a clear direction. Congress does not even mention requiring ongoing jurisdiction. It does not even prohibit dismissing. Congress passed  Section 3 to enforce contractual obligations to arbitrate and to avoid parallel litigation in court, not to encourage parallel litigation and reward plaintiffs who violate their contracts by suing in court. I welcome the Court's questions.</text>",2023,coherent,"{
    ""property"": ""challenging_interpretation_via_congressional_intent"",
    ""reasoning"": ""The question tests the speaker's interpretation of Congress's objective by exploring the potential consequences of dismissal versus stay, specifically the impact on appellate rights, and whether that aligns with Congress's likely intent.""
}"
26770,2023.22-1008-t01,petitioner,Clarence Thomas, Do you have any examples of accrual cases or questions where the injury and the unlawful conduct are on different dates?,"<speaker>Bryan K. Weir</speaker><text> Mr. Chief Justice, and may it please the Court:  Corner Post opened for business in 2018. Since then, it's paid several hundred thousand dollars in debit card fees that it thinks are unlawful. But the government says that Corner Post's clock to challenge those fees actually started in 2011, seven years before Corner Post pumped a single gallon of gas. The government is wrong. Corner Post's clock started when it swiped its first debit card and paid its first fee. That is the right outcome here for three main reasons. First and most importantly, the text. Section 2401's limitations period starts when a claim ""first accrues.""  This Court has said that phrase means the clock starts only once a plaintiff can sue, and this Court has also said that an APA plaintiff can sue only once it's first harmed by regulation. We just want the  Court to apply those settled p rinciples. By contrast, the government wants a special rule that contradicts how accrual statutes have worked since at least the 1830s. That government-only carveout would convert Section 2401 into a repose -based statute like the Hobbs Act. But Congress knows exactly how to craft repose-based statutes when it wants to, and it hasn't done so for APA claims. Second, with no textual foothold, the government resorts to policy arguments. It says that siding with Corner Post will undermine reliance interests because it will let plaintiffs challenge rules that are older than six years. But challenges to those rules already happen all the time in the as-applied context, and the government ad mits that as-applied challenges have no time limit. Third, if Congress's textual choice leads to outcomes that the government doesn't like, this Court has said that those concerns should be addressed to Congress, not to this Court. This Court's role is simply to enforce  the value judgments that Congress has already made. We ask that it do so here. I welcome the Court's questions.</text>",2023,coherent,"{
    ""property"": ""seeking_analogous_precedents"",
    ""reasoning"": ""The question asks for examples of cases where the injury and unlawful conduct have different dates, which suggests the Justice is looking for analogous situations or precedents that can inform their understanding of the case at hand.""
}"
26772,2023.22-1008-t01,petitioner,Clarence Thomas, Where you  -- where the  -- the injury occurs long after the rule is adopted?,"<speaker>Bryan K. Weir</speaker><text> Mr. Chief Justice, and may it please the Court:  Corner Post opened for business in 2018. Since then, it's paid several hundred thousand dollars in debit card fees that it thinks are unlawful. But the government says that Corner Post's clock to challenge those fees actually started in 2011, seven years before Corner Post pumped a single gallon of gas. The government is wrong. Corner Post's clock started when it swiped its first debit card and paid its first fee. That is the right outcome here for three main reasons. First and most importantly, the text. Section 2401's limitations period starts when a claim ""first accrues.""  This Court has said that phrase means the clock starts only once a plaintiff can sue, and this Court has also said that an APA plaintiff can sue only once it's first harmed by regulation. We just want the  Court to apply those settled p rinciples. By contrast, the government wants a special rule that contradicts how accrual statutes have worked since at least the 1830s. That government-only carveout would convert Section 2401 into a repose -based statute like the Hobbs Act. But Congress knows exactly how to craft repose-based statutes when it wants to, and it hasn't done so for APA claims. Second, with no textual foothold, the government resorts to policy arguments. It says that siding with Corner Post will undermine reliance interests because it will let plaintiffs challenge rules that are older than six years. But challenges to those rules already happen all the time in the as-applied context, and the government ad mits that as-applied challenges have no time limit. Third, if Congress's textual choice leads to outcomes that the government doesn't like, this Court has said that those concerns should be addressed to Congress, not to this Court. This Court's role is simply to enforce  the value judgments that Congress has already made. We ask that it do so here. I welcome the Court's questions.</text>",2023,coherent,"{
    ""property"": ""exploring_exceptional_circumstances"",
    ""reasoning"": ""The question asks the lawyer to consider a specific scenario where the injury occurs long after the rule is adopted, which is an exceptional circumstance that might impact the application of the accrual statute. The question aims to test the lawyer's argument and its limits in such situations.""
}"
26774,2023.22-1008-t01,petitioner,Sonia Sotomayor," Counsel, there  -- there is something about this that plagues at the  back of my mind, which is, how can someone be injured who goes into a business knowing its structure?  Meaning this is the business that you've accepted. The rule was passed whatever number of years ago. There's no enforcement against you. I understand injury when the government's seeking to compel you to do something or to stop doing something. But there's no injury in my mind when you enter a business knowing its structure and accepting rules that have been final. So explain to me what makes sense in -- this has often been called a facial challenge as opposed to an as-applied challenge, and I think that for valid reasons, which is, if you go in, you accept the regulatory conditions of the business, and you're not burdened because you knew it going in.","<speaker>Bryan K. Weir</speaker><text> Mr. Chief Justice, and may it please the Court:  Corner Post opened for business in 2018. Since then, it's paid several hundred thousand dollars in debit card fees that it thinks are unlawful. But the government says that Corner Post's clock to challenge those fees actually started in 2011, seven years before Corner Post pumped a single gallon of gas. The government is wrong. Corner Post's clock started when it swiped its first debit card and paid its first fee. That is the right outcome here for three main reasons. First and most importantly, the text. Section 2401's limitations period starts when a claim ""first accrues.""  This Court has said that phrase means the clock starts only once a plaintiff can sue, and this Court has also said that an APA plaintiff can sue only once it's first harmed by regulation. We just want the  Court to apply those settled p rinciples. By contrast, the government wants a special rule that contradicts how accrual statutes have worked since at least the 1830s. That government-only carveout would convert Section 2401 into a repose -based statute like the Hobbs Act. But Congress knows exactly how to craft repose-based statutes when it wants to, and it hasn't done so for APA claims. Second, with no textual foothold, the government resorts to policy arguments. It says that siding with Corner Post will undermine reliance interests because it will let plaintiffs challenge rules that are older than six years. But challenges to those rules already happen all the time in the as-applied context, and the government ad mits that as-applied challenges have no time limit. Third, if Congress's textual choice leads to outcomes that the government doesn't like, this Court has said that those concerns should be addressed to Congress, not to this Court. This Court's role is simply to enforce  the value judgments that Congress has already made. We ask that it do so here. I welcome the Court's questions.</text>",2023,coherent,"{
    ""property"": ""understanding_injury_in_facial_challenges"",
    ""reasoning"": ""The question seeks to understand how a business can claim injury when it knowingly enters an industry with existing regulations and accepts those rules as part of the business structure. The justice is grappling with the concept of injury in the context of a facial challenge, where the business is not being compelled to do something or stop doing something, but rather is challenging the rule itself. The question requires the counsel to explain how injury can be established in such a scenario.""
}"
