Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year,label,skill_labels_raw
531,2021.20-1472-t01,petitioner,Sonia Sotomayor,"-- the Chief just said that ""matter"" referred to determination in his question, because that's logical, isn't it? ""Matter"" suggests a noun, and the closest antecedent noun is ""determination."" Yet -- and, in fact, if you read Section 6330(d)(3), it provides that the IRS appeals office shall retain jurisdiction with respect to any determination made under this section. So the statute by its own terms in another provision is making clear that jurisdiction is tied to determination, not petition. The 30-day period, the 30-day limitation, is tied to the petition, not to the determination, correct?","<speaker>Melissa Arbus Sherry</speaker><text>Mr. Chief Justice, and may it please the Court: This Court has repeatedly held that time limits are rarely jurisdictional and that if Congress wants to make them jurisdictional, it has to speak clearly. Section 6330(d)(1) does not have the needed clarity. The first clause reads like an ordinary statute of limitations. It says what the taxpayer may do, and it says nothing about the Tax Court's jurisdiction. The second clause does speak to jurisdiction, but the only reference back to the first is through the two words ""such matter."" Now we think ""such matter"" refers to a petition to the Tax Court for review of a CDP determination. The Commissioner agrees, but he says it also refers to the 30-day deadline to file that petition. Our reading is more natural. It stops at the closest reasonable antecedent, and it uses the word ""matter"" as it's ordinarily understood. The Commissioner's reading requires more work, and it requires this Court to treat the time limit the same as subject matter in the context of subject matter jurisdiction. If nothing else, it is far from clear. The statutory history resolves any doubt. As originally enacted, the same time limit governed the Tax Court and the district courts and it was not jurisdictional. The relevant language has not changed. It has to mean the same thing today as it did in 1998. Congress enacted this collection due process regime in order to protect taxpayers from IRS abuses. It would not have included a rare and harsh jurisdictional deadline to close those courthouse doors, let alone through a vague parenthetical reference to ""such matter."" And equitable tolling easily follows from that. That is the presumption, and it is not overcome here. The limitations period looks just like the one in Irwin, and it looks nothing like the deadlines in Brockamp. The CDP regime is remedial, and it is a place where equity finds a comfortable home. I welcome the Court's questions.</text>",2021,coherent,"{
    ""property"": ""clarifying_statutory_interpretation_through_contextual_analysis"",
    ""reasoning"": ""The question seeks to clarify the interpretation of the term 'matter' in the context of Section 6330(d)(1) by analyzing its relationship with other parts of the statute, such as Section 6330(d)(3), and considering the logical implications of different interpretations. It also examines the connection between jurisdiction, determination, and petition to better understand the statutory language.""
}"
532,2021.20-1472-t01,petitioner,"Samuel A. Alito, Jr.",Were you finished? What do you make of the fact that this reference to jurisdiction is in a parenthetical?,"<speaker>Melissa Arbus Sherry</speaker><text>Mr. Chief Justice, and may it please the Court: This Court has repeatedly held that time limits are rarely jurisdictional and that if Congress wants to make them jurisdictional, it has to speak clearly. Section 6330(d)(1) does not have the needed clarity. The first clause reads like an ordinary statute of limitations. It says what the taxpayer may do, and it says nothing about the Tax Court's jurisdiction. The second clause does speak to jurisdiction, but the only reference back to the first is through the two words ""such matter."" Now we think ""such matter"" refers to a petition to the Tax Court for review of a CDP determination. The Commissioner agrees, but he says it also refers to the 30-day deadline to file that petition. Our reading is more natural. It stops at the closest reasonable antecedent, and it uses the word ""matter"" as it's ordinarily understood. The Commissioner's reading requires more work, and it requires this Court to treat the time limit the same as subject matter in the context of subject matter jurisdiction. If nothing else, it is far from clear. The statutory history resolves any doubt. As originally enacted, the same time limit governed the Tax Court and the district courts and it was not jurisdictional. The relevant language has not changed. It has to mean the same thing today as it did in 1998. Congress enacted this collection due process regime in order to protect taxpayers from IRS abuses. It would not have included a rare and harsh jurisdictional deadline to close those courthouse doors, let alone through a vague parenthetical reference to ""such matter."" And equitable tolling easily follows from that. That is the presumption, and it is not overcome here. The limitations period looks just like the one in Irwin, and it looks nothing like the deadlines in Brockamp. The CDP regime is remedial, and it is a place where equity finds a comfortable home. I welcome the Court's questions.</text>",2021,coherent,"{
    ""property"": ""clarifying_statutory_interpretation"",
    ""reasoning"": ""The question seeks to clarify the speaker's interpretation of the statutory language, specifically how the parenthetical reference to jurisdiction affects their argument about the time limit not being jurisdictional.""
}"
533,2021.20-1472-t01,petitioner,Brett M. Kavanaugh,"Because I think this is somewhat different contextually than some of the other provisions we've had over the years because, here, if you miss the time limit, you're not boxed out entirely, as the government points out. You could pay and -- and sue for a refund. So there is that avenue for proceeding. And there's also -- maybe not applicable to this case, but in many of the cases covered by this -- also the opportunity for the -- the pre-assessment determination as well. So it seems to me contextually Congress has a scheme here where there are other paths for someone to proceed even if you miss the deadline. What's your response to that?","<speaker>Melissa Arbus Sherry</speaker><text>Mr. Chief Justice, and may it please the Court: This Court has repeatedly held that time limits are rarely jurisdictional and that if Congress wants to make them jurisdictional, it has to speak clearly. Section 6330(d)(1) does not have the needed clarity. The first clause reads like an ordinary statute of limitations. It says what the taxpayer may do, and it says nothing about the Tax Court's jurisdiction. The second clause does speak to jurisdiction, but the only reference back to the first is through the two words ""such matter."" Now we think ""such matter"" refers to a petition to the Tax Court for review of a CDP determination. The Commissioner agrees, but he says it also refers to the 30-day deadline to file that petition. Our reading is more natural. It stops at the closest reasonable antecedent, and it uses the word ""matter"" as it's ordinarily understood. The Commissioner's reading requires more work, and it requires this Court to treat the time limit the same as subject matter in the context of subject matter jurisdiction. If nothing else, it is far from clear. The statutory history resolves any doubt. As originally enacted, the same time limit governed the Tax Court and the district courts and it was not jurisdictional. The relevant language has not changed. It has to mean the same thing today as it did in 1998. Congress enacted this collection due process regime in order to protect taxpayers from IRS abuses. It would not have included a rare and harsh jurisdictional deadline to close those courthouse doors, let alone through a vague parenthetical reference to ""such matter."" And equitable tolling easily follows from that. That is the presumption, and it is not overcome here. The limitations period looks just like the one in Irwin, and it looks nothing like the deadlines in Brockamp. The CDP regime is remedial, and it is a place where equity finds a comfortable home. I welcome the Court's questions.</text>",2021,coherent,"{
    ""property"": ""evaluating_statutory_contextual_exceptions"",
    ""reasoning"": ""The question examines the context of the statute, considering alternative paths available to taxpayers if they miss the deadline, such as paying and suing for a refund or seeking a pre-assessment determination, to challenge the notion that the time limit should be considered jurisdictional.""
}"
535,2021.20-1472-t01,petitioner,Neil Gorsuch,"Ms. Sherry, if I -- if I might, speaking of equity, you -- you argue in the second part of your argument about -- about the necessity for equitable tolling here, how it's appropriate. And I understand your -- your -- your points about the -- the -- the statutory language. But we normally think of equitable tolling, I -- I thought, as a traditional common law rule that we don't assume Congress displaces lightly. It legislates against the backdrop of the common law. But, here, we don't have a court of law. The Tax Court, you can call it an Article I court, one might call it an Article II agency, but, whatever it is, it's not an Article III court. So to what extent does that presumption about the common law and rules applicable to courts transfer over, or do we even need to decide that question?","<speaker>Melissa Arbus Sherry</speaker><text>Mr. Chief Justice, and may it please the Court: This Court has repeatedly held that time limits are rarely jurisdictional and that if Congress wants to make them jurisdictional, it has to speak clearly. Section 6330(d)(1) does not have the needed clarity. The first clause reads like an ordinary statute of limitations. It says what the taxpayer may do, and it says nothing about the Tax Court's jurisdiction. The second clause does speak to jurisdiction, but the only reference back to the first is through the two words ""such matter."" Now we think ""such matter"" refers to a petition to the Tax Court for review of a CDP determination. The Commissioner agrees, but he says it also refers to the 30-day deadline to file that petition. Our reading is more natural. It stops at the closest reasonable antecedent, and it uses the word ""matter"" as it's ordinarily understood. The Commissioner's reading requires more work, and it requires this Court to treat the time limit the same as subject matter in the context of subject matter jurisdiction. If nothing else, it is far from clear. The statutory history resolves any doubt. As originally enacted, the same time limit governed the Tax Court and the district courts and it was not jurisdictional. The relevant language has not changed. It has to mean the same thing today as it did in 1998. Congress enacted this collection due process regime in order to protect taxpayers from IRS abuses. It would not have included a rare and harsh jurisdictional deadline to close those courthouse doors, let alone through a vague parenthetical reference to ""such matter."" And equitable tolling easily follows from that. That is the presumption, and it is not overcome here. The limitations period looks just like the one in Irwin, and it looks nothing like the deadlines in Brockamp. The CDP regime is remedial, and it is a place where equity finds a comfortable home. I welcome the Court's questions.</text>",2021,coherent,"{
    ""property"": ""challenging_application_of_presumption"",
    ""reasoning"": ""The question challenges the respondent's argument regarding the applicability of the presumption of equitable tolling in the context of the Tax Court, an Article I court. It requires the respondent to address the implications of the Tax Court's unique status on the assumption that Congress does not lightly displace traditional common law rules.""
}"
537,2021.20-1472-t01,petitioner,Neil Gorsuch,"But the bankruptcy one, I mean, they're adjuncts, right, to Article III, and, you know, at least they're somewhere knocking around, you know, one -- one could say. Here, there's no -- there's a lot less relationship to -- to -- to -- to Article III. But -- but -- but fine. Can you just address -- I got your point. It's a good one. The -- the second part of that question is, do we need to address whether equitable tolling exists, or do we need to merely allow for that possibility for the Tax Court to resolve that question?","<speaker>Melissa Arbus Sherry</speaker><text>Mr. Chief Justice, and may it please the Court: This Court has repeatedly held that time limits are rarely jurisdictional and that if Congress wants to make them jurisdictional, it has to speak clearly. Section 6330(d)(1) does not have the needed clarity. The first clause reads like an ordinary statute of limitations. It says what the taxpayer may do, and it says nothing about the Tax Court's jurisdiction. The second clause does speak to jurisdiction, but the only reference back to the first is through the two words ""such matter."" Now we think ""such matter"" refers to a petition to the Tax Court for review of a CDP determination. The Commissioner agrees, but he says it also refers to the 30-day deadline to file that petition. Our reading is more natural. It stops at the closest reasonable antecedent, and it uses the word ""matter"" as it's ordinarily understood. The Commissioner's reading requires more work, and it requires this Court to treat the time limit the same as subject matter in the context of subject matter jurisdiction. If nothing else, it is far from clear. The statutory history resolves any doubt. As originally enacted, the same time limit governed the Tax Court and the district courts and it was not jurisdictional. The relevant language has not changed. It has to mean the same thing today as it did in 1998. Congress enacted this collection due process regime in order to protect taxpayers from IRS abuses. It would not have included a rare and harsh jurisdictional deadline to close those courthouse doors, let alone through a vague parenthetical reference to ""such matter."" And equitable tolling easily follows from that. That is the presumption, and it is not overcome here. The limitations period looks just like the one in Irwin, and it looks nothing like the deadlines in Brockamp. The CDP regime is remedial, and it is a place where equity finds a comfortable home. I welcome the Court's questions.</text>",2021,coherent,"{
    ""property"": ""clarifying_procedural_implications"",
    ""reasoning"": ""The question seeks to understand the procedural implications of the Court's decision on equitable tolling in the context of the Tax Court, specifically whether the Court needs to address the issue of equitable tolling itself or if it can be left to the Tax Court to resolve.""
}"
539,2021.20-1472-t01,petitioner,Elena Kagan,Can I take you back to the jurisdictional question and just ask what would it take to convert this into a jurisdictional provision?,"<speaker>Melissa Arbus Sherry</speaker><text>Mr. Chief Justice, and may it please the Court: This Court has repeatedly held that time limits are rarely jurisdictional and that if Congress wants to make them jurisdictional, it has to speak clearly. Section 6330(d)(1) does not have the needed clarity. The first clause reads like an ordinary statute of limitations. It says what the taxpayer may do, and it says nothing about the Tax Court's jurisdiction. The second clause does speak to jurisdiction, but the only reference back to the first is through the two words ""such matter."" Now we think ""such matter"" refers to a petition to the Tax Court for review of a CDP determination. The Commissioner agrees, but he says it also refers to the 30-day deadline to file that petition. Our reading is more natural. It stops at the closest reasonable antecedent, and it uses the word ""matter"" as it's ordinarily understood. The Commissioner's reading requires more work, and it requires this Court to treat the time limit the same as subject matter in the context of subject matter jurisdiction. If nothing else, it is far from clear. The statutory history resolves any doubt. As originally enacted, the same time limit governed the Tax Court and the district courts and it was not jurisdictional. The relevant language has not changed. It has to mean the same thing today as it did in 1998. Congress enacted this collection due process regime in order to protect taxpayers from IRS abuses. It would not have included a rare and harsh jurisdictional deadline to close those courthouse doors, let alone through a vague parenthetical reference to ""such matter."" And equitable tolling easily follows from that. That is the presumption, and it is not overcome here. The limitations period looks just like the one in Irwin, and it looks nothing like the deadlines in Brockamp. The CDP regime is remedial, and it is a place where equity finds a comfortable home. I welcome the Court's questions.</text>",2021,coherent,"{
    ""property"": ""clarifying_statutory_requirements"",
    ""reasoning"": ""The question seeks to understand what specific language or requirements would be necessary for the provision to be considered jurisdictional, which is a key aspect of the jurisdictional question debated by the speaker.""
}"
541,2021.20-1472-t01,petitioner,"John G. Roberts, Jr.","But you're -- you're -- you're asking an awful lot of Congress when you say that, basically, the Tax Court shall have jurisdiction if it's at the first part of the sentence rather than in a parenthetical, it makes -- makes all the difference. And, you know, ""such matter,"" yes, it is not the clearest thing. Maybe it refers to such determination. Maybe it refers to the whole thing, the petition. File a petition in 30 days. That's the matter. And if that's the matter, then you lose, right? Because it's the petition that's filed within 30 days that it has jurisdiction over.","<speaker>Melissa Arbus Sherry</speaker><text>Mr. Chief Justice, and may it please the Court: This Court has repeatedly held that time limits are rarely jurisdictional and that if Congress wants to make them jurisdictional, it has to speak clearly. Section 6330(d)(1) does not have the needed clarity. The first clause reads like an ordinary statute of limitations. It says what the taxpayer may do, and it says nothing about the Tax Court's jurisdiction. The second clause does speak to jurisdiction, but the only reference back to the first is through the two words ""such matter."" Now we think ""such matter"" refers to a petition to the Tax Court for review of a CDP determination. The Commissioner agrees, but he says it also refers to the 30-day deadline to file that petition. Our reading is more natural. It stops at the closest reasonable antecedent, and it uses the word ""matter"" as it's ordinarily understood. The Commissioner's reading requires more work, and it requires this Court to treat the time limit the same as subject matter in the context of subject matter jurisdiction. If nothing else, it is far from clear. The statutory history resolves any doubt. As originally enacted, the same time limit governed the Tax Court and the district courts and it was not jurisdictional. The relevant language has not changed. It has to mean the same thing today as it did in 1998. Congress enacted this collection due process regime in order to protect taxpayers from IRS abuses. It would not have included a rare and harsh jurisdictional deadline to close those courthouse doors, let alone through a vague parenthetical reference to ""such matter."" And equitable tolling easily follows from that. That is the presumption, and it is not overcome here. The limitations period looks just like the one in Irwin, and it looks nothing like the deadlines in Brockamp. The CDP regime is remedial, and it is a place where equity finds a comfortable home. I welcome the Court's questions.</text>",2021,coherent,"{
    ""property"": ""challenging_interpretation_of_statutory_language"",
    ""reasoning"": ""The question challenges the speaker's interpretation of the statutory language, specifically the meaning of 'such matter' and how it relates to the Tax Court's jurisdiction, by offering an alternative interpretation and highlighting the ambiguity of the phrase.""
}"
543,2021.20-1472-t01,petitioner,"Samuel A. Alito, Jr.","It's pretty artificial to think that Congress actually intended anything on these issues, assuming that it can intend anything. So what we're left with is the language and maybe what we can infer from the nature of these proceedings that may or may not be subject to, on the one hand, a clear but harsh rule and, on the other hand, a more flexible rule that may lead to a lot of proceedings as to whether there was an equitable ground for tolling the statute of limitations. So what can you tell us about the nature of the proceeding and what might be inferred from it with respect to that issue?","<speaker>Melissa Arbus Sherry</speaker><text>Mr. Chief Justice, and may it please the Court: This Court has repeatedly held that time limits are rarely jurisdictional and that if Congress wants to make them jurisdictional, it has to speak clearly. Section 6330(d)(1) does not have the needed clarity. The first clause reads like an ordinary statute of limitations. It says what the taxpayer may do, and it says nothing about the Tax Court's jurisdiction. The second clause does speak to jurisdiction, but the only reference back to the first is through the two words ""such matter."" Now we think ""such matter"" refers to a petition to the Tax Court for review of a CDP determination. The Commissioner agrees, but he says it also refers to the 30-day deadline to file that petition. Our reading is more natural. It stops at the closest reasonable antecedent, and it uses the word ""matter"" as it's ordinarily understood. The Commissioner's reading requires more work, and it requires this Court to treat the time limit the same as subject matter in the context of subject matter jurisdiction. If nothing else, it is far from clear. The statutory history resolves any doubt. As originally enacted, the same time limit governed the Tax Court and the district courts and it was not jurisdictional. The relevant language has not changed. It has to mean the same thing today as it did in 1998. Congress enacted this collection due process regime in order to protect taxpayers from IRS abuses. It would not have included a rare and harsh jurisdictional deadline to close those courthouse doors, let alone through a vague parenthetical reference to ""such matter."" And equitable tolling easily follows from that. That is the presumption, and it is not overcome here. The limitations period looks just like the one in Irwin, and it looks nothing like the deadlines in Brockamp. The CDP regime is remedial, and it is a place where equity finds a comfortable home. I welcome the Court's questions.</text>",2021,coherent,"{
    ""property"": ""examining_statutory_context_and_inferences"",
    ""reasoning"": ""The question delves into the nature of the proceedings and what can be inferred from it regarding the application of either a clear but harsh rule or a more flexible rule with equitable tolling, given the ambiguity of Congressional intent and the importance of the statutory language and context.""
}"
545,2021.20-1472-t01,respondent,Clarence Thomas,"Mr. Bond, under current practices, are -- is this -- are these time limits ever tolled for any reason?","<speaker>Jonathan C. Bond</speaker><text>Mr. Chief Justice, and may it please the Court: Section 6330(d)(1) contains what most statutory deadlines lack: text that expressly addresses the Court's jurisdiction and ties it to the time limit for seeking review. The second clause states the -- the Tax Court shall have jurisdiction with respect to such matter. Petitioner agrees that ""such matter"" refers to the petition described in the first clause, which permits a person within 30 days to petition for review of a collection due process determination. And it is common ground that the Tax Court's jurisdiction is contingent on the filing of a petition described in the first clause. The narrow dispute is whether ""such matter"" refers to a petition that meets both of the first clause's requirements or selectively incorporates just one. The clear meaning of the text in context is that ""such matter"" refers to a petition that satisfies both. The first clause describes a single act, filing a petition that meets two criteria. And the time limit is embedded in the verb phrase. That is confirmed by paragraph (e)(1) at page 14a of our appendix, which undisputedly makes the Tax Court's jurisdiction to grant an injunction contingent on a timely petition. Petitioner cannot explain why Congress would make a timely petition a jurisdictional prerequisite to that remedy but not to the Court's authority to decide the case. The interlocking statutory structure and nearly a century of decisions addressing analogous Tax Court provisions reinforce that understanding. Petitioner's argument at bottom is that various non-jurisdictional readings can be posited. But none of them clouds the clear statement that Congress provided because none is ultimately tenable after all the interpretive tools are applied. But, at a minimum, the deadline is mandatory, not subject to ad hoc exceptions. If there are to be exceptions, they must come from Congress, which not only can strike a context-specific balance, as it has in other areas of the code, but also can address unintended spillover effects in a way that courts cannot. I welcome the Court's questions.</text>",2021,coherent,"{
    ""property"": ""understanding_current_practices_and_exceptions"",
    ""reasoning"": ""The question seeks to understand how the current practices and existing exceptions interact with the time limits in question, specifically whether they are ever tolled for any reason.""
}"
550,2021.20-1472-t01,respondent,Brett M. Kavanaugh,"On the statutory language, the fact that, as you say, there's a narrow dispute and there's reasonable arguments both ways about how to read the parenthetical, doesn't that, under our precedents going back 20 years or so now, kind of end the case? Because there has to be a clear statement, we have said, and we've been increasingly strict about that, and the fact that there's a reasonable debate about how to read the parenthetical, you can read it one way, you can read it the other, doesn't that just end it?","<speaker>Jonathan C. Bond</speaker><text>Mr. Chief Justice, and may it please the Court: Section 6330(d)(1) contains what most statutory deadlines lack: text that expressly addresses the Court's jurisdiction and ties it to the time limit for seeking review. The second clause states the -- the Tax Court shall have jurisdiction with respect to such matter. Petitioner agrees that ""such matter"" refers to the petition described in the first clause, which permits a person within 30 days to petition for review of a collection due process determination. And it is common ground that the Tax Court's jurisdiction is contingent on the filing of a petition described in the first clause. The narrow dispute is whether ""such matter"" refers to a petition that meets both of the first clause's requirements or selectively incorporates just one. The clear meaning of the text in context is that ""such matter"" refers to a petition that satisfies both. The first clause describes a single act, filing a petition that meets two criteria. And the time limit is embedded in the verb phrase. That is confirmed by paragraph (e)(1) at page 14a of our appendix, which undisputedly makes the Tax Court's jurisdiction to grant an injunction contingent on a timely petition. Petitioner cannot explain why Congress would make a timely petition a jurisdictional prerequisite to that remedy but not to the Court's authority to decide the case. The interlocking statutory structure and nearly a century of decisions addressing analogous Tax Court provisions reinforce that understanding. Petitioner's argument at bottom is that various non-jurisdictional readings can be posited. But none of them clouds the clear statement that Congress provided because none is ultimately tenable after all the interpretive tools are applied. But, at a minimum, the deadline is mandatory, not subject to ad hoc exceptions. If there are to be exceptions, they must come from Congress, which not only can strike a context-specific balance, as it has in other areas of the code, but also can address unintended spillover effects in a way that courts cannot. I welcome the Court's questions.</text>",2021,coherent,"{
    ""property"": ""invoking_precedent_to_resolve_ambiguity"",
    ""reasoning"": ""The question references the Court's precedents and the requirement for a clear statement to resolve the ambiguity in the statutory language, suggesting that the existence of a reasonable debate about the parenthetical's meaning may be sufficient to end the case.""
}"
