Unnamed: 0,transcript_id,question_addressee,justice,question_text,opening_statement,year,label,skill_labels_raw
9702,2023.22-6389-t01,respondent,Neil Gorsuch,"Just to finish up where we left off, suppose the schedules are revised after the time of federal conviction. I understand that if they were increased -- if a new drug were added, you would say ex post facto violation. But, if a drug is removed, I think Mr. Green would say the defendant should get the benefit of that. You disagree? I want to understand why.","<speaker>Andrew L. Adler</speaker><text>Mr. Chief Justice, and may it please the Court: The 922(g) offense is what triggers ACCA's penalties. The government, therefore, agrees that courts must apply ACCA's criteria in effect at the time of the 922(g) offense, not the prior conviction. For example, if Congress amended ACCA's criteria to delete burglary and someone then committed a 922(g) offense, all agree that a prior burglary conviction would not be an ACCA predicate, even if it was one at the time it occurred. The only question here then is whether ACCA's controlled substance criterion somehow warrants different treatment. And it does not. That criterion expressly incorporates the substances on the federal schedules. Under basic rules of statutory construction, that means the substances are effectively written into ACCA itself. So where a substance is removed from the schedules before the 922(g) offense, it is also removed from ACCA's coverage, no less than burglary in the hypothetical. I welcome the Court's questions.</text>",2023,coherent,"{
    ""property"": ""challenging_opponent_argument_by_presenting_counterfactual"",
    ""reasoning"": ""The question presents a counterfactual scenario where the schedules are revised after the time of federal conviction, and then invites the speaker to respond to an opposing argument (Mr. Green's), forcing the speaker to clarify their stance and reasoning.""
}"
9704,2023.22-6389-t01,petitioner,Clarence Thomas,"If we -- rather than looking at an underlying drug schedule, if the statute itself was amended, would your analysis be the same?","<speaker>Jeffrey T. Green</speaker><text>Mr. Chief Justice, and may it please the Court: Once more we confront the Armed Career Criminal Act, this time with regard to which drug schedules a sentencing court is to consult in order to determine whether a prior state drug crime is a match with those federal schedules and, thus, either is or is not a predicate under the ACCA. We submit that the sentencing court should use the schedules that are current at the time of sentencing. That is because, at its core, the ACCA is a sentencing enhancement. It is not a crime unto itself. And this Court has said that the ordinary practice is to apply current law, including at sentencing. There's no reason to deviate from that ordinary practice here. The statute is phrased in uniformly present terms. The goal of the ACCA is to incapacitate only the most serious offenders. And, finally, to do otherwise, as the government suggests, would be to ignore entirely Congress's choice to change those drug schedules with the 2018 Farm Bill. With that, I invite the Court's questions.</text>",2023,coherent,"{
    ""property"": ""testing_statutory_application_analogy"",
    ""reasoning"": ""The question explores the application of the argument by analogy to a hypothetical scenario where the statute itself is amended, rather than just the underlying drug schedules, to test the limits and consistency of the argument.""
}"
9705,2023.22-6389-t01,petitioner,Neil Gorsuch,"I think -- I think the question, though, is normally when we have a cross-reference, we look at the contemporaneous version of the cross-reference. I -- I think that's -- I think that's Mr. Jackson's primary argument. And the -- and the statutory text here says ""as defined in,"" which suggests we look at the present law, just as we normally would, just as you concede we -- a moment ago that we normally would. What in the text suggests this backward-looking approach that you want to put into it?","<speaker>Jeffrey T. Green</speaker><text>Mr. Chief Justice, and may it please the Court: Once more we confront the Armed Career Criminal Act, this time with regard to which drug schedules a sentencing court is to consult in order to determine whether a prior state drug crime is a match with those federal schedules and, thus, either is or is not a predicate under the ACCA. We submit that the sentencing court should use the schedules that are current at the time of sentencing. That is because, at its core, the ACCA is a sentencing enhancement. It is not a crime unto itself. And this Court has said that the ordinary practice is to apply current law, including at sentencing. There's no reason to deviate from that ordinary practice here. The statute is phrased in uniformly present terms. The goal of the ACCA is to incapacitate only the most serious offenders. And, finally, to do otherwise, as the government suggests, would be to ignore entirely Congress's choice to change those drug schedules with the 2018 Farm Bill. With that, I invite the Court's questions.</text>",2023,coherent,"{
    ""property"": ""identifying_statutory_interpretation_discrepancies"",
    ""reasoning"": ""The question highlights a discrepancy between the typical approach to cross-referencing statutes and the argument being presented, pointing out that the usual method involves looking at the contemporaneous version, but the statutory text suggests a present-law approach, and seeks clarification on what in the text supports a backward-looking approach.""
}"
9707,2023.22-6389-t01,petitioner,Neil Gorsuch,"And just shifting gears, your colleagues on the other side raised an ex post facto concern. What -- what is the government's analysis of that? Is there an ex post facto concern? If not, why not?","<speaker>Jeffrey T. Green</speaker><text>Mr. Chief Justice, and may it please the Court: Once more we confront the Armed Career Criminal Act, this time with regard to which drug schedules a sentencing court is to consult in order to determine whether a prior state drug crime is a match with those federal schedules and, thus, either is or is not a predicate under the ACCA. We submit that the sentencing court should use the schedules that are current at the time of sentencing. That is because, at its core, the ACCA is a sentencing enhancement. It is not a crime unto itself. And this Court has said that the ordinary practice is to apply current law, including at sentencing. There's no reason to deviate from that ordinary practice here. The statute is phrased in uniformly present terms. The goal of the ACCA is to incapacitate only the most serious offenders. And, finally, to do otherwise, as the government suggests, would be to ignore entirely Congress's choice to change those drug schedules with the 2018 Farm Bill. With that, I invite the Court's questions.</text>",2023,coherent,"{
    ""property"": ""probing_opponent_argument"",
    ""reasoning"": ""The question seeks to understand the opposing side's (government's) analysis on a specific issue (ex post facto concern) raised by their colleagues, indicating an attempt to explore and challenge their argument.""
}"
9708,2023.22-6389-t01,petitioner,Neil Gorsuch,Let's suppose I understand that to be their argument. Then what?,"<speaker>Jeffrey T. Green</speaker><text>Mr. Chief Justice, and may it please the Court: Once more we confront the Armed Career Criminal Act, this time with regard to which drug schedules a sentencing court is to consult in order to determine whether a prior state drug crime is a match with those federal schedules and, thus, either is or is not a predicate under the ACCA. We submit that the sentencing court should use the schedules that are current at the time of sentencing. That is because, at its core, the ACCA is a sentencing enhancement. It is not a crime unto itself. And this Court has said that the ordinary practice is to apply current law, including at sentencing. There's no reason to deviate from that ordinary practice here. The statute is phrased in uniformly present terms. The goal of the ACCA is to incapacitate only the most serious offenders. And, finally, to do otherwise, as the government suggests, would be to ignore entirely Congress's choice to change those drug schedules with the 2018 Farm Bill. With that, I invite the Court's questions.</text>",2023,coherent,"{
    ""property"": ""requesting_further_explanation"",
    ""reasoning"": ""The question is asking the speaker to elaborate on their argument, suggesting that the Justice is not satisfied with the explanation provided in the opening statement and needs further clarification.""
}"
9709,2023.22-6389-t01,petitioner,Neil Gorsuch,"Well, again, but the serious drug offense changes on your view, we said it at the time of state conviction, but the schedules are dynamic, as you point out, and -- and it's going to lead some individuals to be punished under -- under your reading who would not otherwise be punished. And I guess I'm just trying to understand, again, do you think that's an ex post facto problem? If not, why not?","<speaker>Jeffrey T. Green</speaker><text>Mr. Chief Justice, and may it please the Court: Once more we confront the Armed Career Criminal Act, this time with regard to which drug schedules a sentencing court is to consult in order to determine whether a prior state drug crime is a match with those federal schedules and, thus, either is or is not a predicate under the ACCA. We submit that the sentencing court should use the schedules that are current at the time of sentencing. That is because, at its core, the ACCA is a sentencing enhancement. It is not a crime unto itself. And this Court has said that the ordinary practice is to apply current law, including at sentencing. There's no reason to deviate from that ordinary practice here. The statute is phrased in uniformly present terms. The goal of the ACCA is to incapacitate only the most serious offenders. And, finally, to do otherwise, as the government suggests, would be to ignore entirely Congress's choice to change those drug schedules with the 2018 Farm Bill. With that, I invite the Court's questions.</text>",2023,coherent,"{
    ""property"": ""investigating_ex_post_facto_implications"",
    ""reasoning"": ""This question delves into the potential consequences of the proposed interpretation and specifically raises concerns about ex post facto issues, questioning whether the dynamic nature of the drug schedules could lead to individuals being unfairly punished under a revised standard that did not apply at the time of their state conviction.""
}"
9711,2023.22-6389-t01,petitioner,Amy Coney Barrett,"No, I understand that from a notice point of view, and, in fact, I think it would be more difficult for defendants who can't predict if the schedules are going to change later and not know whether their offense would be a predicate. I -- I understand that. I'm just saying, at the time of sentencing for everyone, for the prosecutor, for the district judge, for the defendant who after the ACCA offense is committed has to figure out does this predicate count, how do you find the schedules? You know, so --","<speaker>Jeffrey T. Green</speaker><text>Mr. Chief Justice, and may it please the Court: Once more we confront the Armed Career Criminal Act, this time with regard to which drug schedules a sentencing court is to consult in order to determine whether a prior state drug crime is a match with those federal schedules and, thus, either is or is not a predicate under the ACCA. We submit that the sentencing court should use the schedules that are current at the time of sentencing. That is because, at its core, the ACCA is a sentencing enhancement. It is not a crime unto itself. And this Court has said that the ordinary practice is to apply current law, including at sentencing. There's no reason to deviate from that ordinary practice here. The statute is phrased in uniformly present terms. The goal of the ACCA is to incapacitate only the most serious offenders. And, finally, to do otherwise, as the government suggests, would be to ignore entirely Congress's choice to change those drug schedules with the 2018 Farm Bill. With that, I invite the Court's questions.</text>",2023,coherent,"{
    ""property"": ""requesting_clarification_on_application"",
    ""reasoning"": ""The question seeks further explanation on how to determine the applicable drug schedules at the time of sentencing, particularly in terms of the practical application and how the relevant parties (prosecutor, district judge, and defendant) would identify the correct schedules.""
}"
9712,2023.22-6389-t01,petitioner,Amy Coney Barrett,"Well, the state code might be easier to find. I mean, how often do the drug schedules change at the federal level?","<speaker>Jeffrey T. Green</speaker><text>Mr. Chief Justice, and may it please the Court: Once more we confront the Armed Career Criminal Act, this time with regard to which drug schedules a sentencing court is to consult in order to determine whether a prior state drug crime is a match with those federal schedules and, thus, either is or is not a predicate under the ACCA. We submit that the sentencing court should use the schedules that are current at the time of sentencing. That is because, at its core, the ACCA is a sentencing enhancement. It is not a crime unto itself. And this Court has said that the ordinary practice is to apply current law, including at sentencing. There's no reason to deviate from that ordinary practice here. The statute is phrased in uniformly present terms. The goal of the ACCA is to incapacitate only the most serious offenders. And, finally, to do otherwise, as the government suggests, would be to ignore entirely Congress's choice to change those drug schedules with the 2018 Farm Bill. With that, I invite the Court's questions.</text>",2023,coherent,"{
    ""property"": ""assessing_frequency_of_external_changes"",
    ""reasoning"": ""The question inquires about the frequency of changes to the federal drug schedules, which is relevant to the argument about whether sentencing courts should consult current or past schedules when determining predicate offenses under the ACCA.""
}"
9713,2023.22-6389-t01,petitioner,Sonia Sotomayor,"Assuming I accept that there's a burden -- I know you're saying there's not and the Chief suggested there might not be. I accept it because I think every prosecution, probation officer, and defense counsel in these various amicus tell us there's a problem. Who bears the burden of proving this at sentence? I know that defense counsel says we have to figure it out because we have to advise our client. But, at the end, they're just defending against a charge. Doesn't the prosecutor bear the burden of proving it?","<speaker>Jeffrey T. Green</speaker><text>Mr. Chief Justice, and may it please the Court: Once more we confront the Armed Career Criminal Act, this time with regard to which drug schedules a sentencing court is to consult in order to determine whether a prior state drug crime is a match with those federal schedules and, thus, either is or is not a predicate under the ACCA. We submit that the sentencing court should use the schedules that are current at the time of sentencing. That is because, at its core, the ACCA is a sentencing enhancement. It is not a crime unto itself. And this Court has said that the ordinary practice is to apply current law, including at sentencing. There's no reason to deviate from that ordinary practice here. The statute is phrased in uniformly present terms. The goal of the ACCA is to incapacitate only the most serious offenders. And, finally, to do otherwise, as the government suggests, would be to ignore entirely Congress's choice to change those drug schedules with the 2018 Farm Bill. With that, I invite the Court's questions.</text>",2023,coherent,"{
    ""property"": ""assigning_burden_of_proof"",
    ""reasoning"": ""The question focuses on determining who bears the responsibility of proving the match between state and federal drug schedules at sentencing, exploring whether it falls on the prosecution or the defense.""
}"
9717,2023.22-6389-t01,petitioner,Ketanji Brown Jackson,"Can I just direct your attention to the kind of overall theory of this? Because I -- I'm, as usual, struggling with that. Do you concede that a change in the drug schedules reflects a change in what is considered to be a serious drug offense? In other words, to -- to -- to take a drug off the schedule, Congress has made a determination that that's no longer a controlled substance. It's not going to be something that we consider to be a crime.","<speaker>Jeffrey T. Green</speaker><text>Mr. Chief Justice, and may it please the Court: Once more we confront the Armed Career Criminal Act, this time with regard to which drug schedules a sentencing court is to consult in order to determine whether a prior state drug crime is a match with those federal schedules and, thus, either is or is not a predicate under the ACCA. We submit that the sentencing court should use the schedules that are current at the time of sentencing. That is because, at its core, the ACCA is a sentencing enhancement. It is not a crime unto itself. And this Court has said that the ordinary practice is to apply current law, including at sentencing. There's no reason to deviate from that ordinary practice here. The statute is phrased in uniformly present terms. The goal of the ACCA is to incapacitate only the most serious offenders. And, finally, to do otherwise, as the government suggests, would be to ignore entirely Congress's choice to change those drug schedules with the 2018 Farm Bill. With that, I invite the Court's questions.</text>",2023,coherent,"{
    ""property"": ""understanding_defendant_theory"",
    ""reasoning"": ""The question is an attempt to clarify and understand the underlying theory of the defendant's argument, specifically how changes in the drug schedules relate to what is considered a serious drug offense, and whether that affects the application of the ACCA.""
}"
9718,2023.22-6389-t01,petitioner,Ketanji Brown Jackson,"All right. So then my question, I guess, is, why would Congress want to incapacitate defendants who have committed crimes that federal law no longer regards as serious? I mean, I thought the point of this was we're doing ACCA because we think, Congress says, that certain people need to be taken off the streets for long periods of time, and in order to identify those people, we look at their histories and determine whether they have committed certain kinds of crimes. If we today, as we undertake sentencing, have an understanding that these certain kinds of prior crimes are no longer considered serious because the change -- the schedules have changed, I guess I'm trying to understand why the government's position is that they should still be ACCA predicates.","<speaker>Jeffrey T. Green</speaker><text>Mr. Chief Justice, and may it please the Court: Once more we confront the Armed Career Criminal Act, this time with regard to which drug schedules a sentencing court is to consult in order to determine whether a prior state drug crime is a match with those federal schedules and, thus, either is or is not a predicate under the ACCA. We submit that the sentencing court should use the schedules that are current at the time of sentencing. That is because, at its core, the ACCA is a sentencing enhancement. It is not a crime unto itself. And this Court has said that the ordinary practice is to apply current law, including at sentencing. There's no reason to deviate from that ordinary practice here. The statute is phrased in uniformly present terms. The goal of the ACCA is to incapacitate only the most serious offenders. And, finally, to do otherwise, as the government suggests, would be to ignore entirely Congress's choice to change those drug schedules with the 2018 Farm Bill. With that, I invite the Court's questions.</text>",2023,coherent,"{
    ""property"": ""understanding_legislative_intent"",
    ""reasoning"": ""The question explores the reasoning behind Congress's decision to incapacitate certain offenders, and how changes in the drug schedules might affect the interpretation of the ACCA. It seeks to understand the underlying purpose of the law and how it should be applied in light of changes to the federal drug schedules.""
}"
9720,2023.22-6389-t01,petitioner,Ketanji Brown Jackson,"Yes. No, I understand how it turns into a technicality in the particulars of this case. But what I'm saying is ACCA is not about punishing the person for the past offense. He's already, you know, been held responsible, culpable, sentenced for the past offense. I thought it was about incapacitating people who we can identify as particularly dangerous based on the nature of their past offenses. So it's not really about his willingness to -- to commit a crime. I mean, he has these criminal offenses. Congress would have just said, do you have an offense? Instead, they say, do you have a serious drug offense? And what I am struggling with and trying to get beyond is why we are evaluating the seriousness of that offense based on past standards as opposed to the standards that would apply today as we're making this 15-year determination.","<speaker>Jeffrey T. Green</speaker><text>Mr. Chief Justice, and may it please the Court: Once more we confront the Armed Career Criminal Act, this time with regard to which drug schedules a sentencing court is to consult in order to determine whether a prior state drug crime is a match with those federal schedules and, thus, either is or is not a predicate under the ACCA. We submit that the sentencing court should use the schedules that are current at the time of sentencing. That is because, at its core, the ACCA is a sentencing enhancement. It is not a crime unto itself. And this Court has said that the ordinary practice is to apply current law, including at sentencing. There's no reason to deviate from that ordinary practice here. The statute is phrased in uniformly present terms. The goal of the ACCA is to incapacitate only the most serious offenders. And, finally, to do otherwise, as the government suggests, would be to ignore entirely Congress's choice to change those drug schedules with the 2018 Farm Bill. With that, I invite the Court's questions.</text>",2023,coherent,"{
    ""property"": ""understanding_statutory_purpose_and_application"",
    ""reasoning"": ""The question seeks to understand the underlying purpose of the ACCA, specifically whether it aims to punish past offenses or identify particularly dangerous individuals, and how that understanding influences the application of current or past standards in evaluating the seriousness of an offense.""
}"
9721,2023.22-6389-t01,petitioner,Ketanji Brown Jackson,"Well, I -- I'm not so sure about that. I mean, it doesn't -- it -- it too doesn't necessarily -- I'm trying to find the statute. You know, it says an offense. It doesn't say a conviction under the Controlled Substances Act. And I appreciate that the previous thing says you have to have three previous convictions, right, but for a serious drug offense, and then it says an offense under the Controlled Substance Act. I mean, one could interpret that also with respect to modern standards because the exercise is trying to identify what is a serious drug offense. And if today we would say this is not an offense under the -- the Controlled Substances Act, I suppose we could interpret the federal statute differently than what you're -- you're -- you're articulating, right?","<speaker>Jeffrey T. Green</speaker><text>Mr. Chief Justice, and may it please the Court: Once more we confront the Armed Career Criminal Act, this time with regard to which drug schedules a sentencing court is to consult in order to determine whether a prior state drug crime is a match with those federal schedules and, thus, either is or is not a predicate under the ACCA. We submit that the sentencing court should use the schedules that are current at the time of sentencing. That is because, at its core, the ACCA is a sentencing enhancement. It is not a crime unto itself. And this Court has said that the ordinary practice is to apply current law, including at sentencing. There's no reason to deviate from that ordinary practice here. The statute is phrased in uniformly present terms. The goal of the ACCA is to incapacitate only the most serious offenders. And, finally, to do otherwise, as the government suggests, would be to ignore entirely Congress's choice to change those drug schedules with the 2018 Farm Bill. With that, I invite the Court's questions.</text>",2023,coherent,"{
    ""property"": ""alternative_interpretation_of_statutory_language"",
    ""reasoning"": ""The question posits an alternative interpretation of the statutory language in the Controlled Substances Act, suggesting that the court could consider modern standards in determining what constitutes a serious drug offense, rather than relying solely on the schedules in effect at the time of the prior conviction.""
}"
